blockid10	xcoord	ycoord	sqft	IFE002	CNS01	CNS02	CNS03	CNS04	CNS05	CNS06	CNS07	CNS08	CNS09	CNS10	CNS11	CNS12	CNS13	CNS14	CNS15	CNS16	CNS17	CNS18	CNS19	CNS20	C000
470370195004046	1738083.82709	667436.2594	43880.5169249	0	0	0	0	0	0	0	0	0	0	27	0	0	5	0	1	0	0	8	1	0	42
470370195004047	1738437.58687	666965.773274	109556.406482	224	0	0	0	1	0	0	13	0	1	32	8	63	0	52	0	0	0	9	39	0	218
470370195004048	1737814.69251	668689.667062	25322.4581567	0	0	0	0	0	0	0	0	0	0	14	0	7	0	0	2	1	0	1	1	0	26
470370195004049	1738049.84936	668717.844433	209136.89072	0	0	0	0	0	0	0	0	0	0	58	2	99	0	0	13	0	0	6	19	0	197
470370195004050	1738153.36572	668426.51463	16926.0707469	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	1	2	0	11
470370195004051	1739125.76906	666588.660639	190895.552758	1	0	0	0	42	0	14	29	0	805	56	50	75	0	23	6	115	0	2	61	0	1278
470370195004052	1739366.54071	666674.138916	76053.2875542	2	0	0	0	0	0	0	0	0	11	2	2	66	10	7	0	0	8	19	33	0	158
470370195004053	1739488.93377	666728.655097	74162.6245802	5	0	0	0	0	0	0	0	0	20	2	1	83	7	8	1	0	2	26	33	0	183
470370195004054	1739127.10551	666334.681287	40173.4072875	3	0	0	0	10	0	0	4	0	162	11	14	12	0	3	4	14	0	0	13	0	247
470370195004055	1738849.79528	666185.283958	73385.3317102	0	0	0	0	0	0	1	12	0	0	78	0	33	0	2	0	11	3	38	0	0	178
470370195004056	1738716.86073	666433.13118	158716.979197	0	0	0	0	0	2	2	33	0	4	151	2	93	0	5	1	21	2	95	0	0	411
470370195004057	1738655.83952	666771.778099	60709.8075441	0	0	0	0	3	0	1	7	2	0	37	6	41	0	24	0	0	0	8	12	0	141
470370195004058	1738473.43942	666678.308235	52469.9780105	0	0	0	0	1	0	0	5	0	0	9	4	33	0	25	0	0	0	4	18	0	99
470370196001000	1760457.08296	662978.648667	5791036.25486	45	0	0	0	13	1104	97	40	744	0	0	0	0	0	0	0	0	0	14	0	0	2012
470370196001001	1759711.47953	662403.422428	423168.373662	0	0	0	0	0	25	75	1	0	0	0	0	2	0	0	0	0	0	0	0	0	103
470370196001002	1763282.49823	662977.735763	543695.030668	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196001003	1758686.21448	661390.258445	1152768.34855	0	0	0	0	0	0	86	2	0	0	1	0	0	0	1	0	0	0	67	0	0	157
470370196001004	1760926.26817	662937.237868	801010.465512	0	0	0	0	0	0	44	15	0	0	0	0	17	0	0	1	0	0	0	83	0	160
470370196001005	1763492.43616	663566.82	375684.684647	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196001006	1762433.64799	663468.447634	352615.709254	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196001007	1762551.40459	664092.523811	517515.172279	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196001008	1763337.55664	662469.982948	588605.419053	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196001009	1763025.06551	663700.837754	476966.614594	23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196001010	1762253.36088	662634.557826	1042109.45708	31	0	0	0	2	178	15	5	135	0	0	0	0	0	0	0	0	0	1	0	0	336
470370196001011	1764282.53398	662878.31274	194399.841661	0	0	0	0	0	36	4	1	29	0	0	0	0	0	0	0	0	0	1	0	0	71
470370196001012	1764407.43025	662630.972848	17524.0884088	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	4
470370196001013	1764360.88943	662400.478395	113963.02868	0	0	0	0	3	3	1	5	4	0	0	0	1	0	0	0	5	0	2	0	0	24
470370196001014	1761796.90087	660685.718006	5256177.39419	378	0	0	0	85	151	69	148	138	0	5	3	79	0	30	0	190	0	28	25	0	951
470370196001015	1761527.78897	661120.249445	3432423.69097	1	0	0	0	5	100	356	40	102	103	26	9	5	6	192	0	109	5	2	39	0	1099
470370196001016	1760236.1865	661245.104572	911726.443078	0	0	0	0	4	19	80	4	1	0	0	53	3	2	53	0	13	0	1	5	1	239
470370196001017	1762588.07608	660079.2515	99305.7038036	0	0	0	0	1	4	2	2	5	0	0	0	2	0	1	0	1	0	3	0	0	21
470370196001018	1759232.10489	660883.682087	1594314.91854	0	0	0	0	0	41	21	64	17	0	0	0	0	0	17	0	0	0	0	1	0	161
470370196001019	1759924.48987	661958.363043	451361.241197	0	0	0	0	0	0	125	4	2	0	0	0	0	0	0	0	0	0	0	0	0	131
470370196001020	1761010.58291	662539.899829	472528.845561	0	0	0	0	0	0	19	6	0	0	0	0	11	0	1	0	0	0	0	57	0	94
470370196001021	1761121.57957	662152.908	664378.528172	0	2	0	0	13	0	2	60	1	5	0	0	75	0	0	0	72	0	0	0	0	230
470370196001022	1758197.22619	660304.996714	210022.642125	0	0	0	0	0	0	47	25	0	0	0	0	3	0	0	0	0	0	0	0	0	75
470370196002000	1762381.82571	666006.414755	3901829.35814	9	0	0	0	0	0	2	31	0	0	1	4	5	0	28	0	0	0	1	2	0	74
470370196002001	1761441.53325	666389.827227	99455.2973755	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002002	1760045.44413	666894.767727	4822705.47498	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
470370196002003	1761226.14917	666442.513139	73801.2549411	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2
470370196002004	1757176.6946	667429.055262	2211323.15016	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	16
470370196002005	1757511.95147	667193.186002	1302620.11584	0	0	0	0	0	0	14	0	2	0	0	0	0	2	0	0	0	0	0	0	0	18
470370196002008	1757232.0116	665150.713242	8137892.54855	152	0	0	0	73	0	255	13	10	0	0	4	0	0	202	0	0	0	1	21	0	579
470370196002009	1758020.5641	664461.749607	810394.73756	20	0	0	0	8	0	28	0	1	0	0	0	0	0	17	0	0	0	0	0	0	54
470370196002010	1755969.86446	666048.14874	598987.958924	0	0	0	0	8	0	17	3	0	0	0	0	0	0	25	0	0	0	0	2	0	55
470370196002011	1757548.38208	663925.502122	789258.227248	12	0	0	0	7	0	24	1	1	0	0	1	0	0	20	0	0	0	1	3	0	58
470370196002012	1755870.71348	666588.08492	628394.042236	0	0	0	0	76	32	0	0	7	0	0	0	39	0	10	0	0	0	0	0	0	164
470370196002013	1749280.41112	665780.021746	9765494.83058	0	0	102	0	153	276	80	10	666	0	0	0	0	0	23	0	0	0	0	3	0	1313
470370196002014	1748055.1825	664688.349459	561989.401308	0	0	0	0	0	0	1	3	33	0	0	0	0	0	14	0	0	0	0	0	0	51
470370196002015	1748711.64447	664750.313635	338008.758535	0	0	0	0	2	1	0	2	21	0	0	0	0	0	9	0	0	0	0	0	0	35
470370196002016	1745977.15314	664421.024288	1098714.9882	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002017	1750461.91043	665285.680015	464806.061543	0	0	0	0	27	3	84	2	2	0	0	0	0	0	0	0	0	0	0	0	0	118
470370196002018	1749498.60714	664846.076436	925236.35702	0	0	0	0	0	0	31	2	220	0	0	0	5	0	4	0	0	0	0	0	0	262
470370196002019	1751797.42837	665724.308009	1290301.8988	0	0	0	0	50	7	147	1	59	0	0	10	0	4	0	0	1	0	0	0	0	279
470370196002020	1750408.73176	664721.725734	80736.9829045	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002021	1755220.14843	665315.566332	1872020.36065	0	0	0	0	49	87	8	0	0	0	0	12	1	0	17	0	0	0	0	33	0	207
470370196002022	1753052.27113	664507.416673	10925400.8449	0	0	0	0	20	69	81	170	244	0	0	3	1	0	4	0	0	0	0	17	0	609
470370196002023	1749948.74139	664199.219743	198011.454663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	4
470370196002024	1749504.27834	664059.893487	404727.333761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4
470370196002025	1749126.26572	664038.326013	141656.015129	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
470370196002026	1748386.34389	663969.861464	914507.330008	0	0	0	0	4	6	0	2	0	0	0	0	0	0	0	0	0	0	0	140	0	152
470370196002027	1747454.12482	664464.713228	507871.767228	0	0	0	0	6	1	1	3	38	0	0	0	0	0	5	0	0	0	0	0	0	54
470370196002028	1747343.35963	663776.111309	560928.950668	0	0	0	0	0	0	36	19	0	0	0	0	0	0	0	0	0	0	0	0	0	55
470370196002029	1745870.42008	663989.42495	857354.640096	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122
470370196002030	1745762.78812	663791.302427	171134.318887	0	0	0	0	5	3	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	27
470370196002031	1746582.58989	663700.823651	187494.600712	0	0	0	0	56	0	2	0	0	0	0	3	0	4	10	0	1	0	0	9	0	85
470370196002032	1746588.9744	663486.434166	188739.687033	0	0	0	0	44	1	0	0	0	0	0	1	0	2	15	0	0	0	0	6	0	69
470370196002033	1745723.58989	663590.037295	162890.374405	0	0	0	0	1	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14
470370196002034	1745182.66799	663646.92686	27955.6673895	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
470370196002035	1744940.97376	663648.988645	92620.794487	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002036	1744452.13169	663848.615969	44422.4670288	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002037	1744244.82298	664090.114097	72339.692354	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002038	1744185.48035	664420.170233	57072.1059219	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002039	1744099.47375	664826.846431	117357.640821	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002041	1746379.36173	663314.126014	137236.546554	0	0	0	0	0	0	0	0	0	0	0	0	2	0	87	0	0	0	1	0	0	90
470370196002042	1746930.33709	663242.786252	69406.3371723	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002043	1747191.77702	663187.241486	40924.9937068	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
470370196002044	1747242.66798	663019.228757	355974.697381	5	0	0	0	8	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	21
470370196002045	1746999.2322	663043.251852	35263.6069235	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002046	1746811.15898	663013.842539	55138.5129976	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002047	1748032.55121	663080.802148	1249503.62992	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002048	1748584.46295	662373.400028	2270929.56613	2	0	0	0	0	0	176	28	244	0	12	0	1	0	0	0	0	0	0	9	0	470
470370196002049	1749478.55336	663284.889894	202516.659528	0	0	0	0	0	0	1	4	42	0	0	0	0	0	7	0	0	0	0	0	0	54
470370196002050	1752098.34234	661822.909288	17432726.0301	299	0	0	1	126	16	252	237	12	8	3	53	86	7	44	0	0	2	1	45	1	894
470370196002051	1749718.66859	660881.189239	112065.648906	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002052	1749762.10057	662895.650935	57118.4326655	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
470370196002053	1749720.61711	663066.705946	29319.4749757	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002054	1749565.83464	661079.868427	70300.3955338	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002055	1749743.1845	663241.492085	35444.1059663	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
470370196002056	1749412.73722	661286.489076	30367.2030843	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002057	1749341.50705	662409.345584	369040.383152	0	0	0	0	1	2	4	5	0	1	0	0	3	0	0	0	0	0	0	9	0	25
470370196002058	1749960.52728	661098.87344	222658.059419	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002059	1749971.31715	663818.03755	72089.4358822	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002060	1754491.50709	661467.363254	69699.1718073	0	0	0	0	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
470370196002061	1753370.49274	660012.999335	257922.499877	0	0	0	0	163	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	167
470370196002062	1754608.44956	660713.660055	2171563.57708	0	0	3	0	1524	42	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1581
470370196002063	1757774.50104	662540.852474	12598275.582	278	0	0	1	0	0	15	83	0	0	0	25	15	0	124	0	0	0	0	16	0	279
470370196002064	1757849.11124	660156.601723	31931.3713096	0	0	0	0	1	117	7	0	18	0	0	0	31	0	0	0	0	0	0	0	0	174
470370196002065	1755578.91313	661947.649595	308170.386712	12	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	11
470370196002066	1757437.87754	663182.036699	409489.592027	0	0	0	0	0	45	0	0	0	7	12	3	0	0	58	0	0	0	0	0	1	126
470370196002067	1759973.43052	666235.908725	1238925.91979	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002068	1759565.91894	665370.324356	962600.286553	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002069	1756294.06656	659528.194847	1587439.77335	0	0	0	0	10	1	97	4	2	0	0	13	51	7	1	0	47	0	0	1	0	234
470370196002070	1754547.71756	659496.321165	1062410.52034	0	0	0	0	42	0	6	12	0	3	1	9	9	23	2	0	53	0	2	19	0	181
470370196002071	1753274.79494	659657.98546	285231.658734	2	0	0	0	7	2	35	1	1	0	0	0	0	0	0	0	0	0	0	0	0	46
470370196002072	1752511.22225	659490.824721	124607.324476	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002073	1751722.2189	659589.34066	840738.215917	0	0	0	0	11	4	27	0	0	0	1	0	6	0	2	0	1	0	0	0	0	52
470370196002074	1750687.56252	659845.405485	48142.624792	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002075	1756998.43776	659262.420146	1128123.68373	5	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	4	0	0	13
470370196002076	1758284.04814	659611.85749	748178.26165	0	0	0	0	0	20	1	0	0	47	0	0	1	134	2	0	3	0	81	0	0	289
470370196002077	1755669.49475	658740.405999	93097.3857743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
470370196002078	1754188.03746	658948.181694	1145399.26694	0	0	0	0	0	8	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36
470370196002079	1752763.77374	659058.332052	100638.863583	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	6
470370196002080	1753306.22351	659249.378835	219320.247844	0	0	0	0	0	10	0	0	3	0	0	0	0	0	6	0	0	0	0	3	0	22
470370196002081	1752929.18254	659343.088096	137961.741663	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37
470370196002082	1752409.11735	659189.420804	220705.00996	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002083	1743990.91774	663909.020357	31648.0691651	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002084	1743998.3426	664050.149288	71786.3834335	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002085	1743848.45221	664219.163635	133593.973769	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002086	1743365.5762	663772.964158	48160.3072798	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002087	1746269.80944	663145.537373	102507.709681	0	0	0	0	2	0	0	0	0	0	0	0	3	0	57	0	0	0	0	0	0	62
470370196002088	1745813.90925	663239.856939	290886.382021	0	0	0	0	6	0	7	1	3	0	0	0	0	0	0	0	0	0	0	0	0	17
470370196002089	1746491.95688	662925.351463	93116.3791592	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
470370196002090	1746633.91297	663094.943124	31895.8248499	1	0	0	0	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	18
470370196002091	1761083.99595	665202.970062	455801.583679	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4
470370196002092	1749888.18331	661104.791242	71937.2663832	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002093	1750012.91687	660913.842266	26340.5818839	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470370196002094	1750563.36345	664953.195009	218800.623433	0	0	0	0	0	0	0	0	29	0	0	6	0	5	0	0	0	0	0	0	0	40
470379801001000	1772989.72028	658688.224198	162987.148113	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001001	1770567.39843	658893.20863	138187.062909	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	5
470379801001002	1767587.053	654165.453399	84444054.1881	0	0	0	1	1	28	126	32	1521	27	6	237	33	7	15	0	311	0	41	38	1	2425
470379801001003	1765187.60706	653891.699698	278013.632981	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001004	1772314.40214	656174.122262	150143.870598	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	4
470379801001005	1770948.59969	649908.030502	156681.14981	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001006	1764362.42816	653233.262497	1974138.24409	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001007	1771935.72087	656695.143188	768408.551532	0	0	0	0	0	1	3	1	10	1	0	4	0	0	0	0	5	0	0	0	0	25
470379801001008	1763322.08981	654749.05828	77646.0544152	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
470379801001009	1767951.9274	659168.307255	234412.402772	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0	1	0	0	0	0	7
470379801001010	1771383.65416	658683.843072	150057.912985	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	7
470379801001011	1769988.32653	650278.056321	710741.398859	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001012	1768775.77961	649225.588087	1178503.59364	0	0	0	0	2	23	1	3	49	0	0	18	16	0	7	0	0	0	0	0	17	136
470379801001013	1769788.48564	649148.086097	3432655.56525	0	0	0	0	0	0	0	0	0	0	1	82	22	0	0	0	0	0	0	0	0	105
470379801001014	1772208.14576	655268.689892	123246.944897	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	2	0	0	0	0	7
470379801001015	1771236.98961	650336.830463	110489.056202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2
470379801001016	1763432.95954	653949.15827	471892.01428	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	8
470379801001017	1763851.88558	650623.871006	7677435.97828	0	0	0	0	0	5	10	3	141	0	0	26	4	0	0	0	35	0	4	4	0	232
470379801001018	1763203.72782	659073.150648	1421196.22196	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001019	1764659.32296	659732.047406	209872.906574	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001020	1762638.95163	659931.480093	4070.03071732	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001021	1762025.09572	659090.587834	88141.514968	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001022	1762788.68661	659618.179305	567367.12203	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001023	1762163.93149	657652.78374	700302.373424	0	0	0	0	0	10	6	58	0	10	72	0	22	2	221	0	0	0	8	16	1	426
470379801001024	1762036.97574	657138.566166	21752.9529288	0	0	0	0	0	1	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	11
470379801001025	1761793.32797	657769.841844	33566.5551255	0	0	0	0	0	0	0	0	0	0	2	0	1	0	12	0	0	0	0	0	0	15
470379801001026	1770915.00822	646284.173629	3305030.54558	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001027	1771478.97593	648539.604149	4782791.40398	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001028	1773099.46737	653417.222782	15469853.3948	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	11
470379801001029	1772582.92023	656154.177074	102730.682755	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001030	1772316.34283	655243.670317	149048.841766	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001031	1774161.72133	657846.466828	258034.921786	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
470379801001032	1773039.02533	657674.171824	2911947.77296	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	5
470379801001033	1772322.29232	658487.628674	569465.950919	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001034	1774166.31801	651254.387174	1075370.68025	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001035	1774772.36288	653549.594918	4227238.5936	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7
470379801001036	1765671.46057	644187.510588	15939017.6778	0	0	0	0	0	1	56	23	35	1	9	1	56	218	31	1	456	0	0	1	0	889
470379801001037	1767908.58026	642256.374763	1392032.83746	0	0	0	0	22	2	63	9	103	46	0	1	36	0	173	0	11	0	15	4	1	486
470379801001038	1767604.2977	645230.262958	10153484.4242	0	0	0	0	0	2	42	13	24	1	5	0	34	157	16	1	317	0	0	0	0	612
470379801001039	1769602.80063	644904.932755	1411833.01457	0	0	0	0	0	5	1	22	0	16	6	2	13	0	191	1	179	0	8	12	0	456
470379801001040	1769928.13603	644525.080139	20304.1667298	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	7
470379801001041	1769192.99132	643587.399106	1204511.5119	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379801001042	1772546.18532	656561.296741	18654.2256695	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
470379801001043	1772463.04101	656085.344251	63704.7376082	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2
470379801001044	1769333.6118	649534.42828	163682.028607	0	0	0	0	0	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	1	10
470379801001045	1762326.88724	650227.01868	230847.01668	0	0	0	0	92	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	117
470379801001046	1762260.5839	650543.744077	160212.038975	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	9
470379801001047	1762021.8209	650573.700325	133496.450807	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	2	0	0	0	0	6
470379801001048	1763288.54938	654430.88712	81867.4518392	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
470379801001049	1763279.13978	653117.471615	811570.794187	0	0	0	0	0	1	5	0	0	0	22	2	36	0	4	2	100	0	0	15	0	187
470379802001000	1746675.10855	647090.947463	58089.3116672	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001001	1746286.12033	643588.918963	365972.563384	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001002	1746408.30267	644365.778822	228110.451546	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001003	1746376.76208	645515.101017	144360.313691	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001004	1746442.20421	646037.899627	54099.5027326	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001005	1746409.24814	645999.454101	70332.2432204	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001006	1746444.1563	646167.23713	54336.7629571	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001007	1746327.46403	645598.755809	119028.272705	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001008	1746378.93347	646102.191624	61387.0991771	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001009	1746341.86573	645929.649954	69741.5829351	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001010	1745232.87229	640548.369487	5424939.3718	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001011	1746297.89411	645780.040527	129390.883746	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
470379802001012	1746305.64132	646001.582876	60468.9271017	0	0	0	0	0	3	0	3	0	0	0	0	1	1	0	0	0	1	0	13	0	22
470379802001013	1745416.61964	643594.074102	2173578.8401	0	0	0	0	13	306	33	14	16	0	0	6	2	73	5	0	0	0	123	0	0	591
470379802001014	1746183.30655	646983.161155	561336.003778	0	0	0	0	0	0	2	5	0	1	0	0	2	0	2	1	0	23	2	133	1	172
470379802001015	1745717.60651	647421.066616	317899.363015	0	0	0	0	0	4	11	0	0	0	0	1	7	0	0	0	0	0	0	0	0	23
470379802001016	1745462.11518	647445.220271	238514.248953	0	0	0	0	0	7	14	1	0	0	0	1	6	0	0	0	0	0	0	0	0	29
470379802001017	1745131.40723	647752.311137	293417.052647	0	0	0	0	87	0	0	6	0	1	6	0	0	0	5	0	1	0	0	0	0	106
470379802001018	1744725.83276	647799.039225	186668.135149	0	0	0	0	72	0	0	6	0	0	10	0	0	0	2	0	0	0	0	0	0	90
470379802001019	1743277.12085	647073.998875	4785124.57193	0	0	0	0	235	124	66	288	7	76	8	1	11	0	3	0	0	0	6	2	0	827
470379802001020	1743976.49573	646801.458065	142008.769704	0	0	0	0	5	5	1	9	0	3	1	0	0	0	1	0	0	0	0	0	0	25
