microzoneid,xcoord_p,ycoord_p,sqft_p,taz_p,block_p,hh_p,stugrd_p,stuhgh_p,stuuni_p,empedu_p,empfoo_p,empgov_p,empind_p,empmed_p,empofc_p,empret_p,empsvc_p,empoth_p,emptot_p,parkdy_p,parkhr_p,ppricdyp,pprichrp
3812,1855561.51054,610799.994137,422689.301453,14999083,471490405013011,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3813,1859471.80041,612785.380647,1256321.35248,14999083,471490405013029,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,1859161.64716,611491.684427,515864.122036,14999083,471490405013032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,1853962.41288,608752.696104,556095.22456,14999083,471490405013025,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3816,1853615.02135,607853.118436,966301.621691,14999083,471490405013026,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3817,1855146.05443,610204.792262,177534.394102,14999083,471490405013009,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,1853769.08039,611456.570469,1359978.08455,14999083,471490405013008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,1850952.94496,612329.04279,7566927.26498,14999083,471490405013006,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,1860276.33416,612143.167332,563719.936824,14999083,471490405013030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,1860039.3444,611776.525428,366418.887117,14999083,471490405013031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3822,1860188.26228,607699.77648,558233.869513,14999083,471490405013044,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,1857478.47234,610974.794921,6386181.02563,14999083,471490405013027,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,1843228.18542,610176.120358,14565865.7125,14999085,471490405013022,7,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0
3825,1843725.47472,614781.127997,7314468.41239,14999085,471490405013018,6,0,0,0,0,0,0,0,0,0,0,0,3.58,3.58,0,0,0,0
3826,1841954.43462,614129.471365,136563.449369,14999085,471490405013020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3827,1841792.41329,617623.98751,499293.648073,14999085,471490405013015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,1842216.86668,621124.439132,787428.127126,14999085,471490405013017,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0
3829,1842901.37423,622502.026974,6667876.79365,14999085,471490405013002,4,0,0,0,0,0,0,0,0,0,0,0,2.39,2.39,0,0,0,0
3830,1841962.45113,609553.041453,535335.123028,14999085,471490405013021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831,1843511.23744,618576.462025,19322951.3712,14999085,471490405013016,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0
3832,1839348.98445,640333.820613,21791793.947,18999180,471890309033036,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3833,1834590.45512,636816.73354,58005370.382,18999180,471890309033037,109,0,0,0,4.99,0,4.99,0,4.99,29.91,30.38,9.97,3.47,88.69,0,0,0,0
3834,1839423.41747,634464.502157,8774140.06444,18999180,471890309033035,16,0,0,0,2.99,0,2.99,8.62,2.99,17.95,0,5.98,2.08,43.61,0,0,0,0
3835,1836393.28852,639597.309154,35234.9625845,18999180,471890309033027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3836,1834930.45884,646410.798945,6592479.19987,18999180,471890309033032,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837,1845931.48771,647401.706956,87749.4058121,18999180,471890309033025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,1843390.66518,647609.143085,277271.121292,18999180,471890309033029,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3839,1839656.86911,644392.771678,47564049.9742,18999180,471890309033026,40,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3840,1841233.86858,632677.142812,312921.800668,18999180,471890309033040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3841,1841944.91537,639430.107852,19698258.1855,18999180,471890309033033,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3842,1846491.80086,646115.713256,5032379.97513,18999180,471890309033024,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,1843125.75535,646958.030047,713917.996684,18999180,471890309033028,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3844,1837797.33008,647014.624218,9844491.49789,18999180,471890309033031,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845,1847444.11476,647298.830581,157792.292445,18999180,471890309033023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3846,1840117.7937,647176.635718,2426570.80427,18999180,471890309033030,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,1852802.3232,652736.541922,1252535.97043,18999184,471890309041004,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3848,1852422.18636,653667.293727,28930.6297464,18999184,471890309041012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,1852737.53649,653499.044183,9130.43316811,18999184,471890309041003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,1847879.33543,648081.027034,161886.297341,18999184,471890309041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,1853561.01568,651647.478813,49424.8277544,18999184,471890309041015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3852,1850346.95194,651892.263184,8593968.28177,18999184,471890309041017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,1860748.62165,647145.360799,58062.6585415,18999184,471890309041041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,1860077.74258,647179.390083,1034857.46807,18999184,471890309041040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,1860712.71272,648591.416929,2791434.53969,18999184,471890309041038,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,1854425.85344,652558.37637,2605298.92764,18999184,471890309041001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3857,1849678.4365,653416.199611,123060.430268,18999184,471890309041018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3858,1848530.56878,650796.389812,769914.685015,18999184,471890309041020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,1855239.91197,648410.841221,27262551.7606,18999184,471890309041013,9,0,0,0,0,0,0,0,0.78,3.12,0,17.93,29.23,51.05,0,0,0,0
3860,1848665.06274,648825.889894,3361113.0482,18999184,471890309041021,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,1850567.31484,654039.456888,74967.2300293,18999184,471890309041008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3862,1850908.17182,654038.653626,121001.178359,18999184,471890309041007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,1852125.6554,653781.74435,12047.2164187,18999184,471890309041006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,1851491.11769,654036.548313,82184.6367877,18999184,471890309041010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,1861156.04696,646838.475544,505289.715829,18999184,471890309041036,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,1852984.11057,653410.570407,20493.167007,18999184,471890309041002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,1847849.98751,648583.449553,169913.847834,18999184,471890309041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,1857882.9543,650707.387083,16853186.0319,18999184,471890309041000,9,0,0,0,0,0,0,0,0,1.56,0,9.35,14.61,25.53,0,0,0,0
3869,1851006.86738,649374.36517,12216998.3041,18999184,471890309041016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,1862967.8237,647790.736235,9036369.08215,18999184,471890309041037,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3871,1848272.679,650614.954736,338066.675835,18999184,471890309041019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,1851525.44486,653475.731597,1465001.33169,18999184,471890309041005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3873,1865340.56266,655206.431234,938397.083809,18999138,471890308001096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3874,1872774.9114,652319.87043,71156.7318564,18999138,471890308001105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,1870001.74786,648195.514788,16061121.2387,18999138,471890308001127,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,1861474.67697,653951.160558,1237914.72693,18999138,471890308001112,15,0,0,0,0.27,0,0.27,0,0.27,1.61,0,0.54,5.56,8.51,0,0,0,0
3877,1869021.01497,652943.799495,51531593.6514,18999138,471890308001104,50,0,0,0,0.27,0,0.27,0,0.27,1.61,0,0.54,5.56,8.51,0,0,0,0
3878,1862454.90379,651773.21848,30289562.3355,18999138,471890308001113,33,0,0,0,0.54,0,0.54,0,0.54,3.22,0,1.07,11.12,17.01,0,0,0,0
3879,1871912.41437,656917.027442,3590069.85125,18999138,471890308001109,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,1869376.74016,657005.261166,136205.630791,18999138,471890308001108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,1872679.27995,652079.312322,107396.525948,18999138,471890308001106,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,1868106.4792,646209.575154,8866629.38194,18999138,471890308001128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3883,1863914.10692,654916.967995,1847280.05324,18999138,471890308001114,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,1857497.58945,652962.169672,53519.7552619,18999138,471890308001117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,1872513.9752,652216.610592,19073.8607611,18999138,471890308001107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3886,1883851.59176,632660.132706,97691.9695136,18999188,471890309042023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3887,1887660.5709,638082.669772,5833031.54978,18999188,471890309042015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,1874183.32128,637335.039055,3472408.92199,18999188,471890309042030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3889,1884223.18059,630001.864735,864786.813266,18999188,471890309042025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3890,1896405.67863,635857.984755,1074090.50966,18999188,471890309042013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,1890857.18376,645766.553548,2343245.54534,18999188,471890309042001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,1896496.14404,641882.708971,8833852.9151,18999188,471890309042016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,1887808.66239,630110.343806,24539284.7984,18999188,471890309042020,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,1887663.48235,640965.06577,40716816.2875,18999188,471890309042004,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,1893567.68508,640706.207412,3609065.1231,18999188,471890309042018,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,1875585.10811,637797.377651,239892.446731,18999188,471890309042006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,1894149.22258,640164.309307,117694.483129,18999188,471890309042019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,1894464.84459,640709.402017,252818.126209,18999188,471890309042017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,1882909.67431,638116.75103,8583140.66632,18999188,471890309042027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,1898163.16452,640566.160215,10863.736629,18999188,471890309042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,1885844.77578,628543.739277,1647833.45905,18999188,471890309042021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,1889152.39669,644688.752032,55048.7036743,18999188,471890309042003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,1889452.85812,645000.701246,168636.502152,18999188,471890309042002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,1887088.65591,628346.728553,275488.705296,18999188,471890309042022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,1893428.6636,644080.941648,24224820.7056,18999188,471890309042000,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,1896514.81986,627891.675336,805225.759811,18999188,471890309042079,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,1877339.17322,635565.538963,15941735.6673,18999188,471890309042029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3908,1882327.98153,631552.418732,9738938.20029,18999188,471890309042024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3909,1891177.7911,632685.770445,88511.4302312,18999188,471890309042014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,1893522.17751,629275.271767,26206519.9479,18999188,471890309042078,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,1892072.32555,635495.28819,82702128.8803,18999188,471890309042011,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,1875440.12021,640367.221549,44536037.6137,18999188,471890309042005,103,0,0,0,0,0,0,0.7,0,0,0,0,73.17,73.87,0,0,0,0
3913,1879857.32027,637651.752797,2850961.21965,18999188,471890309042028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,1873053.88653,637939.074958,124872.628327,18999188,471890309042009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915,1872940.50081,638384.857614,92920.9461773,18999188,471890309042008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3916,1883641.85639,635371.703406,29306136.291,18999188,471890309042026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,1875682.28606,628441.232035,13802444.3339,18999191,471890309042039,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3918,1874138.6905,627638.57466,91216.9853508,18999191,471890309042040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,1872295.36249,635275.804416,264954.972222,18999191,471890309042036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,1877503.99204,631674.019484,2415212.79996,18999191,471890309042043,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3921,1868414.54159,631963.959997,1052643.44278,18999191,471890309042067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,1872905.2006,635659.616208,4438164.25575,18999191,471890309042031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,1878515.89609,628036.297117,169782.907789,18999191,471890309042057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3924,1866995.39544,631232.201548,227093.67051,18999191,471890309042123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,1880480.49699,630874.419018,7738816.45191,18999191,471890309042046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3926,1866960.70229,628382.031808,9831216.92972,18999191,471890309042122,9,0,0,0,0,0,0,8.62,0,0,0,0,0,8.62,0,0,0,0
3927,1872327.53715,632360.903696,25348875.3814,18999191,471890309042034,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,1883643.19726,627038.568744,1930794.67118,18999191,471890309042071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929,1881439.92763,629088.909589,1321203.70482,18999191,471890309042051,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,1875088.28747,635251.103159,13977.4592714,18999191,471890309042032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3931,1869073.11833,634554.525773,5973054.38266,18999191,471890309042037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,1883281.46615,628239.864081,6089207.87601,18999191,471890309042052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3933,1880337.39552,628984.979662,1413798.81667,18999191,471890309042050,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,1880778.17196,629838.435296,241641.936646,18999191,471890309042047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3935,1872449.49711,637218.277133,2853336.19872,18999191,471890309042007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,1879326.35688,629247.539171,2551873.22915,18999191,471890309042049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3937,1879092.29912,627926.429111,1116707.16042,18999191,471890309042056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3938,1870364.34919,629060.730165,17060713.2478,18999191,471890309042066,9,0,0,0,0,0,0,15.51,0,27.5,0,0,0,43.01,0,0,0,0
3939,1881693.47817,627361.004295,2077009.13166,18999191,471890309042054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,1875926.26811,633523.51642,3892669.9575,18999191,471890309042045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,1878563.56687,630928.475243,552196.424502,18999191,471890309042048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,1867871.93561,632467.401799,1220294.53094,18999191,471890309042038,4,0,0,0,0,0,0,0,0,0,0,0,55.57,55.57,0,0,0,0
3943,1885301.94842,626626.595213,2705478.4573,18999191,471890309042072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,1880117.00112,627651.276369,460564.387244,18999191,471890309042055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,1876474.35394,626401.855377,10675.7987657,18999191,471890309042062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,1870373.06181,637897.99173,15247216.7739,18999191,471890309042010,43,0,0,0,0,0,0,1.72,0,0,0,0,0,1.72,0,0,0,0
3947,1873724.37328,627825.715487,357511.594248,18999191,471890309042041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,1870021.23091,630807.418523,1041442.90445,18999191,471890309042035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,1877280.35701,630217.899276,4422739.02759,18999191,471890309042042,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,1873664.20215,634722.898447,2437488.0648,18999191,471890309042033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3951,1876365.90199,632398.194135,2594171.891,18999191,471890309042044,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,1888281.48874,621616.677102,274555.195945,18999189,471890309042091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3953,1888197.26924,619757.747613,31718981.0941,18999189,471890309042089,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,1886535.46568,627714.524949,1090842.6014,18999189,471890309042053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,1894729.6905,615855.417744,17345990.3068,18999189,471890309042086,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,1884339.21164,619472.995891,8677640.89515,18999189,471890309042094,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,1886818.31367,626535.708308,653625.250134,18999189,471890309042073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,1891183.24385,618499.316329,500385.002997,18999189,471890309042090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3959,1893329.12182,613461.22799,4716472.44666,18999189,471890309042168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,1891382.64132,624861.036271,27025581.4684,18999189,471890309042075,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,1886869.57022,627134.129604,594070.179192,18999189,471890309042074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,1888644.90976,615042.010238,12473798.8706,18999189,471890309042100,11,0,0,0,0,0,0,6.46,0,0,0,0,0,6.46,0,0,0,0
3963,1882053.00636,616729.054564,558398.17134,18999189,471890309042095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3964,1890962.93334,614562.072177,3934929.91292,18999189,471890309042087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,1882989.62325,619538.684903,14668243.0021,18999189,471890309042093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,1887604.08566,623710.117797,9547289.28939,18999189,471890309042092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,1893369.6111,618098.591304,11460735.6834,18999189,471890309042082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3968,1896932.14271,618683.73294,234359.101571,18999189,471890309042085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,1888461.37997,616694.003671,2995045.23321,18999189,471890309042088,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3970,1890393.41455,623854.219512,2228653.84859,18999189,471890309042076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3971,1888975.90899,624606.020353,340539.46766,18999189,471890309042169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,1896456.84204,623571.492416,14180212.1559,18999189,471890309042080,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,1896341.24658,618989.336749,641382.992488,18999189,471890309042084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,1891860.1928,618647.714744,1323699.56011,18999189,471890309042083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,1894378.00523,621983.768332,14445106.5799,18999189,471890309042081,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,1888981.70804,624046.732221,692477.430147,18999189,471890309042077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,1889697.84632,608892.523854,71067745.3073,18999187,471890309042097,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,1892001.31336,611496.707977,2121024.6272,18999187,471890309042099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,1888802.99606,601502.456841,111151532.689,18999187,471890309042161,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,1884791.49793,615551.128606,1238787.21698,18999187,471890309042104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3981,1883135.6923,612797.649266,632426.137528,18999187,471890309042102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,1884286.57067,601415.829452,213096.9412,18999187,471890309042162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,1894372.69712,610720.863495,12396926.9519,18999187,471890309042098,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,1882783.6265,611679.366987,4172732.81116,18999187,471890309042153,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3985,1881980.84813,612610.037485,109846.983891,18999187,471890309042154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3986,1882253.50045,614993.6454,10970837.0584,18999187,471890309042105,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,1885724.21187,616183.514723,325703.803823,18999187,471890309042103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3988,1885284.08804,613458.291744,11967551.4596,18999187,471890309042101,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3989,1869730.86863,583648.986697,18322.8013543,14999100,471490405022022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990,1871853.78373,596114.604156,1521960.37988,14999100,471490405022010,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,1876527.08165,597130.753388,5468541.62226,14999100,471490405022003,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992,1880665.9515,596309.515025,21902345.3207,14999100,471490405022002,7,0,0,0,0.13,0,0.13,0,0.13,0.78,0,0.26,4.54,5.96,0,0,0,0
3993,1873491.57042,596306.184115,1317779.07331,14999100,471490405022012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,1873485.82918,593791.94112,15608005.7354,14999100,471490405022009,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3995,1873875.47783,586864.789989,70083949.6061,14999100,471490405022019,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,1868935.67779,588612.959583,42962.1175892,14999100,471490405022023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,1868493.86794,585489.573293,8590299.51571,14999100,471490405022024,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,1876580.85217,591626.977243,1670692.67165,14999100,471490405022005,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3999,1870435.09909,587940.72849,392780.126645,14999100,471490405022020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,1880618.13315,582460.820379,1009411.62691,14999100,471490405022007,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,1876684.81078,592624.631943,1371420.90334,14999100,471490405022006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4002,1880507.96312,588793.465021,79658473.8126,14999100,471490405022004,83,0,0,0,0.52,0,0.52,0,0.52,3.1,0,1.03,13.61,19.29,0,0,0,0
4003,1869764.17711,585586.825213,1023781.54315,14999100,471490405022021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,1871530.21588,596730.301985,51957.7738301,14999100,471490405022011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,1876144.19378,594870.397245,7345546.91736,14999100,471490405022008,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,1859436.8206,590554.531851,32027774.3695,14999095,471490405021023,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,1863995.64107,596741.387997,48023.2624127,14999095,471490405021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,1871587.73081,599987.115868,48041372.8509,14999095,471490405021003,31,0,0,0,0.02,0,0.02,0.1,0.02,0.1,0,0.03,0.36,0.64,0,0,0,0
4009,1859395.32675,600146.809336,26598280.7507,14999095,471490405021010,25,0,0,0,0.02,0,0.02,0.1,0.02,0.1,0,0.03,0,0.28,0,0,0,0
