#variable,mode,path-type,vot-group,start-minute,end-minute,length,file-type,name,field,transpose,blend-variable,blend-path-type,factor,scaling
fare,transit,commuter-rail,high,1140,1439,maxzone,transcad,OP_WalkComRailSkim.mtx,2,FALSE,null,null,0.01,FALSE
fare,transit,ferry,high,0,359,maxzone,transcad,OP_WalkBrtSkim.mtx,2,FALSE,null,null,0.01,FALSE
fare,transit,ferry,high,360,539,maxzone,transcad,AM_WalkBrtSkim.mtx,2,FALSE,null,null,0.01,FALSE
fare,transit,ferry,high,540,899,maxzone,transcad,MD_WalkBrtSkim.mtx,2,FALSE,null,null,0.01,FALSE
fare,transit,ferry,high,900,1139,maxzone,transcad,PM_WalkBrtSkim.mtx,2,FALSE,null,null,0.01,FALSE
fare,transit,ferry,high,1140,1439,maxzone,transcad,OP_WalkBrtSkim.mtx,2,FALSE,null,null,0.01,FALSE
ivtime,hov2,full-network,medium,0,359,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,medium,360,539,maxzone,transcad,hwyskim_am_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,medium,540,899,maxzone,transcad,hwyskim_md_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,medium,900,1139,maxzone,transcad,hwyskim_pm_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,medium,1140,1439,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,low,0,359,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,low,360,539,maxzone,transcad,hwyskim_am_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,low,540,899,maxzone,transcad,hwyskim_md_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,low,900,1139,maxzone,transcad,hwyskim_pm_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,low,1140,1439,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,high,0,359,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,high,360,539,maxzone,transcad,hwyskim_am_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,high,540,899,maxzone,transcad,hwyskim_md_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,high,900,1139,maxzone,transcad,hwyskim_pm_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov2,full-network,high,1140,1439,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,medium,0,359,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,medium,360,539,maxzone,transcad,hwyskim_am_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,medium,540,899,maxzone,transcad,hwyskim_md_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,medium,900,1139,maxzone,transcad,hwyskim_pm_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,medium,1140,1439,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,low,0,359,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,low,360,539,maxzone,transcad,hwyskim_am_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,low,540,899,maxzone,transcad,hwyskim_md_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,low,900,1139,maxzone,transcad,hwyskim_pm_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,low,1140,1439,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,high,0,359,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,high,360,539,maxzone,transcad,hwyskim_am_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,high,540,899,maxzone,transcad,hwyskim_md_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,high,900,1139,maxzone,transcad,hwyskim_pm_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,hov3,full-network,high,1140,1439,maxzone,transcad,hwyskim_op_hov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,medium,0,359,maxzone,transcad,hwyskim_op_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,medium,360,539,maxzone,transcad,hwyskim_am_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,medium,540,899,maxzone,transcad,hwyskim_md_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,medium,900,1139,maxzone,transcad,hwyskim_pm_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,medium,1140,1439,maxzone,transcad,hwyskim_op_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,low,0,359,maxzone,transcad,hwyskim_op_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,low,360,539,maxzone,transcad,hwyskim_am_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,low,540,899,maxzone,transcad,hwyskim_md_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,low,900,1139,maxzone,transcad,hwyskim_pm_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,low,1140,1439,maxzone,transcad,hwyskim_op_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,high,0,359,maxzone,transcad,hwyskim_op_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,high,360,539,maxzone,transcad,hwyskim_am_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,high,540,899,maxzone,transcad,hwyskim_md_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,high,900,1139,maxzone,transcad,hwyskim_pm_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,sov,full-network,high,1140,1439,maxzone,transcad,hwyskim_op_sov.mtx,1,FALSE,distance,null,null,TRUE
ivtime,transit,local-bus,medium,0,359,maxzone,transcad,OP_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,medium,360,539,maxzone,transcad,AM_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,medium,540,899,maxzone,transcad,MD_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,medium,900,1139,maxzone,transcad,PM_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,medium,1140,1439,maxzone,transcad,OP_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,medium,0,359,maxzone,transcad,OP_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,medium,360,539,maxzone,transcad,AM_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,medium,540,899,maxzone,transcad,MD_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,medium,900,1139,maxzone,transcad,PM_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,medium,1140,1439,maxzone,transcad,OP_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,medium,0,359,maxzone,transcad,OP_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,medium,360,539,maxzone,transcad,AM_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,medium,540,899,maxzone,transcad,MD_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,medium,900,1139,maxzone,transcad,PM_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,medium,1140,1439,maxzone,transcad,OP_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,medium,0,359,maxzone,transcad,OP_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,medium,360,539,maxzone,transcad,AM_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,medium,540,899,maxzone,transcad,MD_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,medium,900,1139,maxzone,transcad,PM_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,medium,1140,1439,maxzone,transcad,OP_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,medium,0,359,maxzone,transcad,OP_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,medium,360,539,maxzone,transcad,AM_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,medium,540,899,maxzone,transcad,MD_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,medium,900,1139,maxzone,transcad,PM_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,medium,1140,1439,maxzone,transcad,OP_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,low,0,359,maxzone,transcad,OP_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,low,360,539,maxzone,transcad,AM_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,low,540,899,maxzone,transcad,MD_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,low,900,1139,maxzone,transcad,PM_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,local-bus,low,1140,1439,maxzone,transcad,OP_WalkLocalSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,low,0,359,maxzone,transcad,OP_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,low,360,539,maxzone,transcad,AM_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,low,540,899,maxzone,transcad,MD_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,low,900,1139,maxzone,transcad,PM_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,light-rail,low,1140,1439,maxzone,transcad,OP_WalkUrbRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,low,0,359,maxzone,transcad,OP_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,low,360,539,maxzone,transcad,AM_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,low,540,899,maxzone,transcad,MD_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,low,900,1139,maxzone,transcad,PM_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,premium-bus,low,1140,1439,maxzone,transcad,OP_WalkExpBusSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,low,0,359,maxzone,transcad,OP_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,low,360,539,maxzone,transcad,AM_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,low,540,899,maxzone,transcad,MD_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,low,900,1139,maxzone,transcad,PM_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,commuter-rail,low,1140,1439,maxzone,transcad,OP_WalkComRailSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,low,0,359,maxzone,transcad,OP_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
ivtime,transit,ferry,low,360,539,maxzone,transcad,AM_WalkBrtSkim.mtx,3,FALSE,null,null,null,TRUE
