id	links	xcoord_p	ycoord_p
166119	1	1831098.50239000000	546465.18600100000
166120	3	1831099.36229000000	524441.49875000000
166121	1	1831099.36525000000	667325.22610500000
166122	1	1831102.20579000000	737882.00789100000
166123	3	1831103.16609000000	691406.63955600000
166124	4	1831103.80553000000	762900.52773600000
166125	1	1831105.48236000000	723345.81124200000
166126	2	1831107.18839000000	577965.09970700000
166127	2	1831107.83701000000	539273.90773300000
166128	3	1831108.14869000000	505714.88101900000
166129	3	1831108.99810000000	691448.97346100000
166130	4	1831110.93707000000	556427.19823000000
166131	1	1831114.30386000000	621584.98983000000
166132	1	1831115.48923000000	802291.18780000000
166133	1	1831118.87505000000	741209.77748300000
166134	2	1831121.73823000000	745009.91194300000
166135	3	1831121.85700000000	737680.35704800000
166136	1	1831121.87209000000	668502.95275200000
166137	1	1831122.56271000000	659730.28033700000
166138	3	1831122.89407000000	691551.83316300000
166139	4	1831123.03941000000	590217.93970300000
166140	3	1831123.79794000000	682950.76900100000
166141	1	1831123.79794000000	741344.12596700000
166142	3	1831124.34026000000	537806.53074700000
166143	3	1831124.93901000000	594475.66117400000
166144	1	1831125.20640000000	830740.05938000000
166145	1	1831125.96099000000	668347.05805100000
166146	2	1831127.06138000000	745059.86263000000
166147	1	1831131.58369000000	638744.95583800000
166148	2	1831131.82548000000	550485.72290800000
166149	1	1831133.37108000000	719248.73347800000
166150	2	1831133.51577000000	537808.80370800000
166151	1	1831135.55448000000	590360.51061200000
166152	1	1831136.63387000000	678657.64602500000
166153	1	1831137.42882000000	811800.65828200000
166154	1	1831139.88583000000	794368.64951100000
166155	2	1831141.87664000000	739240.75845500000
166156	3	1831142.07317000000	691694.38176300000
166157	1	1831143.31595000000	632561.33041000000
166158	3	1831144.99015000000	740174.72574700000
166159	4	1831145.91207000000	557270.88551900000
166160	1	1831146.83726000000	525583.93380100000
166161	1	1831147.28641000000	760521.29758600000
166162	1	1831148.04428000000	691033.44410800000
166163	3	1831148.83103000000	737723.25394400000
166164	2	1831150.85793000000	762840.06624300000
166165	3	1831151.08955000000	645338.49317600000
166166	1	1831151.72472000000	534195.07635500000
166167	1	1831153.73620000000	562959.74946900000
166168	2	1831154.48357000000	748229.40025400000
166169	3	1831155.31887000000	668200.64069300000
166170	1	1831155.75818000000	750685.50492200000
166171	1	1831155.95765000000	637372.77059000000
166172	1	1831157.10266000000	535388.34595000000
166173	2	1831157.97471000000	745032.24490300000
166174	3	1831159.10758000000	817789.47537300000
166175	1	1831159.62136000000	524866.11207400000
166176	3	1831159.80377000000	739126.82101900000
166177	3	1831161.01506000000	632667.47717900000
166178	1	1831162.76604000000	692662.31585100000
166179	3	1831163.61216000000	678407.98313900000
166180	3	1831165.94549000000	528197.76682800000
166181	1	1831166.63578000000	576763.55585100000
166182	3	1831168.15382000000	691766.07420500000
166183	3	1831168.79621000000	737755.92415400000
166184	1	1831168.91334000000	557406.78583700000
166185	3	1831170.51668000000	620856.99784700000
166186	1	1831170.85296000000	645485.00567800000
166187	1	1831172.18105000000	642259.00130300000
166188	1	1831172.88183000000	830163.56906300000
166189	3	1831173.01733000000	779757.39198800000
166190	3	1831174.12822000000	816854.68721600000
166191	1	1831175.43530000000	738811.99947000000
166192	2	1831175.55571000000	739118.14091800000
166193	1	1831176.15643000000	668068.16359500000
166194	4	1831176.88609000000	556815.05801800000
166195	1	1831177.25518000000	740766.66813300000
166196	1	1831178.15380000000	818032.33118600000
166197	1	1831181.01010000000	578376.75308400000
166198	1	1831181.37066000000	690824.45535300000
166199	2	1831181.52880000000	664512.46795100000
166200	3	1831183.74270000000	508119.94970000000
166201	3	1831183.80012000000	668208.44809200000
166202	3	1831184.08621000000	691789.82678200000
166203	1	1831187.60851000000	648955.82714800000
166204	1	1831190.30863000000	684021.40367100000
166205	3	1831191.73908000000	692102.20837500000
166206	2	1831192.56617000000	745102.57579900000
166207	1	1831193.77877000000	664718.25690900000
166208	3	1831194.32241000000	555547.87288800000
166209	3	1831195.42641000000	794138.35174300000
166210	3	1831196.22857000000	550430.48515700000
166211	3	1831197.46610000000	550293.47755700000
166212	1	1831199.47495000000	647609.83607400000
166213	1	1831201.15474000000	638462.00430400000
166214	1	1831201.18033000000	592284.88045100000
166215	2	1831201.45559000000	745058.51486400000
166216	2	1831202.07370000000	668213.98712300000
166217	3	1831203.78892000000	649083.49356000000
166218	3	1831203.80336000000	629229.17336000000
166219	1	1831204.60946000000	691989.62362600000
166220	1	1831208.03005000000	737450.25744300000
166221	1	1831215.21934000000	535763.66442500000
166222	1	1831216.09894000000	619587.31764400000
166223	3	1831216.38667000000	667781.37381500000
166224	1	1831216.83319000000	641085.27956900000
166225	3	1831218.85287000000	750393.62132000000
166226	1	1831224.07628000000	691178.03896400000
166227	1	1831229.21899000000	756554.22612400000
166228	4	1831229.65436000000	691843.55502100000
166229	1	1831229.93585000000	546678.33879000000
166230	3	1831230.67109000000	733154.57640100000
166231	1	1831231.15370000000	732974.86121000000
166232	3	1831232.54411000000	506113.37726900000
166233	1	1831233.45914000000	638646.51443400000
166234	3	1831234.36038000000	642174.64746900000
166235	1	1831235.93846000000	690402.23342900000
166236	1	1831241.98143000000	667351.02362600000
166237	3	1831242.27933000000	667470.16249500000
166238	2	1831245.17565000000	673895.79268800000
166239	1	1831245.19763000000	660966.43272000000
166240	3	1831245.50537000000	557255.19132400000
166241	1	1831248.29047000000	691364.58025700000
166242	3	1831252.60772000000	636172.33073400000
166243	2	1831253.09328000000	636217.99796500000
166244	2	1831253.09328000000	636217.99796500000
166245	2	1831254.83574000000	745140.34015900000
166246	2	1831255.36034000000	550627.76527500000
166247	3	1831255.70384000000	816718.92272400000
166248	1	1831259.26781000000	644536.11256300000
166249	1	1831261.66085000000	683121.21419800000
166250	2	1831262.16774000000	620856.23210100000
166251	1	1831263.07653000000	517712.51056700000
166252	3	1831264.31308000000	506212.17070700000
166253	3	1831264.31308000000	506212.17070700000
166254	1	1831264.68414000000	490059.56423300000
166255	1	1831265.13722000000	761564.61899100000
166256	2	1831266.39542000000	577251.86130500000
166257	1	1831266.65887000000	738799.98112100000
166258	1	1831268.09424000000	641416.30613800000
166259	3	1831268.82422000000	750379.81360400000
166260	1	1831269.39115000000	509571.60394900000
166261	1	1831269.57455000000	533918.53196100000
166262	1	1831269.74319000000	476256.16664300000
166263	1	1831270.46759000000	667642.12015600000
166264	2	1831270.85604000000	809211.69659700000
166265	2	1831271.19791000000	668247.74624200000
166266	3	1831271.78091000000	518469.93851400000
166267	1	1831271.84686000000	631620.85952200000
166268	2	1831272.44331000000	743836.24992000000
166269	1	1831272.96037000000	516036.70059900000
166270	1	1831273.11555000000	590204.65298400000
166271	3	1831274.80354000000	526926.52560400000
166272	3	1831275.07979000000	490431.46211100000
166273	3	1831275.86981000000	636488.92787000000
166274	1	1831276.46168000000	691537.53365100000
166275	2	1831276.65918000000	739550.89202100000
166276	1	1831276.99416000000	644649.54081300000
166277	1	1831279.24842000000	640144.45566300000
166278	4	1831279.45445000000	556061.39285900000
166279	3	1831279.72315000000	817779.63156000000
166280	3	1831280.58208000000	799498.21503900000
166281	1	1831280.59585000000	737679.26978000000
166282	3	1831280.86029000000	739589.92573500000
166283	1	1831280.86849000000	644447.31812100000
166284	3	1831281.37341000000	638780.97906000000
166285	2	1831283.57649000000	516228.25106900000
166286	3	1831283.72643000000	746935.69614900000
166287	3	1831284.05910000000	629947.25525700000
166288	1	1831284.50759000000	660822.61640700000
166289	3	1831286.61946000000	637339.05641900000
166290	3	1831286.73429000000	637250.03363100000
166291	2	1831286.93344000000	559406.65618100000
166292	3	1831287.28022000000	660954.31889900000
166293	2	1831288.11520000000	745160.03959500000
166294	3	1831288.21428000000	641863.97092500000
166295	3	1831289.81631000000	567015.24070200000
166296	3	1831290.05811000000	516344.04151900000
166297	1	1831291.37503000000	667863.09215500000
166298	2	1831291.82680000000	490433.03756700000
166299	1	1831291.86683000000	743475.07380500000
166300	2	1831293.80252000000	743937.75496600000
166301	3	1831293.86322000000	637846.68106000000
166302	2	1831293.91046000000	765525.55463800000
166303	3	1831295.27069000000	637916.83315000000
166304	2	1831296.11518000000	577616.07022200000
166305	3	1831296.45376000000	660229.50932500000
166306	3	1831297.03152000000	638004.85430000000
166307	1	1831297.95278000000	658227.29679400000
166308	3	1831300.18834000000	545635.93601900000
166309	1	1831300.83860000000	751258.71210900000
166310	1	1831301.21392000000	762119.15528300000
166311	1	1831301.73164000000	660945.31465200000
166312	1	1831301.83334000000	738204.07778500000
166313	3	1831301.83499000000	674358.18677700000
166314	1	1831302.54791000000	594372.89300700000
166315	1	1831302.70900000000	623284.10782300000
166316	3	1831302.91536000000	638169.30279000000
166317	2	1831303.72835000000	745122.89728100000
166318	2	1831304.97113000000	818035.69764900000
166319	3	1831305.33826000000	737590.78472100000
166320	2	1831306.03708000000	620755.08925900000
166321	2	1831306.57316000000	555530.13375100000
166322	3	1831307.52100000000	638234.14485200000
166323	3	1831308.03412000000	630186.73968700000
166324	2	1831310.40649000000	635727.93825000000
166325	1	1831310.55380000000	691658.83065300000
166326	2	1831310.87860000000	745163.24103200000
166327	2	1831313.01344000000	801312.84690900000
166328	3	1831313.89631000000	556394.79967200000
166329	2	1831315.04493000000	642141.17083000000
166330	2	1831315.89795000000	577246.00108000000
166331	3	1831318.90024000000	695614.65607500000
166332	2	1831320.11480000000	747833.43647900000
166333	1	1831322.61874000000	656524.48031800000
166334	1	1831322.77064000000	538556.11815800000
166335	2	1831324.19813000000	739584.42377800000
166336	1	1831324.22700000000	568198.13269300000
166337	3	1831324.57903000000	649074.31542800000
166338	1	1831326.41761000000	737407.66107100000
166339	2	1831327.31066000000	559287.33292900000
166340	3	1831328.75718000000	636878.19087100000
166341	3	1831328.85166000000	741517.89858500000
166342	3	1831328.96420000000	506417.03315800000
166343	1	1831330.48946000000	668753.81084600000
166344	3	1831332.25290000000	643956.62192400000
166345	3	1831332.29162000000	745163.80107100000
166346	1	1831332.97633000000	799786.25219300000
166347	3	1831333.11511000000	737577.41401200000
166348	1	1831333.32410000000	738296.26690500000
166349	1	1831334.53538000000	603623.23047800000
166350	3	1831335.23781000000	742971.79922100000
166351	3	1831336.17711000000	638442.50007800000
166352	3	1831336.29063000000	739031.98656300000
166353	3	1831336.62199000000	643971.82432100000
166354	1	1831337.67022000000	594631.51322500000
166355	3	1831339.08360000000	577651.60689600000
166356	1	1831342.73189000000	477012.28783400000
166357	3	1831343.01043000000	632632.85782600000
166358	3	1831343.01043000000	632632.85782600000
166359	1	1831343.42250000000	668256.33874400000
166360	1	1831344.40577000000	512086.87418100000
166361	1	1831344.56784000000	738802.58872700000
166362	1	1831345.29126000000	683957.78667200000
166363	3	1831349.78240000000	630547.92433200000
166364	3	1831350.28666000000	518015.88036700000
166365	3	1831350.57045000000	644534.35534800000
166366	3	1831352.72268000000	742484.20373900000
166367	1	1831352.95693000000	477118.46249000000
166368	1	1831353.12064000000	639579.52372200000
166369	3	1831353.92117000000	750606.12155100000
166370	3	1831355.22858000000	559381.18280700000
166371	2	1831356.52287000000	739233.44777400000
166372	2	1831357.37621000000	746610.33623500000
166373	1	1831358.72726000000	649310.44520500000
166374	1	1831358.85095000000	640391.28915900000
166375	1	1831361.13539000000	818057.60574200000
166376	1	1831361.40147000000	632771.76404400000
166377	3	1831362.06223000000	603870.30544300000
166378	1	1831362.17279000000	718243.84736500000
166379	3	1831362.29385000000	495410.31370200000
166380	3	1831363.05205000000	692155.33884600000
166381	2	1831364.11668000000	746958.15017200000
166382	1	1831364.75317000000	761701.16661800000
166383	3	1831367.08387000000	682786.45469700000
166384	3	1831367.72429000000	567602.59353000000
166385	3	1831369.67310000000	738790.55463100000
166386	3	1831371.36601000000	660460.81398100000
166387	1	1831372.23904000000	545314.93305300000
166388	3	1831372.51529000000	748328.97584300000
166389	2	1831372.72690000000	635500.28844300000
166390	1	1831373.56581000000	723286.61713500000
166391	3	1831373.71279000000	630721.55259300000
166392	1	1831373.99921000000	691807.12628800000
166393	3	1831377.47361000000	812193.38814000000
166394	1	1831380.25117000000	633574.19715000000
166395	3	1831382.53331000000	556781.98557800000
166396	2	1831382.83384000000	739306.13463600000
166397	3	1831386.37878000000	744213.33971700000
166398	2	1831386.85548000000	649070.04870500000
166399	3	1831387.51100000000	630798.26438200000
166400	3	1831387.51100000000	630798.26438200000
166401	1	1831387.53068000000	534748.25110200000
166402	3	1831388.43750000000	738120.92473600000
166403	3	1831390.67569000000	831572.56788500000
166404	1	1831391.30954000000	477518.68544300000
166405	1	1831391.34760000000	707078.87986500000
166406	3	1831391.96571000000	506615.61609400000
166407	1	1831393.67502000000	741753.23735400000
166408	1	1831395.04444000000	536623.86710100000
166409	3	1831395.10809000000	658110.34394400000
166410	1	1831396.53197000000	684525.78323900000
166411	1	1831397.24293000000	737383.49478100000
166412	3	1831398.01918000000	737546.65620000000
166413	3	1831400.23833000000	723263.32321800000
166414	1	1831401.43748000000	644897.15514800000
166415	2	1831402.20585000000	639848.01301500000
166416	3	1831402.81182000000	546652.04028600000
166417	3	1831403.04180000000	591448.32930300000
166418	1	1831403.25998000000	556037.97361400000
166419	3	1831403.79377000000	510036.23720600000
166420	1	1831405.32625000000	538457.77550700000
166421	2	1831406.50768000000	699044.89494900000
