id	links	xcoord_p	ycoord_p
66213	2	1731970.37190000000	657737.75545100000
66214	3	1731970.51823000000	734560.78750000000
66215	3	1731970.80530000000	770665.28320400000
66216	1	1731970.84434000000	521105.82563100000
66217	2	1731971.08483000000	680339.49666400000
66218	3	1731971.15438000000	592351.74809900000
66219	3	1731971.29447000000	657030.50817700000
66220	2	1731972.49559000000	657046.05276600000
66221	3	1731972.87387000000	740458.01291000000
66222	1	1731973.21507000000	655264.21479400000
66223	3	1731973.70490000000	657062.59046200000
66224	3	1731974.49296000000	663651.80858300000
66225	3	1731976.14978000000	797617.75587400000
66226	3	1731977.19997000000	719054.21680700000
66227	2	1731979.10351000000	797717.02864100000
66228	1	1731979.98245000000	782289.01356500000
66229	3	1731981.79380000000	619329.11770100000
66230	4	1731981.94373000000	566302.54593300000
66231	2	1731983.06676000000	650595.10930300000
66232	1	1731985.36958000000	755930.30316000000
66233	3	1731985.40238000000	644217.40158600000
66234	1	1731985.57397000000	691895.73142600000
66235	3	1731985.85514000000	639018.89557900000
66236	3	1731985.85514000000	639018.89557900000
66237	2	1731986.43814000000	592345.33571100000
66238	3	1731986.86006000000	797815.59996600000
66239	1	1731987.54772000000	730012.13157100000
66240	3	1731989.69929000000	650093.00663200000
66241	3	1731991.42796000000	673356.85118100000
66242	2	1731994.35315000000	646952.93646900000
66243	3	1731994.70650000000	669824.89138100000
66244	1	1731997.56443000000	579467.57701700000
66245	2	1731997.75177000000	529770.88376000000
66246	3	1731998.73832000000	592335.96893200000
66247	3	1732000.29343000000	797987.27383500000
66248	3	1732001.38857000000	640096.98955100000
66249	3	1732003.68188000000	667741.80270000000
66250	2	1732005.13824000000	594207.03015000000
66251	3	1732009.34066000000	798210.28716900000
66252	3	1732010.75437000000	657390.92051400000
66253	4	1732012.60837000000	567024.38832100000
66254	3	1732013.40659000000	691627.42684400000
66255	1	1732013.52864000000	681853.60190400000
66256	3	1732017.14871000000	655580.57374100000
66257	2	1732017.70285000000	672305.85853200000
66258	2	1732017.72581000000	592288.82106000000
66259	1	1732017.99353000000	597263.78716000000
66260	3	1732017.99812000000	579629.56783500000
66261	4	1732018.50993000000	763418.07689800000
66262	2	1732018.64215000000	628538.61010900000
66263	3	1732021.14116000000	657479.19888100000
66264	3	1732021.65002000000	654194.85275900000
66265	3	1732025.69758000000	644481.16746200000
66266	2	1732027.69233000000	763949.88521700000
66267	1	1732031.16279000000	694776.35394500000
66268	3	1732032.43608000000	692051.89056200000
66269	3	1732033.64277000000	647291.17431000000
66270	1	1732037.58470000000	718904.45595200000
66271	3	1732037.81271000000	594485.41181100000
66272	1	1732038.49021000000	777535.92595900000
66273	2	1732040.97248000000	650649.24206900000
66274	3	1732042.21559000000	602469.56644600000
66275	3	1732042.49282000000	592982.59165400000
66276	4	1732043.26546000000	674313.87584200000
66277	3	1732043.48265000000	633910.61872200000
66278	3	1732043.86979000000	784501.12757900000
66279	3	1732044.24905000000	665616.09664900000
66280	2	1732044.40653000000	647392.35619400000
66281	3	1732044.64341000000	639342.41035200000
66282	3	1732045.51020000000	777902.26741800000
66283	2	1732047.36486000000	580193.57031600000
66284	4	1732049.46755000000	657725.85586800000
66285	3	1732050.15488000000	762190.54687300000
66286	3	1732050.43966000000	797457.93860800000
66287	2	1732050.86551000000	666981.88131900000
66288	1	1732050.88060000000	793904.42832700000
66289	3	1732052.27463000000	651308.72959500000
66290	3	1732052.28939000000	762971.63979900000
66291	3	1732052.99477000000	591896.04297400000
66292	4	1732053.66209000000	764181.02648700000
66293	3	1732054.04660000000	520094.83519900000
66294	2	1732054.55776000000	587934.06959900000
66295	1	1732054.64503000000	672787.09346200000
66296	3	1732057.69227000000	580304.67967400000
66297	2	1732058.29824000000	606875.54877600000
66298	2	1732059.83793000000	639426.67724300000
66299	1	1732061.43045000000	765941.11253400000
66300	2	1732061.98491000000	670963.14960300000
66301	2	1732062.80643000000	657846.87432700000
66302	4	1732064.45931000000	580012.40991700000
66303	3	1732064.75918000000	664777.29747400000
66304	2	1732065.20275000000	670208.88142700000
66305	2	1732066.16535000000	761013.12468700000
66306	3	1732069.13089000000	545840.77845800000
66307	1	1732070.32643000000	600641.89851400000
66308	4	1732074.85431000000	663485.51134300000
66309	1	1732075.46684000000	762699.71547400000
66310	4	1732077.12464000000	654609.07798100000
66311	3	1732077.48422000000	777921.86383500000
66312	4	1732077.73750000000	590510.21274100000
66313	2	1732078.71257000000	672154.44446500000
66314	3	1732079.63743000000	696700.81696000000
66315	2	1732079.95928000000	670897.14284600000
66316	3	1732080.54721000000	580136.70986600000
66317	3	1732081.34773000000	642517.20616700000
66318	2	1732083.44582000000	580557.96492900000
66319	1	1732083.81262000000	695541.43148300000
66320	3	1732084.90022000000	762122.08014600000
66321	2	1732085.88676000000	650690.90504300000
66322	3	1732085.93499000000	798233.48856600000
66323	3	1732086.35953000000	692055.42041100000
66324	2	1732086.62987000000	656132.02900300000
66325	4	1732088.19122000000	647787.81144000000
66326	3	1732088.31392000000	633971.80790400000
66327	3	1732088.82934000000	652199.67466300000
66328	2	1732089.09804000000	591308.66816500000
66329	2	1732089.83393000000	762983.57776700000
66330	2	1732089.92383000000	672245.69559500000
66331	2	1732091.41431000000	741464.18871900000
66332	3	1732094.14200000000	759370.58138400000
66333	3	1732094.75190000000	658109.38725300000
66334	4	1732094.84606000000	619709.76949900000
66335	2	1732097.27486000000	656580.04746400000
66336	3	1732097.61837000000	764029.40802400000
66337	2	1732102.02486000000	595034.90382200000
66338	3	1732102.33817000000	543632.22513200000
66339	2	1732102.89657000000	672322.70167400000
66340	1	1732102.98942000000	586812.13516300000
66341	2	1732103.71383000000	650047.06512300000
66342	2	1732103.91068000000	619733.52306000000
66343	3	1732103.94021000000	658182.45206800000
66344	3	1732105.35129000000	595079.88404700000
66345	2	1732109.11605000000	672361.37220100000
66346	2	1732111.23875000000	672227.31866300000
66347	3	1732111.26926000000	653301.88112000000
66348	4	1732111.33291000000	619753.64998800000
66349	3	1732111.70200000000	763985.60299400000
66350	3	1732115.44871000000	668216.79748500000
66351	3	1732116.18690000000	665486.43680400000
66352	3	1732117.43821000000	787599.55018800000
66353	2	1732117.49661000000	680268.13525800000
66354	1	1732118.65507000000	759163.18809800000
66355	3	1732119.47889000000	666249.58488400000
66356	1	1732120.23545000000	766393.07947800000
66357	3	1732120.28466000000	670053.87583100000
66358	3	1732120.89851000000	798424.51377500000
66359	2	1732120.97200000000	543934.54145600000
66360	2	1732122.21510000000	604592.21213600000
66361	1	1732122.48872000000	673208.50370800000
66362	2	1732123.16064000000	580180.04540900000
66363	2	1732124.25086000000	680306.80184800000
66364	3	1732125.04417000000	682205.81871900000
66365	4	1732125.32730000000	655020.71560900000
66366	2	1732126.80860000000	747604.77683200000
66367	2	1732127.06122000000	708410.49924900000
66368	2	1732127.90112000000	687042.72472800000
66369	3	1732133.14520000000	640080.68873100000
66370	2	1732133.17604000000	652172.17406200000
66371	3	1732133.85517000000	766227.80848300000
66372	3	1732136.31416000000	567730.24911400000
66373	3	1732137.92636000000	658464.80517800000
66374	3	1732138.65241000000	635857.45013000000
66375	2	1732139.54807000000	672702.99815800000
66376	2	1732141.08121000000	657045.33557600000
66377	4	1732142.13600000000	580295.38638500000
66378	1	1732143.39157000000	784317.60563700000
66379	1	1732144.23606000000	686515.70740900000
66380	2	1732144.58743000000	693272.20931600000
66381	1	1732144.72621000000	640347.33616300000
66382	1	1732146.44110000000	690879.03365600000
66383	3	1732147.29740000000	640267.55745100000
66384	1	1732147.37253000000	673101.73325300000
66385	2	1732147.76066000000	592529.34288900000
66386	2	1732149.04609000000	594005.63882100000
66387	4	1732149.17305000000	591449.48743700000
66388	2	1732149.25114000000	619294.98620800000
66389	2	1732149.51623000000	672183.31973500000
66390	2	1732150.84300000000	762204.61443000000
66391	2	1732151.28263000000	642529.54144400000
66392	3	1732152.83446000000	648369.75056500000
66393	3	1732153.44109000000	590092.94717100000
66394	1	1732154.76753000000	785246.92103500000
66395	4	1732156.34200000000	763004.87628100000
66396	1	1732156.66024000000	636614.50504600000
66397	2	1732157.81116000000	592508.08112000000
66398	2	1732158.84265000000	708364.56594200000
66399	4	1732159.16286000000	669492.59283300000
66400	3	1732162.98963000000	662054.08900900000
66401	3	1732164.18188000000	669876.45689500000
66402	4	1732166.13923000000	653707.83765700000
66403	2	1732166.26751000000	672164.64916900000
66404	2	1732166.59494000000	672237.45643800000
66405	2	1732167.65530000000	672104.73524700000
66406	3	1732169.00110000000	592527.51480800000
66407	3	1732169.43942000000	591690.90526100000
66408	1	1732171.33082000000	589515.31873300000
66409	2	1732176.28324000000	671913.04271700000
66410	3	1732177.43350000000	619289.79199200000
66411	2	1732177.45056000000	635936.89091600000
66412	3	1732177.80686000000	580543.62670300000
66413	3	1732178.08638000000	784506.64462900000
66414	3	1732179.56145000000	658861.93561700000
66415	2	1732181.19497000000	606842.44418400000
66416	3	1732182.11492000000	606856.33588800000
66417	2	1732184.87640000000	670634.83136200000
66418	2	1732185.54733000000	619328.77682200000
66419	2	1732185.54733000000	619328.77682200000
66420	2	1732186.25271000000	673885.77532000000
66421	2	1732186.65592000000	587237.69697600000
66422	2	1732187.28879000000	672635.09311000000
66423	2	1732187.49056000000	594035.10923400000
66424	3	1732188.01353000000	606821.20833400000
66425	2	1732190.90033000000	642578.85958700000
66426	2	1732190.90033000000	642578.85958700000
66427	2	1732191.05880000000	673292.66692600000
66428	4	1732193.62014000000	655558.28047900000
66429	3	1732194.97021000000	688782.01849300000
66430	1	1732195.77959000000	566403.05983900000
66431	4	1732196.62900000000	648799.62470500000
66432	1	1732197.84553000000	798653.25806800000
66433	3	1732198.70347000000	592540.51018900000
66434	2	1732201.23299000000	657704.09541300000
66435	3	1732202.02794000000	620096.09549800000
66436	3	1732202.20412000000	650795.52655300000
66437	2	1732202.68049000000	606838.95928200000
66438	3	1732204.14375000000	606853.50879400000
66439	2	1732206.45772000000	613230.69256200000
66440	2	1732209.50233000000	628415.26324300000
66441	2	1732213.32056000000	672110.98096900000
66442	2	1732214.46131000000	673103.16993000000
66443	3	1732217.03250000000	574691.08164900000
66444	2	1732217.16176000000	657452.44335700000
66445	4	1732220.14207000000	664513.25075800000
66446	3	1732220.54693000000	651659.81353800000
66447	2	1732220.76838000000	665114.91556500000
66448	2	1732221.96917000000	670576.94237100000
66449	2	1732226.38255000000	747378.89736200000
66450	1	1732226.58202000000	806830.51632000000
66451	2	1732227.08825000000	586091.00832400000
66452	3	1732229.47539000000	809781.96776600000
66453	4	1732231.50294000000	587061.27377200000
66454	3	1732232.64008000000	645254.22201900000
66455	3	1732232.72735000000	654167.97420400000
66456	3	1732233.56396000000	695363.47285000000
66457	3	1732233.64237000000	747448.34243300000
66458	3	1732234.92420000000	593913.26859800000
66459	3	1732237.01638000000	641155.41394300000
66460	2	1732238.44059000000	665273.95855400000
66461	1	1732240.81559000000	778311.41423700000
66462	3	1732242.87136000000	684378.57421600000
66463	2	1732245.00423000000	584294.87969900000
66464	2	1732245.15810000000	673608.61609700000
66465	2	1732245.56689000000	622004.61136600000
66466	3	1732246.06459000000	585018.95600700000
66467	1	1732246.11709000000	758852.67789200000
66468	2	1732249.43565000000	586158.33693000000
66469	2	1732250.37495000000	678509.67584900000
66470	4	1732251.01471000000	764437.57026600000
66471	2	1732251.55900000000	787888.06207900000
66472	3	1732254.03341000000	797395.69398200000
66473	2	1732255.85493000000	579981.06483600000
66474	3	1732255.88774000000	784509.64659100000
66475	1	1732257.99502000000	691240.18877400000
66476	2	1732258.48353000000	673269.61054200000
66477	1	1732258.84114000000	641689.71372800000
66478	2	1732259.57244000000	622008.13760500000
66479	1	1732260.43103000000	517547.02336500000
66480	4	1732261.71515000000	656104.78332300000
66481	4	1732262.16561000000	694632.48087400000
66482	3	1732262.49960000000	569666.16453400000
66483	2	1732263.22762000000	673095.15911900000
66484	3	1732265.14264000000	584322.18312200000
66485	3	1732265.80176000000	586845.22433600000
66486	3	1732266.05996000000	619642.18269200000
66487	3	1732266.05996000000	619642.18269200000
66488	1	1732266.64756000000	556424.59390400000
66489	3	1732267.46219000000	759465.47358300000
66490	3	1732268.02912000000	616294.03617300000
66491	1	1732270.77517000000	672574.50760100000
66492	2	1732271.73515000000	688823.42162600000
66493	3	1732271.78075000000	526996.81942600000
66494	1	1732274.77517000000	798619.85787200000
66495	4	1732274.96742000000	763510.30079500000
66496	3	1732275.78402000000	642152.56877300000
66497	3	1732276.44806000000	787534.36363900000
66498	4	1732276.60259000000	659633.58007100000
66499	2	1732278.13474000000	645300.18288500000
66500	2	1732282.02056000000	645249.84702700000
66501	3	1732282.54582000000	621990.74098700000
66502	1	1732284.09929000000	793119.39183900000
66503	3	1732286.27252000000	694793.46053800000
66504	2	1732287.72921000000	677697.86907400000
66505	4	1732288.54056000000	667889.06257600000
66506	3	1732295.41784000000	603339.85210700000
66507	2	1732298.41095000000	614021.55088800000
66508	2	1732298.59598000000	671219.02638800000
66509	4	1732299.91980000000	663109.69582200000
66510	3	1732302.39355000000	658158.32449100000
66511	3	1732304.86763000000	649360.68952800000
66512	2	1732306.90568000000	673252.33597000000
66513	3	1732307.36007000000	652524.53425000000
66514	4	1732311.63533000000	761687.29919100000
66515	1	1732312.40370000000	688844.93208100000
66516	3	1732312.45160000000	766221.04734200000
66517	2	1732312.64353000000	771980.77630800000
66518	1	1732313.27837000000	755886.23992700000
66519	2	1732315.15009000000	665202.50790900000
66520	3	1732315.30625000000	752675.09149400000
66521	3	1732320.78000000000	671995.92312800000
66522	1	1732322.24226000000	591720.76675000000
66523	2	1732324.36201000000	636491.01644800000
66524	3	1732324.42894000000	778108.49666400000
66525	1	1732324.53917000000	527283.30244900000
66526	1	1732324.73668000000	695038.05552200000
66527	2	1732325.63858000000	761698.76865700000
66528	1	1732326.09134000000	797646.98580200000
66529	3	1732328.95452000000	656612.57200500000
66530	1	1732329.70878000000	753093.65791400000
66531	1	1732330.38759000000	673039.67169700000
66532	3	1732332.79408000000	621989.00706600000
66533	4	1732334.23338000000	636581.28365600000
66534	2	1732334.37971000000	670541.60385900000
66535	4	1732335.78685000000	669171.11677000000
66536	1	1732336.62412000000	670126.90160400000
66537	2	1732336.85936000000	673240.50758100000
66538	2	1732336.96303000000	656672.73953600000
66539	3	1732338.83672000000	761709.91364800000
66540	2	1732341.54898000000	658153.70212500000
66541	3	1732342.05423000000	660087.77076400000
66542	1	1732342.12969000000	659177.32606200000
66543	3	1732342.92070000000	719487.10144000000
66544	1	1732347.39477000000	527043.19564600000
66545	3	1732348.21990000000	768331.74653200000
66546	4	1732349.29241000000	665176.74549400000
66547	1	1732350.36688000000	656768.93619400000
66548	1	1732350.87409000000	766405.74972800000
66549	2	1732351.40723000000	675905.56065000000
66550	1	1732354.87015000000	658535.50976100000
66551	3	1732354.88655000000	647758.82462100000
66552	3	1732358.86391000000	587103.25662800000
66553	3	1732359.86620000000	784510.77880700000
66554	2	1732361.04894000000	652490.33878000000
66555	3	1732361.07585000000	657685.24866600000
66556	2	1732361.38851000000	621869.96531000000
66557	2	1732361.78976000000	584457.74026500000
66558	4	1732362.36620000000	665791.21605000000
66559	1	1732365.63686000000	645622.80330300000
66560	2	1732365.65556000000	660085.26125400000
66561	1	1732365.86225000000	622714.49282000000
66562	3	1732367.09322000000	614003.78156700000
66563	3	1732369.27924000000	764117.20509300000
66564	1	1732370.38259000000	694325.45819400000
66565	4	1732370.66408000000	666379.58035800000
66566	3	1732372.45214000000	793141.17362000000
66567	2	1732373.53153000000	579590.59645600000
66568	2	1732374.09879000000	665158.00931100000
66569	1	1732374.30417000000	671453.71489500000
66570	1	1732374.37438000000	622802.45393000000
66571	2	1732374.43638000000	619252.77303700000
66572	4	1732378.41210000000	657014.27166100000
66573	3	1732379.52988000000	555101.94136600000
66574	3	1732380.10041000000	695021.71664400000
66575	2	1732382.73000000000	708412.37687000000
66576	2	1732382.83269000000	677681.86746500000
66577	2	1732382.90323000000	657793.95284500000
66578	4	1732382.92981000000	637017.73357000000
66579	3	1732384.99575000000	695456.22594500000
66580	3	1732385.74542000000	764070.40203700000
66581	3	1732387.06333000000	570809.84367700000
66582	1	1732387.37862000000	681649.65218000000
66583	2	1732387.69784000000	670925.73530800000
66584	2	1732388.77363000000	708364.99999600000
66585	1	1732389.66601000000	591377.03679400000
66586	1	1732390.92093000000	646712.73681800000
66587	1	1732391.28904000000	602365.45051300000
66588	3	1732395.21325000000	761571.76431800000
66589	2	1732395.37761000000	620830.86207300000
66590	2	1732396.00032000000	621236.59124800000
66591	3	1732396.48227000000	638842.12427900000
66592	1	1732396.62958000000	741309.10766400000
66593	3	1732396.92486000000	672973.59866600000
66594	3	1732397.39336000000	793575.55726500000
66595	1	1732398.53443000000	760541.40122100000
66596	2	1732399.01278000000	667680.98326700000
66597	2	1732402.16828000000	660545.97686800000
66598	4	1732410.30049000000	675922.61967100000
66599	2	1732410.41728000000	649921.77666000000
66600	3	1732411.55639000000	619255.77959300000
66601	1	1732412.57115000000	771547.69416900000
66602	1	1732413.08165000000	765577.45873400000
66603	2	1732414.13414000000	619472.85593100000
66604	1	1732415.28145000000	695258.39563200000
66605	2	1732415.44746000000	587078.96829100000
66606	3	1732416.49831000000	793494.30841200000
66607	3	1732416.90480000000	674498.80132500000
66608	3	1732417.10067000000	763980.11842500000
66609	2	1732419.94154000000	619591.61652000000
66610	2	1732419.94154000000	619591.61652000000
66611	3	1732421.15775000000	619180.57764400000
66612	2	1732421.20105000000	606824.93175100000
66613	2	1732421.41267000000	661620.08561200000
66614	3	1732421.81818000000	765729.63789200000
66615	4	1732422.15807000000	763096.36264600000
66616	1	1732423.04324000000	784718.45063600000
66617	3	1732424.16693000000	657422.95194600000
66618	3	1732424.26502000000	793789.48662700000
66619	3	1732424.88805000000	651989.42311500000
66620	2	1732425.28077000000	759562.14891400000
66621	1	1732426.37362000000	728205.74804400000
66622	4	1732427.69153000000	664162.40041000000
66623	3	1732427.70268000000	593138.62972800000
66624	1	1732428.78208000000	589507.59335500000
66625	1	1732429.36180000000	777734.28612600000
66626	3	1732429.61508000000	643525.07094900000
66627	2	1732431.19939000000	665215.79036300000
66628	1	1732431.61836000000	768196.68446700000
66629	4	1732431.75385000000	593767.70655400000
66630	3	1732432.95858000000	660799.23358000000
66631	3	1732436.04256000000	764691.89981000000
66632	3	1732436.16165000000	778237.32580300000
66633	2	1732436.26500000000	587123.80579900000
66634	2	1732436.40903000000	619105.99150700000
66635	1	1732438.20725000000	687996.65195400000
66636	3	1732438.98219000000	619586.16607100000
66637	3	1732444.18920000000	585454.17495200000
66638	2	1732445.70658000000	708412.52352300000
66639	4	1732446.17607000000	616810.17392000000
66640	3	1732448.13506000000	647240.46148500000
66641	3	1732448.91228000000	768870.75037600000
66642	2	1732450.93426000000	619634.38611900000
66643	1	1732450.96346000000	766120.28606000000
66644	3	1732451.23610000000	585394.21805100000
66645	2	1732451.59371000000	619583.41574900000
66646	2	1732451.86044000000	614738.43954600000
66647	2	1732452.74331000000	592150.58150700000
66648	1	1732454.46969000000	648082.00901400000
66649	2	1732455.85748000000	619150.50979100000
66650	1	1732455.87388000000	742267.44958000000
66651	3	1732456.15866000000	794061.96016400000
66652	3	1732456.78957000000	640043.29543300000
66653	3	1732457.25282000000	759579.09769900000
66654	3	1732458.83057000000	585236.30038800000
66655	1	1732459.17572000000	587623.66208300000
66656	2	1732460.06482000000	619633.31886400000
66657	1	1732460.45852000000	537495.24035900000
66658	2	1732460.85124000000	660796.35792900000
66659	3	1732461.29546000000	632234.94490800000
66660	3	1732462.04841000000	690551.45032200000
66661	2	1732462.49953000000	658139.14506800000
66662	3	1732464.58253000000	590037.46040500000
66663	2	1732464.73115000000	673850.73372300000
66664	1	1732465.31251000000	649179.67414200000
66665	1	1732465.33417000000	675631.59203800000
66666	2	1732465.68128000000	593242.89592300000
66667	2	1732466.43161000000	673435.04196900000
66668	2	1732467.08712000000	665075.17351800000
66669	2	1732467.30037000000	708366.01213300000
66670	3	1732469.60384000000	794170.08330700000
66671	3	1732472.45522000000	740468.47909600000
66672	2	1732474.04642000000	670262.46170000000
66673	3	1732474.29347000000	595025.91073000000
66674	3	1732475.36860000000	690835.96517300000
66675	4	1732475.40173000000	637814.88748800000
66676	2	1732476.22621000000	673878.43970500000
66677	3	1732477.61859000000	622674.86068100000
66678	3	1732481.27442000000	600140.15378200000
66679	2	1732481.36629000000	673752.30445800000
66680	3	1732483.04345000000	637862.48122500000
66681	1	1732483.30985000000	677076.06093400000
66682	3	1732484.52967000000	642125.38149200000
66683	3	1732485.30460000000	794325.18831200000
66684	3	1732485.89745000000	649299.97114500000
66685	2	1732486.34462000000	673901.85501200000
66686	2	1732486.62350000000	661454.07741400000
66687	3	1732490.59987000000	593857.57251600000
66688	3	1732492.39875000000	621949.64625300000
66689	3	1732493.26882000000	755976.44512800000
66690	3	1732493.44828000000	592226.03411200000
66691	3	1732495.50570000000	621869.20218800000
66692	1	1732495.57853000000	632122.80602400000
66693	3	1732495.69434000000	797349.35713200000
66694	2	1732496.88233000000	759518.53482800000
66695	2	1732497.26521000000	673924.93239400000
66696	1	1732498.02734000000	674346.56147200000
66697	3	1732498.86232000000	661309.35198200000
66698	3	1732499.48731000000	621830.11860500000
66699	2	1732502.92891000000	671005.87720800000
66700	3	1732502.93645000000	638028.78437000000
66701	2	1732503.22418000000	662763.51442800000
66702	3	1732503.41972000000	634894.73158300000
66703	2	1732503.54144000000	593200.55873800000
66704	4	1732503.86887000000	668854.67645800000
66705	2	1732506.54898000000	673944.71385000000
66706	4	1732506.91020000000	685476.84531300000
66707	1	1732507.18677000000	759502.89444000000
66708	1	1732507.53848000000	540035.71526500000
66709	1	1732508.01847000000	777545.97318300000
66710	2	1732508.12805000000	746489.90865500000
66711	3	1732508.36000000000	661387.70976500000
66712	3	1732508.93546000000	638105.51485900000
66713	1	1732509.63034000000	674551.65784600000
66714	2	1732512.69497000000	592342.69759300000
66715	2	1732513.15756000000	593258.06321600000
66716	2	1732513.54765000000	592183.17953900000
66717	2	1732513.55750000000	613930.11111100000
66718	2	1732513.63230000000	673826.50542500000
66719	4	1732515.65985000000	662741.56991800000
66720	3	1732515.98400000000	778321.73409800000
66721	2	1732516.73826000000	644689.29204600000
66722	1	1732518.14410000000	590336.52050300000
66723	1	1732519.11785000000	759130.77773000000
66724	3	1732522.38884000000	622693.69004000000
66725	3	1732523.02434000000	638416.48831900000
66726	2	1732523.46496000000	613958.16026700000
66727	1	1732523.82979000000	810376.99544700000
66728	2	1732524.92362000000	662725.60866400000
66729	2	1732524.98497000000	620045.80426000000
66730	3	1732525.77237000000	622053.95181800000
66731	4	1732529.08371000000	663990.80101500000
66732	1	1732531.65654000000	623104.97563500000
66733	1	1732532.64801000000	756145.91329300000
66734	2	1732533.26448000000	642863.98664200000
66735	2	1732533.86914000000	673873.33538400000
66736	4	1732535.47215000000	592529.49085400000
66737	1	1732535.83731000000	570761.30866900000
66738	1	1732536.68147000000	770867.50228800000
66739	2	1732539.25626000000	577530.17833300000
66740	1	1732539.50462000000	642772.92547200000
66741	3	1732539.92260000000	613932.21281200000
66742	3	1732544.89766000000	666058.45731300000
66743	1	1732545.89733000000	616082.94571600000
66744	3	1732545.90947000000	622413.85234500000
66745	1	1732546.88355000000	764999.46415500000
66746	3	1732547.05513000000	664942.47070000000
66747	3	1732547.25658000000	763609.01680500000
66748	2	1732547.37403000000	580246.08399100000
66749	2	1732550.01116000000	593983.83702700000
66750	3	1732551.35073000000	644125.73805500000
66751	1	1732554.03379000000	720537.84540100000
66752	3	1732554.25525000000	621954.10588900000
66753	2	1732556.01640000000	673924.12137200000
66754	3	1732556.02198000000	793337.59842400000
66755	2	1732556.07447000000	642631.14524400000
66756	2	1732556.53116000000	613924.79648900000
66757	3	1732556.88287000000	661708.99750800000
66758	1	1732557.44422000000	756658.06253100000
66759	2	1732559.50229000000	659991.67384300000
66760	4	1732560.10399000000	769842.92297200000
66761	3	1732562.08037000000	673155.59731800000
66762	1	1732562.21094000000	543477.24775200000
66763	3	1732564.88843000000	755966.59081700000
66764	3	1732568.11940000000	660060.77213000000
66765	3	1732568.38285000000	654963.48147200000
66766	2	1732568.59676000000	665411.25322700000
66767	2	1732569.87989000000	674077.57086800000
66768	4	1732573.38743000000	613914.73089200000
66769	1	1732573.63087000000	810165.41188100000
66770	2	1732574.44714000000	615001.19952000000
66771	1	1732574.84084000000	589996.51888600000
66772	4	1732579.38020000000	652363.78850800000
66773	4	1732580.51274000000	672291.65842900000
66774	1	1732580.99929000000	763973.14829400000
66775	1	1732583.61477000000	554556.89422700000
66776	1	1732583.66037000000	799409.71456000000
66777	2	1732585.22829000000	622555.17489700000
66778	2	1732586.99534000000	701078.24718100000
66779	1	1732588.50223000000	797687.86104800000
66780	2	1732588.91266000000	613906.33097400000
66781	2	1732589.96942000000	593967.95746500000
66782	3	1732589.99140000000	622578.96389200000
66783	3	1732590.12591000000	622661.36727000000
66784	2	1732590.38215000000	673992.67897700000
66785	1	1732590.46450000000	787111.10234600000
66786	3	1732590.48090000000	620792.86707000000
66787	2	1732594.11213000000	763092.63627600000
66788	3	1732594.13608000000	679148.58730100000
66789	3	1732595.54979000000	666345.64079400000
66790	1	1732595.83063000000	690548.70196800000
66791	3	1732597.22596000000	755962.35427700000
66792	1	1732597.84867000000	724615.99046000000
66793	2	1732598.53075000000	580446.21318400000
66794	3	1732598.92478000000	650382.90303400000
66795	2	1732600.83291000000	565810.70308500000
66796	3	1732601.71677000000	770221.88645300000
66797	2	1732602.61900000000	679169.03706300000
66798	1	1732602.66427000000	673196.96600200000
66799	2	1732602.96381000000	666333.33504400000
66800	3	1732603.09931000000	634994.19463900000
66801	1	1732603.10391000000	620033.25343200000
66802	2	1732605.62818000000	670340.15380200000
66803	3	1732608.18624000000	670817.69779500000
66804	4	1732612.17803000000	585494.17323200000
66805	2	1732613.64161000000	679139.16113800000
66806	2	1732614.54450000000	770579.90312500000
66807	3	1732614.96641000000	672764.97145900000
66808	2	1732615.53301000000	667281.07888400000
66809	3	1732615.83190000000	670012.42709500000
66810	4	1732617.04942000000	565917.13102100000
66811	1	1732617.47986000000	764149.26145900000
66812	4	1732618.13504000000	665923.49301600000
66813	2	1732618.17769000000	679103.38102600000
66814	4	1732620.77940000000	649836.32965200000
66815	3	1732621.21837000000	770578.52451900000
66816	3	1732622.23182000000	793265.89285800000
66817	2	1732622.58123000000	673763.06526300000
66818	3	1732623.88995000000	665313.50178200000
66819	2	1732624.00019000000	770656.94431000000
66820	3	1732624.58615000000	728178.31010700000
66821	2	1732625.64553000000	763023.86541600000
66822	3	1732625.98116000000	621256.88878000000
66823	1	1732626.52610000000	756175.26330000000
66824	3	1732627.12289000000	768035.54929000000
66825	2	1732628.17636000000	621229.40261400000
66826	2	1732628.58154000000	621213.18315900000
66827	4	1732629.69342000000	585430.82230900000
66828	4	1732630.74099000000	679130.74776900000
66829	4	1732630.90503000000	621432.24768100000
66830	4	1732631.28233000000	663819.19571500000
66831	2	1732632.19866000000	621459.04355900000
66832	4	1732633.23147000000	621486.83418600000
66833	3	1732635.63632000000	763133.33763800000
66834	2	1732636.23901000000	637937.34885700000
66835	1	1732637.47228000000	650763.17884900000
66836	3	1732638.16650000000	671170.24892700000
66837	2	1732638.41387000000	679150.54234900000
66838	3	1732638.54675000000	795483.38743900000
66839	3	1732640.17831000000	770575.39033900000
66840	2	1732640.26984000000	674089.24112000000
66841	2	1732642.19208000000	670020.15477000000
66842	3	1732643.39221000000	655502.64738800000
66843	4	1732646.80329000000	652795.12590000000
66844	3	1732646.88794000000	826212.57105900000
66845	1	1732648.31773000000	695232.33006800000
66846	3	1732648.51654000000	666521.93670100000
66847	2	1732648.82363000000	519566.47536300000
