TAZ,ID_POPSYN
3799907,2146
3799906,2147
3799779,2148
3799787,2149
3799786,2150
3799790,2151
3799785,2152
3799789,2153
3799794,2154
3799622,2155
3791258,2156
3791259,2157
3791256,2158
18999159,2159
18999158,2160
18999160,2161
3799206,2162
3799207,2163
3799205,2164
3799076,2165
3799077,2166
3799082,2167
3799084,2168
3799079,2169
3799078,2170
3799080,2171
3799081,2172
3799083,2173
3799087,2174
3799088,2175
16599277,2176
18999050,2177
18999051,2178
14799045,2179
14799046,2180
16599189,2181
16599190,2182
3799045,2183
16599194,2184
16599195,2185
16599183,2186
16599186,2187
11999021,2188
11999022,2189
11999043,2190
11999040,2191
11999039,2192
18799168,2193
18799164,2194
18799171,2195
18799174,2196
18799223,2197
18799222,2198
18799224,2199
3791018,2200
3791019,2201
3791111,2202
3791110,2203
3799147,2204
3799146,2205
3799596,2206
3799595,2207
18999076,2208
18999075,2209
14999379,2210
14999259,2211
14999258,2212
14999380,2213
14999381,2214
14999152,2215
14999154,2216
14999153,2217
18999058,2218
18999057,2219
18999084,2220
18999081,2221
18999072,2222
18999071,2223
18999073,2224
18999070,2225
18799053,2226
18799052,2227
3799601,2228
3799599,2229
16599178,2230
16599176,2231
18799281,2232
18799286,2233
18799288,2234
18799285,2235
18799287,2236
18799284,2237
18799282,2238
18999202,2239
18999204,2240
18999197,2241
18999193,2242
18999194,2243
14799033,2244
14799040,2245
14799034,2246
14799008,2247
11999195,2248
11999197,2249
11999055,2250
11999042,2251
11999041,2252
18799021,2253
18799022,2254
14999394,2255
14999396,2256
14999100,2257
14999098,2258
14799068,2259
14799071,2260
14799069,2261
14799072,2262
14799032,2263
14799025,2264
14799027,2265
14799031,2266
16599140,2267
16599126,2268
16599125,2269
16599130,2270
16599229,2271
16599223,2272
16599245,2273
16599230,2274
16599226,2275
16599227,2276
16599225,2277
16599224,2278
16599221,2279
16599220,2280
16599206,2281
16599208,2282
16599090,2283
16599091,2284
3799057,2285
3799056,2286
16599171,2287
16599173,2288
16599172,2289
16599174,2290
16599185,2291
16599184,2292
16599193,2293
16599192,2294
3799044,2295
3799043,2296
3799070,2297
3799066,2298
3799112,2299
3799111,2300
3799153,2301
3799151,2302
3799022,2303
3799023,2304
3791142,2305
3791135,2306
3799831,2307
3799830,2308
3799829,2309
3799828,2310
3799754,2311
3799764,2312
3799765,2313
3799767,2314
3799766,2315
3799673,2316
3799674,2317
3799672,2318
3799788,2319
3799639,2320
3799641,2321
3791052,2322
3791051,2323
3791089,2324
3791090,2325
14999024,2326
14999029,2327
18799034,2328
18799033,2329
11999019,2330
11999020,2331
3799996,2332
3799998,2333
3799999,2334
18799075,2335
18799081,2336
3799991,2337
3799813,2338
3799812,2339
3799693,2340
3799688,2341
3799687,2342
3799684,2343
3799691,2344
3799686,2345
3799666,2346
3791202,2347
3791204,2348
3791198,2349
3791197,2350
3791228,2351
3791233,2352
3799405,2353
3799404,2354
3799410,2355
3799402,2356
3799398,2357
3799406,2358
3799407,2359
3799403,2360
3799366,2361
3799365,2362
3799351,2363
3799874,2364
3799349,2365
3799875,2366
3799795,2367
3799793,2368
3799619,2369
3799618,2370
3799616,2371
3799617,2372
3791028,2373
3791027,2374
3799320,2375
3799321,2376
3799379,2377
3799380,2378
3799373,2379
3799375,2380
3799371,2381
3799374,2382
3799234,2383
3799233,2384
3799190,2385
3799191,2386
3799174,2387
3799175,2388
18799031,2389
18799029,2390
18799008,2391
18799010,2392
18799009,2393
18799014,2394
14999169,2395
14999170,2396
14999387,2397
14999388,2398
18799145,2399
18799147,2400
3799934,2401
3799935,2402
3799973,2403
3799970,2404
3799971,2405
3791059,2406
3799485,2407
3799484,2408
3799637,2409
3799644,2410
3799643,2411
3799063,2412
3799062,2413
3799064,2414
3799059,2415
3799061,2416
3799050,2417
3799052,2418
3799054,2419
3799055,2420
3799069,2421
3799131,2422
3799128,2423
3799067,2424
3799068,2425
3799141,2426
3799140,2427
3799172,2428
3799173,2429
3799177,2430
3799176,2431
3799178,2432
3799179,2433
3799204,2434
3799212,2435
3799211,2436
3799203,2437
3799244,2438
3799245,2439
3799272,2440
3799267,2441
3799268,2442
3799269,2443
3799271,2444
3799270,2445
3791123,2446
3791119,2447
3791131,2448
3791129,2449
3791132,2450
3791128,2451
3791147,2452
3791146,2453
3799261,2454
3799260,2455
3799246,2456
3799247,2457
3799248,2458
3799642,2459
3799645,2460
3791192,2461
3791205,2462
3791194,2463
3791199,2464
3799716,2465
3799714,2466
3799695,2467
3799412,2468
3799415,2469
3799699,2470
3799723,2471
3799721,2472
3799881,2473
3799883,2474
3799966,2475
3799964,2476
3799975,2477
3799974,2478
3799961,2479
3799962,2480
3799960,2481
3799939,2482
3799931,2483
3799929,2484
3799938,2485
3799940,2486
3799891,2487
3799893,2488
3799821,2489
3799823,2490
3799838,2491
3799834,2492
3799835,2493
3799832,2494
3799837,2495
3799836,2496
3799859,2497
3799858,2498
3799857,2499
3799878,2500
3799880,2501
3799344,2502
3799343,2503
3799353,2504
3799350,2505
3799348,2506
3799354,2507
3799352,2508
3799347,2509
3799356,2510
3799359,2511
3799332,2512
3799334,2513
3799331,2514
3799333,2515
3799335,2516
3799329,2517
3799328,2518
3799326,2519
3799325,2520
3799327,2521
3799744,2522
3799746,2523
3799745,2524
3799769,2525
3799768,2526
3799759,2527
3799757,2528
3799756,2529
3799758,2530
3799755,2531
3799760,2532
3799762,2533
3799763,2534
3799741,2535
3799742,2536
3799743,2537
3799731,2538
3799730,2539
3799653,2540
3799657,2541
3799656,2542
3791249,2543
3791245,2544
3791247,2545
3799437,2546
3799436,2547
3799426,2548
3799438,2549
3799439,2550
3799442,2551
3799443,2552
3799424,2553
3799483,2554
3799429,2555
3799427,2556
3799433,2557
3799486,2558
3799490,2559
3799489,2560
3799487,2561
3799623,2562
3799624,2563
3799613,2564
3799614,2565
3799804,2566
3799803,2567
3799806,2568
3799615,2569
3799612,2570
3799810,2571
3799809,2572
3799811,2573
3791057,2574
3791056,2575
3791024,2576
3791025,2577
3791060,2578
3791058,2579
3791045,2580
3791041,2581
3791040,2582
3791046,2583
3791047,2584
3791108,2585
3791061,2586
3791087,2587
3791109,2588
3791065,2589
3791064,2590
3791085,2591
3791062,2592
3791103,2593
3791100,2594
3791099,2595
3791104,2596
3791105,2597
14999304,2598
14999301,2599
14999271,2600
14999272,2601
18799178,2602
18799177,2603
18799189,2604
18799190,2605
18799209,2606
18799211,2607
18799210,2608
18799208,2609
18799106,2610
18799107,2611
18799090,2612
18799089,2613
18799047,2614
18799046,2615
18799048,2616
18799049,2617
18799043,2618
18799045,2619
3791005,2620
3791006,2621
3791082,2622
3791083,2623
3799994,2624
3799993,2625
16599235,2626
16599234,2627
3799092,2628
3799094,2629
3799095,2630
3799093,2631
3799089,2632
3799090,2633
3799901,2634
3799900,2635
14999383,2636
14999382,2637
14999048,2638
14999049,2639
14999044,2640
14999045,2641
14999273,2642
14999279,2643
14999277,2644
14999275,2645
14999278,2646
14999270,2647
3799956,2648
3799957,2649
3799337,2650
3799338,2651
3799669,2652
3799677,2653
3799678,2654
16599236,2655
16599239,2656
16599253,2657
16599252,2658
16599240,2659
16599246,2660
16599276,2661
16599278,2662
16599285,2663
16599279,2664
16599272,2665
16599273,2666
16599205,2667
16599204,2668
3799129,2669
3799130,2670
3791257,2671
3791255,2672
3791260,2673
3799805,2674
3799807,2675
3799608,2676
3799609,2677
3791074,2678
3791073,2679
3799584,2680
3799583,2681
14999373,2682
14999371,2683
18799217,2684
18799218,2685
3799250,2686
3799249,2687
3799236,2688
3799235,2689
3799725,2690
3799724,2691
3799719,2692
3799718,2693
3799400,2694
3799401,2695
3799392,2696
3799396,2697
3799670,2698
3799671,2699
3799655,2700
3799658,2701
3799634,2702
3799667,2703
3799664,2704
3799636,2705
3799635,2706
3799208,2707
3799210,2708
16599282,2709
16599283,2710
18999065,2711
18999066,2712
18999082,2713
18999083,2714
18999068,2715
18999069,2716
14999047,2717
14999046,2718
3799771,2719
3799773,2720
3799216,2721
3799215,2722
16599147,2723
16599146,2724
3791157,2725
3791156,2726
3791159,2727
3791160,2728
3791161,2729
3791162,2730
14999306,2731
14999305,2732
14999358,2733
14999360,2734
14999345,2735
14999351,2736
14999352,2737
14999342,2738
14999343,2739
3791264,2740
3791261,2741
3791262,2742
3799276,2743
3799021,2744
18799165,2745
18799172,2746
18799253,2747
18799245,2748
18799254,2749
18799246,2750
18799243,2751
18799244,2752
11999053,2753
14799105,2754
14799106,2755
11999188,2756
11999156,2757
11999092,2758
11999091,2759
11999093,2760
11999056,2761
11999058,2762
18799231,2763
18799230,2764
18799007,2765
18799006,2766
3799322,2767
3799776,2768
3799661,2769
3799659,2770
3799662,2771
18999173,2772
18999175,2773
18999110,2774
18999111,2775
18999117,2776
18999115,2777
16599177,2778
16599179,2779
16599182,2780
16599181,2781
16599210,2782
16599209,2783
16599092,2784
16599089,2785
16599096,2786
16599095,2787
16599094,2788
16599138,2789
16599139,2790
16599003,2791
14799006,2792
14799010,2793
16599035,2794
14799009,2795
14799011,2796
14799139,2797
14799138,2798
14799141,2799
14799036,2800
14799035,2801
11999189,2802
11999187,2803
11999193,2804
11999196,2805
11999159,2806
11999160,2807
18799258,2808
18799261,2809
16599280,2810
16599211,2811
16599281,2812
18999049,2813
14999392,2814
14999391,2815
14999385,2816
14999369,2817
14999368,2818
18799263,2819
18799262,2820
14799137,2821
16599066,2822
16599068,2823
3799778,2824
3799358,2825
