id	hhno	pno	pptyp	pagey	pgend	pwtyp	pwpcl	pwtaz	pwautime	pwaudist	pstyp	pspcl	pstaz	psautime	psaudist	puwmode	puwarrp	puwdepp	ptpass	ppaidprk	pdiary	pproxy	psexpfac
196548	75500	1	1	45	1	1	1518	2243	20.255	8.09	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
196549	75500	2	1	44	2	1	23444	242	57.88	22.89	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
196550	75500	3	5	20	2	2	26695	125	52.925	19.42	1	27522	660	61.55	22.175	-1	-1	-1	0	0	-1	-1	500
383723	151000	1	3	75	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
383724	151000	2	3	74	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
753364	301000	1	2	70	2	2	26343	1866	15.615	7.71	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
753365	301000	2	4	25	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
753366	301000	3	5	19	2	0	-1	-1	-1	-1	1	28678	1145	100.735	43.71	-1	-1	-1	1	1	-1	-1	500
753367	301000	4	4	48	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
567056	226500	1	3	73	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
567057	226500	2	3	76	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
2708	1000	1	1	33	2	1	9459	543	55.865	17.925	1	23168	968	75.28	21.915	-1	-1	-1	0	0	-1	-1	500
2709	1000	2	1	36	1	1	7922	2139	28.925	14.14	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
2710	1000	3	7	9	2	0	-1	-1	-1	-1	1	67	2274	4.13001339062109	1.12933699494949	-1	-1	-1	0	1	-1	-1	500
384763	151500	1	1	43	2	1	21811	926	21.035	7.66	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
385879	152000	1	3	66	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
197976	76000	1	1	55	1	1	10584	1585	25.325	13.32	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
197977	76000	2	4	55	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1112280	450500	1	1	42	2	1	4837	161	31.025	8.065	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1112281	450500	2	4	40	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1112282	450500	3	7	12	2	0	-1	-1	-1	-1	1	27884	56	7.66832506887052	2.2359595959596	-1	-1	-1	0	1	-1	-1	500
1112283	450500	4	7	9	1	0	-1	-1	-1	-1	1	10402	1	10.3495189104156	1.80506262626263	-1	-1	-1	0	1	-1	-1	500
568151	227000	1	3	72	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
568152	227000	2	1	48	1	1	27281	946	45.31	11.18	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
568153	227000	3	4	46	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1113255	451000	1	1	40	1	1	24204	21	2.60519041769042	0.285606060606061	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1314729	526500	1	1	27	2	1	15795	2601	25.95	14.25	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1314730	526500	2	1	24	1	1	19316	2472	13.405	5.49	1	19034	2404	7.06995568667444	1.70307765151515	-1	-1	-1	1	0	-1	-1	500
387264	152500	1	4	60	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1315888	527000	1	3	71	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1315889	527000	2	3	71	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1114208	451500	1	3	77	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1114209	451500	2	3	75	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
569061	227500	1	3	77	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
569944	228000	1	1	55	2	1	-999	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
754772	301500	1	1	23	2	1	20748	1767	5.42706274703557	2.24905303030303	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
754773	301500	2	1	28	1	1	19118	2376	57.23	19.54	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
754774	301500	3	8	4	2	0	-1	-1	-1	-1	1	32063	1653	9.815	4.22	-1	-1	-1	0	1	-1	-1	500
754775	301500	4	8	1	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1115428	452000	1	1	28	1	1	20415	2396	29.685	14.095	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
199452	76500	1	1	51	2	1	27596	202	72.62	27.255	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
199453	76500	2	1	25	1	1	23185	198	73.345	27.46	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
199454	76500	3	2	62	1	2	8091	1486	8.405	3.1	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1116693	452500	1	3	83	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
200756	77000	1	3	82	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
570981	228500	1	1	28	1	1	5777	1636	41.24	13.99	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
570982	228500	2	4	22	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
4081	1500	1	2	32	2	2	213	2283	9.715	3.98	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
4082	1500	2	1	38	1	1	4653	364	50.695	14.32	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
4083	1500	3	7	13	1	0	-1	-1	-1	-1	1	55	2270	1.35756269592477	0.504734848484849	-1	-1	-1	0	1	-1	-1	500
4084	1500	4	7	8	2	0	-1	-1	-1	-1	1	13	2271	4.6752814229249	1.39049318181818	-1	-1	-1	0	1	-1	-1	500
950275	376500	1	1	30	1	1	20768	1764	13.58	6.3	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
950276	376500	2	4	43	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
950277	376500	3	7	6	2	0	-1	-1	-1	-1	1	30177	1993	14.835	5.81	-1	-1	-1	0	1	-1	-1	500
756178	302000	1	1	45	1	1	21604	1667	14.755	5.48	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
756179	302000	2	4	43	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
388445	153000	1	3	65	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
388446	153000	2	4	64	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1118048	453000	1	1	38	1	1	17381	2487	36.035	13.58	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1118049	453000	2	4	43	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
202072	77500	1	4	61	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
202073	77500	2	1	59	2	1	29111	1531	42.215	24.58	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
202074	77500	3	3	87	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
572081	229000	1	4	46	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
572082	229000	2	2	18	2	2	-999	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
572083	229000	3	7	9	2	0	-1	-1	-1	-1	1	5483	383	11.165	3.22	-1	-1	-1	0	1	-1	-1	500
389537	153500	1	3	88	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
389538	153500	2	4	47	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
5444	2000	1	1	36	1	1	27402	957	71.535	20.6	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
5445	2000	2	4	38	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
5446	2000	3	8	1	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1119316	453500	1	1	56	1	1	1361	306	57.245	22.55	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1119317	453500	2	4	53	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
203373	78000	1	3	87	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
203374	78000	2	3	83	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
204641	78500	1	1	57	1	1	-999	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
204642	78500	2	4	60	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
951663	377000	1	1	45	2	1	31397	1674	6.31843758880673	2.05373787878788	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
951664	377000	2	1	40	1	1	21945	1037	68.13	20.72	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
951665	377000	3	6	17	1	2	28267	797	41.75	15.44	1	23573	1642	13.47	5.08	-1	-1	-1	0	0	-1	-1	500
6926	2500	1	1	62	1	1	21810	926	72.205	21.705	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
6927	2500	2	1	58	2	1	27281	946	72.55	21.275	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1120511	454000	1	1	64	1	1	27381	999	28.265	7.545	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
1120512	454000	2	1	57	2	1	19084	2371	12.005	3.66	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
757698	302500	1	1	49	1	1	5124	540	76.035	25.715	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
757699	302500	2	4	46	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
757700	302500	3	6	18	1	0	-1	-1	-1	-1	1	30170	1654	7.05330001917913	2.35275454545455	-1	-1	-1	0	1	-1	-1	500
757701	302500	4	6	16	2	0	-1	-1	-1	-1	1	20975	1815	13.97	8.45	-1	-1	-1	0	1	-1	-1	500
757702	302500	5	7	13	1	0	-1	-1	-1	-1	1	31925	1675	7.43817087467596	2.26248535353535	-1	-1	-1	0	1	-1	-1	500
8373	3000	1	4	50	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
573213	229500	1	1	42	2	1	1200	2254	29.845	10.65	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
573214	229500	2	4	60	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1317203	527500	1	1	43	1	1	28148	1221	31.945	16.94	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1317204	527500	2	1	43	2	1	9459	543	59.1	32.57	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1317205	527500	3	5	19	2	0	-1	-1	-1	-1	1	28029	498	62.68	30.825	-1	-1	-1	0	1	-1	-1	500
1317206	527500	4	1	18	1	1	1518	2243	74.85	41.62	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1317207	527500	5	5	21	1	2	18116	2441	7.465	3.35	1	28678	1145	46.76	23.41	-1	-1	-1	0	0	-1	-1	500
206019	79000	1	1	32	1	1	8285	2174	23.415	13.62	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
206020	79000	2	1	31	2	1	7206	2075	4.8664424779712	1.5787595959596	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
206021	79000	3	8	3	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
206022	79000	4	8	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1318649	528000	1	3	78	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1318650	528000	2	3	78	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
759129	303000	1	1	40	2	1	20768	1764	10.55	4.53	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
759130	303000	2	7	10	1	0	-1	-1	-1	-1	1	20926	1771	6.26443312586445	2.32623787878788	-1	-1	-1	0	1	-1	-1	500
574417	230000	1	3	76	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
574418	230000	2	3	88	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
390812	154000	1	1	53	1	1	26957	1202	10.53	4.8	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
390813	154000	2	1	44	2	1	5430	441	34.68	14.29	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
390814	154000	3	1	22	1	1	22668	982	23.83	7.48	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
390815	154000	4	6	17	1	2	20413	2396	43.15	17.68	1	26463	1147	10.68	3.89	-1	-1	-1	0	0	-1	-1	500
575642	230500	1	1	35	1	1	23444	242	35.495	8.61	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1320076	528500	1	1	43	2	1	19300	2501	5.62904984051037	0.93509898989899	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1320077	528500	2	5	19	2	2	17778	2499	5.95980160761155	1.24284861111111	1	25118	898	64.04	19.32	-1	-1	-1	0	1	-1	-1	500
953066	377500	1	4	29	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
953067	377500	2	1	33	1	1	30378	1829	20.275	12.025	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
953068	377500	3	8	4	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
953069	377500	4	8	2	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
953070	377500	5	8	1	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
9748	3500	1	1	31	1	1	6700	2246	12.88	3.92	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
9749	3500	2	4	24	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
9750	3500	3	8	3	1	0	-1	-1	-1	-1	1	161	2225	8.935	3.05	-1	-1	-1	0	1	-1	-1	500
9751	3500	4	8	2	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
9752	3500	5	8	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
576878	231000	1	1	51	2	1	22540	246	43.88	10.98	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1321319	529000	1	1	66	2	1	20768	1764	42.13	22.68	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1322754	529500	1	3	76	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1322755	529500	2	3	76	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
760542	303500	1	1	31	1	1	26124	1960	19.04	12.7	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
760543	303500	2	1	32	2	1	24542	1072	59.48	18.745	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
760544	303500	3	8	3	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
760545	303500	4	8	0	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
11073	4000	1	4	47	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
11074	4000	2	1	46	2	1	23360	688	60.735	18.74	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
11075	4000	3	4	20	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
392005	154500	1	1	52	1	1	26708	454	33.095	12.83	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
392006	154500	2	2	54	2	2	6049	1155	2.83696401515152	0.699621212121212	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
392007	154500	3	7	11	2	0	-1	-1	-1	-1	1	26463	1147	7.47162581236897	2.46918888888889	-1	-1	-1	0	1	-1	-1	500
1121752	454500	1	1	28	1	1	21499	72	19.8	7.17	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1121753	454500	2	4	23	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1121754	454500	3	8	2	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1121755	454500	4	1	26	2	1	22540	246	12.875	3.04	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1121756	454500	5	1	25	1	1	21945	1037	9.58318646170442	1.88192222222222	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
207249	79500	1	1	30	1	1	3562	2773	75.915	34.01	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
207250	79500	2	4	28	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
207251	79500	3	7	5	2	0	-1	-1	-1	-1	1	7439	2070	4.94689585510275	1.43747474747475	-1	-1	-1	0	1	-1	-1	500
207252	79500	4	8	0	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
207253	79500	5	8	4	2	0	-1	-1	-1	-1	1	7193	2051	7.89	3.08	-1	-1	-1	0	1	-1	-1	500
207254	79500	6	8	2	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1324230	530000	1	1	64	1	1	24316	59	39.08	13.12	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1324231	530000	2	4	56	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
954298	378000	1	1	27	2	1	23748	775	55.53	22.21	1	22122	1090	86.595	31.54	-1	-1	-1	0	0	-1	-1	500
954299	378000	2	1	27	1	1	31688	1928	6.31048495548707	0.897153282828283	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
12277	4500	1	1	46	1	1	8528	726	57.11	16.79	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1325774	530500	1	4	55	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1325775	530500	2	1	52	2	1	22693	978	49.32	18.36	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
393039	155000	1	1	41	1	1	26718	381	36.51	17.14	1	28678	1145	14.53	4.95	-1	-1	-1	0	0	-1	-1	500
13321	5000	1	1	48	2	1	6859	2244	14.265	4.2	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
955202	378500	1	2	27	2	2	27468	945	9.86690399239544	2.62120782828283	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
208597	80000	1	4	30	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
208598	80000	2	1	27	2	1	8091	1486	25.105	14.17	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
208599	80000	3	8	3	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
208600	80000	4	8	1	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1123002	455000	1	1	32	1	1	5777	1636	28.795	13.025	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1123003	455000	2	4	34	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1123004	455000	3	8	3	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1123005	455000	4	8	0	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
394178	155500	1	2	42	1	2	27410	1019	25.79	8.27	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
394179	155500	2	7	7	2	0	-1	-1	-1	-1	1	6026	1175	9.65231287878788	1.97996161616162	-1	-1	-1	0	1	-1	-1	500
394180	155500	3	8	1	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
394181	155500	4	4	25	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
762013	304000	1	1	36	1	1	31775	1920	18.585	6.9	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
762014	304000	2	1	30	2	1	5779	1636	32.695	13.93	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
762015	304000	3	7	12	2	0	-1	-1	-1	-1	1	29860	1814	5.83540793010753	2.03828333333333	-1	-1	-1	0	1	-1	-1	500
762016	304000	4	7	6	2	0	-1	-1	-1	-1	1	20856	1645	15.255	7.31	-1	-1	-1	0	1	-1	-1	500
956102	379000	1	1	50	2	1	28731	514	9.36412825139824	2.68329715909091	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
956103	379000	2	6	18	1	0	-1	-1	-1	-1	1	27514	679	8.69640113960114	2.27115833333333	-1	-1	-1	1	1	-1	-1	500
957141	379500	1	3	88	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1327402	531000	1	4	30	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
1327403	531000	2	1	29	2	1	27455	954	47.48	14.27	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
1327404	531000	3	7	7	1	0	-1	-1	-1	-1	1	20130	2348	4.71329733201581	1.36359545454545	-1	-1	-1	0	1	-1	-1	500
1327405	531000	4	8	4	2	0	-1	-1	-1	-1	1	5801	868	30.295	13.7	-1	-1	-1	0	1	-1	-1	500
14412	5500	1	1	65	1	1	26698	147	59.105	17.65	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
14413	5500	2	1	64	2	1	28200	557	54.18	19.95	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	500
14414	5500	3	7	6	2	0	-1	-1	-1	-1	1	1068	2257	13.365	4.27	-1	-1	-1	0	1	-1	-1	500
209916	80500	1	4	38	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
209917	80500	2	1	37	1	1	-999	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	500
209918	80500	3	7	9	2	0	-1	-1	-1	-1	1	2360	2029	8.25	4.25	-1	-1	-1	0	1	-1	-1	500
209919	80500	4	7	7	1	0	-1	-1	-1	-1	1	2226	2027	69.7296512629216	52.0672593862976	-1	-1	-1	0	1	-1	-1	500
209920	80500	5	7	7	2	0	-1	-1	-1	-1	1	2360	2029	8.25	4.25	-1	-1	-1	0	1	-1	-1	500
209921	80500	6	8	4	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
209922	80500	7	4	19	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
958429	380000	1	4	64	1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
958430	380000	2	4	58	2	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	500
578025	231500	1	1	54	1	1	1281	2197	31.66	10.36	0	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	500
