hhno	fraction_with_jobs_outside	hhsize	hhvehs	hhwkrs	hhftw	hhptw	hhret	hhoad	hhuni	hhhsc	hh515	hhcu5	hhincome	hownrent	hrestype	hhparcel	zone_id	hhtaz	hhexpfac	samptype
92500	0	1	2	1	1	0	0	0	0	0	0	0	31587	2	3	7152	2051	2052	500	11
170000	0	2	2	2	1	1	0	0	0	0	0	0	119907	1	1	19222	1186	1187	500	11
243000	0	2	1	2	2	0	0	0	0	0	0	0	42020	1	3	9767	832	833	500	11
18500	0	6	4	3	2	1	0	0	0	0	3	0	103529	1	1	3261	2655	2656	500	11
394500	0	2	2	1	1	0	0	1	0	0	0	0	400443	1	1	22819	1002	1003	500	11
243500	0	1	1	0	0	0	1	0	0	0	0	0	11056	2	3	9767	832	833	500	11
471500	0	4	3	2	2	0	0	0	0	2	0	0	55879	1	3	27721	63	64	500	11
543000	0.073	4	3	2	1	1	0	0	0	1	1	0	115261	1	1	20157	2337	2338	500	11
170500	0	2	3	1	0	1	1	0	0	0	0	0	230041	1	1	19234	1215	1216	500	11
318500	0.081	2	2	1	1	0	0	1	0	0	0	0	384046	1	1	25895	1849	1850	500	11
395000	0	1	2	1	1	0	0	0	0	0	0	0	387758	1	1	22840	987	988	500	11
319000	0	2	2	0	0	0	2	0	0	0	0	0	26314	1	1	25913	1878	1879	500	11
472000	0	1	3	1	1	0	0	0	0	0	0	0	58317	1	2	27728	82	83	500	11
19000	0	2	2	2	1	1	0	0	0	0	0	0	92701	1	2	3269	2654	2655	500	11
543500	0	1	1	1	1	0	0	0	0	0	0	0	61876	1	2	20171	2299	2300	500	11
93000	0.198	4	3	2	1	1	0	0	0	1	1	0	60213	2	1	7184	2118	2119	500	11
395500	0	3	0	0	0	0	1	2	0	0	0	0	14025	1	1	22973	666	667	500	11
244000	0	2	3	2	2	0	0	0	0	0	0	0	125815	1	1	9773	758	759	500	11
319500	0	3	1	1	1	0	0	1	0	0	1	0	18755	1	1	25933	1875	1876	500	11
171000	0	4	3	2	2	0	0	0	0	0	2	0	174319	1	1	19240	1214	1215	500	11
396000	0	1	1	1	1	0	0	0	0	0	0	0	70126	2	3	23025	982	983	500	11
396500	0	1	1	1	1	0	0	0	0	0	0	0	57252	2	3	23025	982	983	500	11
171500	0	2	2	1	1	0	1	0	0	0	0	0	100240	1	1	19250	1216	1217	500	11
544000	0	4	2	2	2	0	0	0	0	0	1	1	132078	1	1	20210	2309	2310	500	11
172000	0	2	1	0	0	0	1	1	0	0	0	0	58597	1	1	22855	606	607	500	11
93500	0.132	6	2	1	1	0	0	1	0	0	2	2	38157	1	1	7228	2079	2080	500	11
320000	0	3	2	1	1	0	0	1	0	0	1	0	22656	2	3	25957	1956	1957	500	11
544500	0	2	0	0	0	0	0	1	1	0	0	0	1524	2	3	20304	2517	2518	500	11
244500	0	4	2	2	2	0	0	0	0	0	0	2	77345	1	1	20192	96	97	500	11
397000	0	2	2	2	2	0	0	0	0	0	0	0	40910	2	3	23117	664	665	500	11
19500	0	5	3	2	2	0	0	0	0	0	3	0	119752	1	1	3282	2656	2657	500	11
397500	0	1	1	1	1	0	0	0	0	0	0	0	38607	2	3	23187	198	199	500	11
94000	0	1	1	1	1	0	0	0	0	0	0	0	38157	1	1	7270	2063	2064	500	11
320500	0.127	2	4	1	1	0	0	1	0	0	0	0	108202	1	1	25984	1834	1835	500	11
321000	0.127	2	2	2	2	0	0	0	0	0	0	0	88531	1	2	26011	1832	1833	500	11
172500	0	3	3	1	1	0	0	2	0	0	0	0	57648	1	1	22876	620	621	500	11
545000	0	2	2	2	2	0	0	0	0	0	0	0	107594	1	1	20317	2513	2514	500	11
94500	0.197	2	2	0	0	0	1	1	0	0	0	0	30229	2	1	7318	2019	2020	500	11
173000	0	1	1	1	1	0	0	0	0	0	0	0	56427	1	1	23045	605	606	500	11
321500	0.127	1	1	1	1	0	0	0	0	0	0	0	41731	2	3	26020	1831	1832	500	11
20000	0	2	1	2	2	0	0	0	0	0	0	0	64108	1	1	3304	2659	2660	500	11
173500	0	1	1	1	0	0	0	0	1	0	0	0	28447	2	3	23073	603	604	500	11
545500	0	2	2	1	1	0	0	1	0	0	0	0	75316	1	1	20379	2328	2329	500	11
398000	0	3	2	1	0	0	0	0	3	0	0	0	26209	2	3	23224	950	951	500	11
322000	0.127	2	2	2	2	0	0	0	0	0	0	0	90752	2	3	26029	1831	1832	500	11
546000	0	1	1	1	1	0	0	0	0	0	0	0	31587	2	3	20427	2515	2516	500	11
20500	0	2	2	2	2	0	0	0	0	0	0	0	218149	1	1	3321	2671	2672	500	11
174000	0	2	1	1	1	0	0	0	0	0	0	1	45719	1	1	23956	287	288	500	11
472500	0	10	2	6	4	1	0	1	3	0	1	0	118319	1	2	27737	65	66	500	11
95000	0.111	4	2	1	1	0	0	1	0	0	2	0	14021	2	1	7399	2246	2247	500	11
322500	0.024	2	2	0	0	0	2	0	0	0	0	0	109226	1	2	26058	1734	1735	500	11
473000	0	1	1	1	1	0	0	0	0	0	0	0	39188	1	3	27749	62	63	500	11
174500	0	3	4	0	0	0	1	1	0	0	1	0	16707	2	3	24101	296	297	500	11
21000	0	2	3	1	1	0	0	1	0	0	0	0	60457	1	1	3341	2669	2670	500	11
546500	0	3	4	2	2	0	0	0	1	0	0	0	136853	1	1	21234	2346	2347	500	11
245000	0	5	3	3	3	0	0	0	0	0	0	2	136029	1	1	21356	100	101	500	11
175000	0	1	1	1	1	0	0	0	0	0	0	0	66503	2	1	25295	294	295	500	11
398500	0	5	1	1	1	0	0	1	0	0	1	2	25661	2	2	23432	240	241	500	11
547000	0	2	2	1	1	0	0	1	0	0	0	0	348482	1	1	21266	2334	2335	500	11
245500	0	1	1	1	1	0	0	0	0	0	0	0	43767	1	1	21360	98	99	500	11
323000	0.131	3	1	1	1	0	0	0	0	0	2	0	42769	2	1	26129	1859	1860	500	11
21500	0	2	2	2	2	0	0	0	0	0	0	0	118452	2	3	3352	2666	2667	500	11
547500	0	2	3	2	2	0	0	0	0	0	0	0	146853	1	1	21282	2330	2331	500	11
399000	0	2	3	2	2	0	0	0	0	0	0	0	524195	2	3	23443	241	242	500	11
22000	0	2	1	0	0	0	2	0	0	0	0	0	41960	1	1	3361	2666	2667	500	11
95500	0	5	3	2	2	0	0	0	0	1	1	1	63939	2	3	7417	2189	2190	500	11
473500	0	5	2	1	1	0	0	1	0	0	0	3	20152	2	3	27761	74	75	500	11
474000	0	2	2	0	0	0	0	2	0	0	0	0	30259	1	1	27780	84	85	500	11
175500	0	3	3	3	1	1	0	0	0	1	0	0	77215	1	1	26409	579	580	500	11
323500	0.131	3	4	3	2	1	0	0	0	0	0	0	92450	2	3	26136	1859	1860	500	11
324000	0.127	1	1	0	0	0	0	1	0	0	0	0	29909	2	3	26144	1833	1834	500	11
22500	0	3	2	2	2	0	0	0	0	0	0	1	100762	1	1	3372	2663	2664	500	11
176000	0.042	2	2	2	1	0	0	0	1	0	0	0	30073	2	3	26430	1135	1136	500	11
548000	0.073	4	3	1	1	0	0	1	0	1	1	0	213473	1	1	21305	2336	2337	500	11
96000	0.111	3	4	2	2	0	0	1	0	0	0	0	65970	1	1	7429	2247	2248	500	11
176500	0	1	0	0	0	0	1	0	0	0	0	0	11860	1	1	26450	1141	1142	500	11
246000	0	5	2	2	2	0	0	0	0	0	2	1	80263	1	1	21363	98	99	500	11
96500	0.132	2	0	0	0	0	2	0	0	0	0	0	23876	1	1	7463	2071	2072	500	11
548500	0.117	3	4	1	1	0	0	2	0	0	0	0	401169	1	1	11423	1427	1428	500	11
324500	0.024	3	1	2	1	1	0	0	0	0	1	0	103127	1	1	26162	1733	1734	500	11
474500	0	5	3	1	1	0	0	1	0	0	2	1	82916	1	1	27789	79	80	500	11
97000	0	2	3	2	2	0	0	0	0	0	0	0	121690	1	1	7513	2037	2038	500	11
549000	0	2	0	0	0	0	2	0	0	0	0	0	102302	1	1	11499	1433	1434	500	11
246500	0	4	3	1	0	1	0	2	1	0	0	0	33453	1	1	21381	98	99	500	11
475000	0	1	2	1	1	0	0	0	0	0	0	0	58317	1	2	27795	77	78	500	11
23000	0	2	2	2	2	0	0	0	0	0	0	0	113646	1	1	3452	2765	2766	500	11
177000	0	4	3	1	1	0	0	1	0	0	2	0	151144	1	1	26476	1165	1166	500	11
549500	0.05	1	1	1	1	0	0	0	0	0	0	0	37214	1	4	11562	1460	1461	500	11
550000	0.117	2	1	0	0	0	0	1	0	1	0	0	8363	1	4	11633	1429	1430	500	11
399500	0	7	4	3	1	2	0	2	1	0	1	0	96833	1	3	23508	244	245	500	11
247000	0	2	1	2	2	0	0	0	0	0	0	0	68430	1	1	21400	101	102	500	11
97500	0.372	2	3	2	2	0	0	0	0	0	0	0	141945	1	1	7557	2044	2045	500	11
325000	0.131	4	2	2	2	0	0	0	0	0	2	0	87658	1	1	26173	1861	1862	500	11
177500	0.041	2	2	2	2	0	0	0	0	0	0	0	45407	2	3	26489	1160	1161	500	11
400000	0	2	2	0	0	0	2	0	0	0	0	0	0	1	1	24018	545	546	500	11
475500	0	3	3	2	2	0	0	1	0	0	0	0	39217	1	1	27810	43	44	500	11
550500	0.117	3	4	1	1	0	0	2	0	0	0	0	19392	3	1	11718	1432	1433	500	11
247500	0	1	1	1	1	0	0	0	0	0	0	0	18288	1	1	21403	101	102	500	11
325500	0	1	2	1	1	0	0	0	0	0	0	0	53626	1	1	26208	1830	1831	500	11
248000	0	1	1	0	0	0	0	0	1	0	0	0	12091	2	3	21449	103	104	500	11
23500	0.044	4	4	3	3	0	0	1	0	0	0	0	242349	1	1	3491	2674	2675	500	11
551000	0.117	1	1	1	1	0	0	0	0	0	0	0	37214	1	4	11777	1421	1422	500	11
98000	0.132	5	1	1	1	0	1	3	0	0	0	0	41655	1	1	7596	2073	2074	500	11
178000	0.041	2	2	2	2	0	0	0	0	0	0	0	57737	2	3	26497	1161	1162	500	11
248500	0	2	2	0	0	0	0	2	0	0	0	0	51001	1	1	21467	94	95	500	11
98500	0.255	2	2	0	0	0	1	1	0	0	0	0	54864	1	1	7629	2047	2048	500	11
400500	0	2	2	1	1	0	0	1	0	0	0	0	102217	1	1	24680	119	120	500	11
401000	0	1	0	0	0	0	1	0	0	0	0	0	42179	1	1	24722	491	492	500	11
99000	0.255	2	2	2	2	0	0	0	0	0	0	0	73776	1	1	7672	2048	2049	500	11
326000	0	2	2	2	2	0	0	0	0	0	0	0	80670	1	1	26221	1827	1828	500	11
551500	0	3	2	0	0	0	0	2	0	0	1	0	21384	1	1	11881	1440	1441	500	11
178500	0.041	1	1	1	1	0	0	0	0	0	0	0	49783	2	3	26497	1161	1162	500	11
476000	0	3	1	2	1	1	0	0	0	1	0	0	38102	2	3	27818	48	49	500	11
179000	0.041	1	2	1	1	0	0	0	0	0	0	0	49355	2	3	26497	1161	1162	500	11
24000	0	3	2	1	1	0	0	0	0	0	2	0	61975	1	1	3518	2775	2776	500	11
552000	0.201	2	2	0	0	0	2	0	0	0	0	0	28669	1	1	11974	1413	1414	500	11
476500	0	1	0	0	0	0	0	1	0	0	0	0	12090	2	3	27831	42	43	500	11
249000	0	2	3	2	1	1	0	0	0	0	0	0	87246	1	1	21478	114	115	500	11
477000	0	1	0	0	0	0	1	0	0	0	0	0	43832	1	3	27839	73	74	500	11
401500	0	3	0	1	1	0	0	0	0	0	2	0	37282	2	1	24760	494	495	500	11
179500	0	1	1	1	1	0	0	0	0	0	0	0	14904	2	3	26506	1191	1192	500	11
402000	0	1	1	1	1	0	0	0	0	0	0	0	50381	1	1	24800	492	493	500	11
180000	0	2	1	0	0	0	2	0	0	0	0	0	212648	1	1	26512	1192	1193	500	11
477500	0	2	4	1	1	0	0	1	0	0	0	0	74973	1	1	27846	80	81	500	11
402500	0	1	1	1	1	0	0	0	0	0	0	0	54863	1	1	24839	499	500	500	11
180500	0	1	1	0	0	0	0	1	0	0	0	0	0	2	3	26512	1192	1193	500	11
99500	0	4	3	3	2	1	0	0	0	0	0	1	82423	1	4	7723	2040	2041	500	11
100000	0.118	1	0	0	0	0	1	0	0	0	0	0	9377	2	4	7848	2156	2157	500	11
326500	0	6	1	3	2	1	0	1	0	0	0	2	43235	2	1	26241	1973	1974	500	11
552500	0.117	3	2	2	2	0	0	0	0	0	1	0	49783	1	1	12088	1425	1426	500	11
403000	0	2	1	1	1	0	0	1	0	0	0	0	34747	2	3	24888	895	896	500	11
249500	0	4	2	2	2	0	0	0	0	0	2	0	110742	1	1	21482	115	116	500	11
100500	0.118	1	1	1	1	0	0	0	0	0	0	0	18288	2	3	7878	2154	2155	500	11
553000	0	1	1	1	1	0	0	0	0	0	0	0	29613	1	1	12159	1385	1386	500	11
327000	0.058	3	1	1	1	0	0	0	0	1	0	1	26158	2	3	26265	1985	1986	500	11
101000	0.197	2	3	1	0	1	1	0	0	0	0	0	89431	1	1	7913	2016	2017	500	11
553500	0	1	1	0	0	0	1	0	0	0	0	0	12091	2	2	12195	1434	1435	500	11
250000	0	2	2	0	0	0	0	2	0	0	0	0	45313	1	1	21511	92	93	500	11
24500	0.044	5	1	2	2	0	0	0	0	0	3	0	109315	1	1	3542	2672	2673	500	11
478000	0	4	3	1	1	0	0	1	0	0	1	1	25661	2	3	27862	38	39	500	11
101500	0.059	2	2	2	0	2	0	0	0	0	0	0	27350	1	1	7947	2139	2140	500	11
403500	0.12	4	2	0	0	0	0	1	1	0	1	1	35536	2	3	24897	891	892	500	11
250500	0	2	1	2	2	0	0	0	0	0	0	0	76983	2	2	21515	93	94	500	11
25000	0	2	2	1	1	0	0	0	0	0	1	0	74845	2	2	3572	2769	2770	500	11
181000	0	6	3	4	4	0	0	2	0	0	0	0	160798	2	3	26521	1193	1194	500	11
181500	0	1	1	0	0	0	0	1	0	0	0	0	20828	1	2	26540	1189	1190	500	11
327500	0	4	3	3	2	0	0	0	1	0	1	0	109469	1	1	26277	1974	1975	500	11
554000	0.05	4	3	4	3	1	0	0	0	0	0	0	73557	2	1	12264	1455	1456	500	11
182000	0	1	0	1	1	0	0	0	0	0	0	0	13523	2	3	26798	626	627	500	11
251000	0	2	2	2	2	0	0	0	0	0	0	0	146337	1	1	21520	116	117	500	11
25500	0	2	3	2	1	1	0	0	0	0	0	0	53303	1	1	3572	2769	2770	500	11
478500	0.053	4	2	2	1	1	0	0	0	1	1	0	37081	1	1	27881	55	56	500	11
102000	0.118	3	2	2	2	0	0	0	0	0	0	1	48265	1	1	7983	2158	2159	500	11
554500	0.05	3	3	2	2	0	0	1	0	0	0	0	36674	1	4	12354	1450	1451	500	11
251500	0.044	1	1	0	0	0	0	0	1	0	0	0	0	2	3	21558	117	118	500	11
26000	0.095	2	2	1	1	0	1	0	0	0	0	0	43832	1	1	3595	2786	2787	500	11
182500	0	2	2	2	2	0	0	0	0	0	0	0	119645	1	1	26844	604	605	500	11
183000	0.064	1	1	1	1	0	0	0	0	0	0	0	105190	1	1	26909	1198	1199	500	11
555000	0	1	2	1	1	0	0	0	0	0	0	0	43630	1	1	12504	1408	1409	500	11
328000	0	3	3	3	3	0	0	0	0	0	0	0	129983	1	1	26292	1971	1972	500	11
102500	0.118	2	1	0	0	0	1	1	0	0	0	0	67445	2	1	8042	2151	2152	500	11
479000	0	2	2	2	2	0	0	0	0	0	0	0	56427	2	3	27918	76	77	500	11
404000	0	5	4	3	3	0	1	0	0	0	0	1	54883	1	1	24898	881	882	500	11
555500	0.201	2	4	0	0	0	2	0	0	0	0	0	51917	1	1	12568	1418	1419	500	11
183500	0.064	1	2	1	1	0	0	0	0	0	0	0	32715	2	3	26947	1200	1201	500	11
556000	0	1	1	1	1	0	0	0	0	0	0	0	43328	2	3	12625	1386	1387	500	11
404500	0.12	2	2	2	2	0	0	0	0	0	0	0	111542	1	3	24912	890	891	500	11
26500	0.095	3	2	2	0	2	0	0	0	0	0	1	42320	1	1	3610	2785	2786	500	11
328500	0.058	3	3	1	1	0	0	2	0	0	0	0	48435	1	1	26310	1986	1987	500	11
252000	0.044	3	2	2	2	0	0	0	0	0	0	1	33146	2	3	21565	117	118	500	11
556500	0	2	2	1	0	1	0	1	0	0	0	0	61159	1	4	12657	1435	1436	500	11
184000	0.064	1	0	0	0	0	1	0	0	0	0	0	10264	2	3	26957	1201	1202	500	11
557000	0	1	1	0	0	0	1	0	0	0	0	0	43334	1	1	12733	1412	1413	500	11
27000	0	1	1	1	1	0	0	0	0	0	0	0	129310	1	1	3617	2777	2778	500	11
557500	0	1	3	1	1	0	0	0	0	0	0	0	50799	1	1	12833	1397	1398	500	11
252500	0.044	1	1	1	1	0	0	0	0	0	0	0	35559	2	3	21565	117	118	500	11
329000	0.058	2	2	2	1	1	0	0	0	0	0	0	47243	1	1	26321	1990	1991	500	11
184500	0.064	1	1	1	1	0	0	0	0	0	0	0	19742	1	3	26957	1201	1202	500	11
558000	0	2	2	0	0	0	2	0	0	0	0	0	113220	1	4	12857	1396	1397	500	11
185000	0.064	1	1	0	0	0	0	1	0	0	0	0	25661	2	3	27030	1202	1203	500	11
405000	0	3	2	2	2	0	0	0	0	0	0	1	41251	2	1	24920	893	894	500	11
103000	0	4	2	2	2	0	0	0	0	0	1	1	83834	1	1	8078	2100	2101	500	11
479500	0	6	2	1	1	0	0	1	0	0	1	3	62014	1	1	27926	81	82	500	11
27500	0	2	2	2	2	0	0	0	0	0	0	0	138570	1	1	3681	2792	2793	500	11
405500	0	1	1	1	1	0	0	0	0	0	0	0	25782	2	3	24925	894	895	500	11
558500	0	2	2	1	1	0	1	0	0	0	0	0	51389	1	1	12881	1387	1388	500	11
253000	0.044	3	2	2	1	1	0	0	0	0	0	1	20152	2	3	21565	117	118	500	11
480000	0	2	1	1	1	0	0	1	0	0	0	0	65247	1	1	28395	921	922	500	11
28000	0.095	2	2	0	0	0	2	0	0	0	0	0	0	1	1	3833	2787	2788	500	11
559000	0	1	1	0	0	0	0	1	0	0	0	0	12831	2	3	12935	1444	1445	500	11
480500	0	1	1	1	1	0	0	0	0	0	0	0	84101	1	1	28534	1125	1126	500	11
406000	0	2	3	1	0	1	0	1	0	0	0	0	46024	2	3	24929	894	895	500	11
185500	0	5	3	2	1	1	0	0	0	0	3	0	111626	1	1	27035	1207	1208	500	11
406500	0	1	2	1	0	1	0	0	0	0	0	0	21160	2	3	24951	889	890	500	11
329500	0.133	2	2	2	1	1	0	0	0	0	0	0	42320	1	1	26336	1871	1872	500	11
253500	0.047	3	1	1	1	0	0	1	0	0	0	1	25679	2	3	21594	853	854	500	11
186000	0	3	2	1	0	1	2	0	0	0	0	0	60146	1	1	27047	1207	1208	500	11
28500	0	5	2	1	1	0	0	1	0	0	0	3	167807	1	1	3905	2795	2796	500	11
186500	0	1	2	0	0	0	0	1	0	0	0	0	51750	2	3	27057	1225	1226	500	11
254000	0.076	1	1	1	1	0	0	0	0	0	0	0	33167	1	3	23258	747	748	500	11
254500	0.076	1	1	0	0	0	0	1	0	0	0	0	23888	1	1	23266	753	754	500	11
330000	0	1	1	1	1	0	0	0	0	0	0	0	20729	2	3	26372	1972	1973	500	11
559500	0	3	4	3	3	0	0	0	0	0	0	0	183600	1	4	12979	1443	1444	500	11
29000	0	2	2	0	0	0	0	2	0	0	0	0	84326	1	4	4054	2618	2619	500	11
255000	0	1	2	1	1	0	0	0	0	0	0	0	23523	2	2	23288	744	745	500	11
407000	0	3	3	3	1	2	0	0	0	0	0	0	40305	2	3	24987	886	887	500	11
407500	0	1	0	0	0	0	0	1	0	0	0	0	8019	2	3	25043	901	902	500	11
103500	0	1	1	1	1	0	0	0	0	0	0	0	38157	1	1	8287	2173	2174	500	11
330500	0	2	2	1	0	0	0	1	1	0	0	0	2715	2	3	26376	1965	1966	500	11
187000	0	2	2	2	2	0	0	0	0	0	0	0	124966	2	3	27061	1196	1197	500	11
255500	0.076	1	1	1	1	0	0	0	0	0	0	0	39484	1	1	23317	752	753	500	11
256000	0	1	0	0	0	0	0	1	0	0	0	0	28854	2	2	23368	746	747	500	11
481000	0	4	2	1	1	0	0	1	0	0	1	1	47751	2	3	28562	1122	1123	500	11
408000	0	1	1	1	1	0	0	0	0	0	0	0	21210	2	3	25086	885	886	500	11
104000	0.169	3	4	1	1	0	1	1	0	0	0	0	98550	1	1	1331	307	308	500	11
256500	0	1	1	1	1	0	0	0	0	0	0	0	176197	2	3	23376	831	832	500	11
408500	0	1	1	0	0	0	0	1	0	0	0	0	12091	2	3	25088	885	886	500	11
104500	0.169	1	1	0	0	0	1	0	0	0	0	0	100379	1	2	1346	306	307	500	11
331000	0	3	2	1	1	0	0	1	0	0	0	1	28869	2	3	29575	1634	1635	500	11
481500	0	2	4	1	1	0	0	1	0	0	0	0	342491	2	3	28570	1106	1107	500	11
187500	0	1	1	1	1	0	0	0	0	0	0	0	81279	1	3	27148	1224	1225	500	11
409000	0	1	0	0	0	0	1	0	0	0	0	0	10725	2	3	25114	900	901	500	11
482000	0	1	1	1	1	0	0	0	0	0	0	0	34259	2	3	28588	1132	1133	500	11
257000	0	2	2	1	1	0	0	1	0	0	0	0	43789	2	1	23384	831	832	500	11
105000	0	1	1	1	1	0	0	0	0	0	0	0	55883	2	3	4684	709	710	500	11
29500	0	4	3	3	3	0	0	0	0	0	0	1	55870	1	1	4097	2619	2620	500	11
188000	0	1	1	1	1	0	0	0	0	0	0	0	65222	2	3	27159	1227	1228	500	11
105500	0	2	1	0	0	0	2	0	0	0	0	0	45335	1	1	4744	711	712	500	11
331500	0	2	1	0	0	0	0	0	2	0	0	0	7053	2	3	29585	1667	1668	500	11
257500	0	1	3	1	1	0	0	0	0	0	0	0	88839	2	3	23389	830	831	500	11
482500	0	1	0	1	0	1	0	0	0	0	0	0	75572	1	1	28640	1109	1110	500	11
560000	0	5	3	2	1	1	0	0	0	0	2	1	20828	2	3	13076	1376	1377	500	11
409500	0	2	2	0	0	0	0	2	0	0	0	0	15114	2	3	25208	681	682	500	11
410000	0	1	0	0	0	0	0	1	0	0	0	0	8126	2	3	26616	655	656	500	11
106000	0	1	2	1	1	0	0	0	0	0	0	0	38658	1	1	4766	701	702	500	11
30000	0	2	1	0	0	0	1	1	0	0	0	0	59927	1	1	4160	2625	2626	500	11
332000	0	2	3	1	1	0	0	1	0	0	0	0	43832	2	3	29587	1667	1668	500	11
483000	0	1	1	1	1	0	0	0	0	0	0	0	32076	2	3	28656	1130	1131	500	11
410500	0	2	0	0	0	0	0	1	0	1	0	0	9144	2	1	26654	653	654	500	11
258000	0.047	2	2	1	1	0	1	0	0	0	0	0	26504	1	3	23395	836	837	500	11
188500	0	2	2	0	0	0	0	1	1	0	0	0	30479	2	3	27164	1226	1227	500	11
30500	0.04	1	1	1	1	0	0	0	0	0	0	0	34792	1	1	8310	2715	2716	500	11
483500	0	1	1	1	1	0	0	0	0	0	0	0	155825	1	1	6405	2371	2372	500	11
332500	0	3	2	1	0	1	1	1	0	0	0	0	42741	2	2	29601	1660	1661	500	11
31000	0.033	2	2	1	1	0	0	1	0	0	0	0	56427	1	1	8348	2616	2617	500	11
106500	0	2	2	2	1	1	0	0	0	0	0	0	70937	1	1	4784	713	714	500	11
258500	0.047	2	2	1	1	0	0	1	0	0	0	0	128027	1	1	23397	836	837	500	11
31500	0	2	2	0	0	0	2	0	0	0	0	0	38201	1	1	8376	2631	2632	500	11
560500	0	5	4	1	1	0	0	1	0	0	2	1	69499	1	1	13104	1384	1385	500	11
189000	0	2	2	2	2	0	0	0	0	0	0	0	190974	2	3	27174	1228	1229	500	11
411000	0	2	2	1	1	0	0	0	0	0	0	1	35284	1	2	26675	562	563	500	11
484000	0	3	2	1	1	0	0	1	0	0	1	0	153413	1	1	10253	2413	2414	500	11
32000	0	1	1	1	1	0	0	0	0	0	0	0	24751	1	1	8418	2629	2630	500	11
107000	0	1	1	0	0	0	0	1	0	0	0	0	42320	2	1	5327	490	491	500	11
259000	0.047	3	3	2	2	0	0	1	0	0	0	0	69285	1	1	23459	833	834	500	11
411500	0	2	0	1	0	1	0	0	0	0	1	0	13407	2	3	26698	146	147	500	11
189500	0	2	3	2	2	0	0	0	0	0	0	0	77889	1	1	28148	1220	1221	500	11
333000	0.143	4	4	2	2	0	0	0	0	0	2	0	133094	1	1	29619	1671	1672	500	11
259500	0	1	2	1	1	0	0	0	0	0	0	0	26730	2	3	23527	757	758	500	11
484500	0	3	2	2	2	0	0	1	0	0	0	0	141221	1	1	14509	2565	2566	500	11
561000	0	3	2	1	1	0	0	0	0	0	1	1	33561	1	1	13132	1347	1348	500	11
561500	0	1	1	0	0	0	0	1	0	0	0	0	12395	1	1	13198	1393	1394	500	11
412000	0	2	0	0	0	0	0	0	2	0	0	0	9674	2	2	27212	1026	1027	500	11
562000	0	1	1	0	0	0	0	1	0	0	0	0	7699	2	3	13267	1401	1402	500	11
107500	0	3	2	1	1	0	0	2	0	0	0	0	145199	1	1	5344	485	486	500	11
485000	0	2	2	1	1	0	0	1	0	0	0	0	94091	1	1	15330	2586	2587	500	11
485500	0	2	2	0	0	0	2	0	0	0	0	0	17678	1	1	15571	2581	2582	500	11
412500	0	3	0	0	0	0	2	1	0	0	0	0	22571	2	1	27241	947	948	500	11
190000	0	3	2	0	0	0	0	1	0	1	1	0	28955	2	3	28319	627	628	500	11
562500	0	2	0	0	0	0	0	1	0	0	1	0	8489	2	1	13306	1374	1375	500	11
108000	0.059	1	1	1	1	0	0	0	0	0	0	0	32076	2	3	5358	446	447	500	11
333500	0	4	4	2	2	0	0	0	0	0	1	1	129030	1	1	29642	2004	2005	500	11
486000	0.049	1	3	1	1	0	0	0	0	0	0	0	63186	1	1	15795	2600	2601	500	11
108500	0.059	1	2	1	1	0	0	0	0	0	0	0	42320	1	1	5372	443	444	500	11
32500	0	4	3	1	1	0	0	0	1	1	1	0	31351	2	1	8468	2693	2694	500	11
109000	0.4	1	0	0	0	0	1	0	0	0	0	0	17532	2	3	5392	390	391	500	11
190500	0	1	1	0	0	0	1	0	0	0	0	0	50739	1	3	28347	1223	1224	500	11
260000	0	4	1	2	2	0	0	0	0	0	2	0	81279	2	3	23527	757	758	500	11
563000	0	4	4	1	1	0	0	3	0	0	0	0	56285	1	1	13341	1381	1382	500	11
334000	0	2	2	2	2	0	0	0	0	0	0	0	294635	1	1	29667	2003	2004	500	11
413000	0	4	0	0	0	0	0	0	2	0	2	0	353	2	3	27276	945	946	500	11
33000	0	3	3	1	1	0	2	0	0	0	0	0	161572	1	1	8497	2689	2690	500	11
413500	0	1	0	0	0	0	1	0	0	0	0	0	15849	1	1	27323	957	958	500	11
33500	0.044	1	1	0	0	0	0	1	0	0	0	0	64153	1	1	8544	2676	2677	500	11
191000	0	3	3	2	2	0	0	0	0	0	0	1	186410	1	1	28363	1213	1214	500	11
260500	0	2	2	2	2	0	0	0	0	0	0	0	59226	2	3	23527	757	758	500	11
334500	0	3	3	1	1	0	1	1	0	0	0	0	66333	1	1	29701	1794	1795	500	11
486500	0.049	4	1	1	1	0	0	1	0	0	2	0	61876	1	1	15815	2601	2602	500	11
191500	0	1	2	0	0	0	1	0	0	0	0	0	99002	1	1	28370	1213	1214	500	11
109500	0.4	3	3	3	3	0	0	0	0	0	0	0	109568	1	1	5392	390	391	500	11
414000	0	2	2	2	2	0	0	0	0	0	0	0	68430	1	1	27382	998	999	500	11
414500	0	1	0	0	0	0	0	1	0	0	0	0	25603	2	3	27388	1000	1001	500	11
563500	0	5	1	1	1	0	0	1	0	3	0	0	42468	1	1	13385	1345	1346	500	11
335000	0	3	1	1	1	0	0	0	0	0	1	1	13579	2	3	29800	1808	1809	500	11
261000	0.047	2	3	2	2	0	0	0	0	0	0	0	64153	1	3	23541	852	853	500	11
335500	0	1	1	1	1	0	0	0	0	0	0	0	57911	2	3	29828	1810	1811	500	11
