hhno hhsize hhvehs hhwkrs hhftw hhptw hhret hhoad hhuni hhhsc hh515 hhcu5 hhincome hownrent hrestype hhparcel hhtaz hhxco hhyco hhexpfac
6011481 1 1 1 1 0 0 0 0 0 0 0 -1 1 2 22105 1088 -86.80549 36.097843 183.24506
6011494 1 1 1 1 0 0 0 0 0 0 0 125000 1 1 4531 366 -86.631183 36.222802 183.24506
6011503 2 2 2 1 1 0 0 0 0 0 0 67500 2 3 22718 981 -86.812923 36.142076 28.166385
6011552 3 2 1 0 1 0 1 1 0 0 0 -1 2 4 16078 1272 -87.128812 35.739125 108.337571
6011607 2 1 1 1 0 0 1 0 0 0 0 -1 2 1 24310 57 -86.720647 36.090187 48.270624
6011647 2 2 0 0 0 2 0 0 0 0 0 87500 1 1 30871 1907 -86.343811 35.869543 38.178395
6011673 2 3 2 2 0 0 0 0 0 0 0 67500 1 1 25779 1838 -86.403039 35.913692 93.373343
6011688 2 2 0 0 0 2 0 0 0 0 0 125000 1 1 17438 2464 -86.932676 35.931728 24.499764
6011743 1 1 1 1 0 0 0 0 0 0 0 5000 2 2 27195 452 -86.726331 36.207931 33.485045
6011881 1 1 1 1 0 0 0 0 0 0 0 67500 2 3 23340 695 -86.681654 36.151015 318.089004
6011892 2 2 0 0 0 2 0 0 0 0 0 55000 1 1 21535 92 -86.692918 36.052343 30.470701
6011979 2 3 1 1 0 0 0 1 0 0 0 67500 1 1 30021 2000 -86.500451 35.975877 119.068424
6012009 2 3 0 0 0 2 0 0 0 0 0 -1 1 1 26386 282 -86.827953 36.226784 33.422311
6012016 1 1 1 1 0 0 0 0 0 0 0 -1 1 1 30369 1830 -86.439698 35.822361 118.319379
6012101 2 4 0 0 0 2 0 0 0 0 0 -1 1 1 1135 2264 -86.609179 36.269988 17.93771
6012179 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 19833 2519 -86.855804 35.915582 24.499764
6012209 3 3 2 1 1 0 0 1 0 0 0 125000 1 1 17735 2504 -86.847149 35.93319 33.345348
6012238 3 2 2 1 1 0 0 1 0 0 0 175000 1 1 19865 2525 -86.840504 35.913552 36.147607
6012249 4 1 4 2 2 0 0 0 0 0 0 40000 1 1 28071 504 -86.762046 36.19064 72.754507
6012261 2 1 2 2 0 0 0 0 0 0 0 87500 2 3 19823 2519 -86.846916 35.906693 24.268958
6012282 3 3 1 0 0 0 0 3 0 0 0 5000 2 3 31463 1894 -86.387464 35.862993 69.284955
6012285 1 1 0 0 0 1 0 0 0 0 0 55000 3 1 26306 1983 -86.361423 35.836593 105.772175
6012295 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 31156 1891 -86.384229 35.865355 37.361886
6012332 2 2 1 0 0 0 1 1 0 0 0 27500 2 2 21787 1031 -86.781994 36.125395 40.752751
6012343 1 2 0 0 0 0 0 1 0 0 0 40000 1 1 28017 498 -86.741436 36.194521 21.137344
6012347 4 5 1 1 0 1 1 0 0 0 1 -1 1 1 6361 1255 -86.821353 36.055584 381.290352
6012360 2 2 2 1 1 0 0 0 0 0 0 -1 1 1 19961 1762 -86.567971 35.929586 94.813693
6012371 2 2 1 0 1 1 0 0 0 0 0 175000 1 1 28602 984 -86.821688 36.127527 223.017177
6012448 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 14559 1327 -87.02972 35.619239 51.434422
6012495 2 4 1 1 0 0 1 0 0 0 0 67500 1 1 8410 2630 -86.427041 36.207308 100.085864
6012533 1 1 1 0 1 0 0 0 0 0 0 27500 1 1 856 2137 -86.408865 36.395793 48.314826
6012568 2 3 2 2 0 0 0 0 0 0 0 87500 1 1 5237 526 -86.726167 36.180336 30.894782
6012605 3 2 2 1 1 0 0 0 0 0 1 87500 1 2 22202 1121 -86.814099 36.126809 213.404873
6012612 6 3 2 2 0 0 1 0 0 2 1 40000 1 1 25736 1634 -86.553931 36.011777 72.73796
6012624 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 9855 1138 -86.856519 36.139702 28.166385
6012658 1 1 1 1 0 0 0 0 0 0 0 125000 1 1 4920 160 -86.79271 36.182707 33.485045
6012695 1 1 0 0 0 1 0 0 0 0 0 22500 2 1 9451 545 -86.815053 36.220938 25.036661
6012745 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 23653 778 -86.639192 36.077361 33.485045
6012777 2 3 0 0 0 0 2 0 0 0 0 67500 1 1 30631 1724 -86.213189 35.745399 68.894361
6012785 1 0 0 0 0 0 1 0 0 0 0 15000 2 3 6115 640 -86.803674 36.191205 25.036661
6012850 2 1 0 0 0 1 1 0 0 0 0 55000 1 1 30660 1875 -86.320276 35.793176 111.213427
6012851 2 4 1 1 0 0 1 0 0 0 0 175000 1 1 10274 1247 -86.874451 36.049357 219.969229
6012853 3 1 2 2 0 1 0 0 0 0 0 40000 1 1 11450 1429 -87.212054 35.518526 391.345756
6012878 3 1 2 2 0 0 0 0 0 1 0 -1 1 1 20148 2339 -86.724418 36.010036 252.772788
6012916 1 1 1 1 0 0 0 0 0 0 0 27500 2 3 27224 955 -86.798481 36.135624 33.485045
6012931 2 3 0 0 0 0 2 0 0 0 0 40000 1 1 15141 1286 -87.002781 35.691146 108.299039
6012941 2 0 0 0 0 0 2 0 0 0 0 5000 1 1 16225 2578 -87.066086 35.840888 184.369959
6013032 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 6653 2266 -86.622411 36.292997 77.333599
6013033 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 21546 90 -86.677246 36.049703 33.485045
6013089 1 1 0 0 0 1 0 0 0 0 0 22500 1 3 32475 2708 -86.306507 36.18805 45.577711
6013106 4 2 2 2 0 0 0 0 0 2 0 87500 1 1 21120 1754 -86.586413 35.962092 389.562024
6013117 1 1 1 1 0 0 0 0 0 0 0 22500 2 3 5608 320 -86.695809 36.314937 318.089004
6013145 2 3 1 0 1 0 1 0 0 0 0 -1 1 1 17577 2467 -86.956934 35.919228 17.726426
6013155 2 2 1 0 1 0 1 0 0 0 0 175000 1 1 31156 1891 -86.375217 35.884966 42.7073
6013176 2 2 2 1 1 0 0 0 0 0 0 67500 1 1 5705 1620 -86.552965 36.03545 33.491023
6013189 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 7035 2099 -86.660438 36.419754 44.975084
6013202 1 1 0 0 0 0 1 0 0 0 0 22500 1 1 9773 759 -86.616614 36.172905 137.011743
6013244 3 2 1 1 0 0 2 0 0 0 0 5000 2 3 14194 1333 -87.025999 35.65173 73.805143
6013323 3 3 2 2 0 0 0 0 0 1 0 125000 1 1 12557 1419 -87.141102 35.606366 225.347537
6013379 2 3 2 2 0 0 0 0 0 0 0 125000 1 1 20689 1751 -86.389177 35.657327 60.435821
6013423 2 3 1 1 0 1 0 0 0 0 0 55000 1 1 1388 2200 -86.719576 36.374125 271.055475
6013484 4 3 2 1 1 0 0 1 0 1 0 55000 1 1 3549 2678 -86.527726 36.188948 160.278949
6013487 1 1 0 0 0 1 0 0 0 0 0 5000 1 1 2152 2082 -86.479455 36.574739 359.173598
6013504 3 1 2 1 1 1 0 0 0 0 0 40000 1 2 31405 1678 -86.533759 35.950623 160.713719
6013529 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 26430 1136 -86.855351 36.14491 33.485045
6013590 2 3 2 2 0 0 0 0 0 0 0 -1 1 1 17111 1738 -86.461281 35.733184 93.373343
6013629 3 2 2 1 0 0 0 1 0 1 0 125000 1 1 19917 2506 -86.846438 35.926102 70.390371
6013675 5 3 1 1 0 1 1 0 0 2 0 -1 1 1 6803 2191 -86.663144 36.330866 574.194526
6013683 1 1 0 0 0 0 1 0 0 0 0 -1 1 2 9794 280 -86.847359 36.219716 25.036661
6013736 2 1 0 0 0 1 1 0 0 0 0 -1 1 1 11157 1558 -86.877244 36.479345 35.61732
6013760 1 1 0 0 0 0 1 0 0 0 0 22500 2 3 9855 1138 -86.870942 36.141176 25.036661
6013779 3 2 2 2 0 0 0 0 0 1 0 67500 2 3 128 2286 -86.587261 36.313475 350.436434
6013785 1 1 0 0 0 1 0 0 0 0 0 87500 1 1 31962 1979 -86.369265 35.839184 105.772175
6013905 2 1 0 0 0 0 2 0 0 0 0 67500 1 1 19833 2519 -86.843949 35.914731 27.12883
6013922 2 2 1 1 0 0 1 0 0 0 0 125000 1 1 5096 548 -86.80922 36.211057 40.752751
6014004 5 2 1 1 0 0 1 0 1 1 1 40000 1 1 9115 1640 -86.5866 36.009549 96.595376
6014026 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 13274 1403 -87.062372 35.617008 126.242542
6014074 2 2 2 2 0 0 0 0 0 0 0 125000 1 2 23714 794 -86.659418 36.079764 28.166385
6014123 2 1 1 1 0 0 0 0 0 0 1 40000 2 2 20811 1769 -86.498194 35.888817 303.337984
6014125 1 1 1 1 0 0 0 0 0 0 0 22500 2 2 21619 1673 -86.543234 35.961357 118.319379
6014162 2 2 2 1 1 0 0 0 0 0 0 175000 1 1 9875 1148 -86.875726 36.116715 154.138983
6014250 1 1 0 0 0 1 0 0 0 0 0 15000 2 3 24912 891 -86.718471 36.131788 25.036661
6014305 2 4 1 1 0 0 1 0 0 0 0 67500 1 1 1906 2097 -86.597821 36.491279 21.170268
6014324 3 3 2 2 0 0 0 0 0 1 0 87500 1 1 26663 565 -86.843772 36.184959 42.773716
6014329 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 26729 378 -86.688454 36.258756 33.485045
6014363 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 30078 1995 -86.506511 35.983346 108.083727
6014417 3 2 2 2 0 0 0 0 0 1 0 67500 2 3 31933 1676 -86.522897 35.960342 380.838781
6014444 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 21535 92 -86.691325 36.051744 28.166385
6014535 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 24599 40 -86.710783 36.078452 30.470701
6014536 1 1 1 1 0 0 0 0 0 0 0 -1 1 1 19463 2363 -86.771324 35.957553 492.938877
6014537 3 2 1 1 0 2 0 0 0 0 0 87500 1 1 2707 2727 -86.280348 36.225909 78.772343
6014580 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 2400 2173 -86.44965 36.376429 227.287254
6014659 1 1 1 1 0 0 0 0 0 0 0 15000 1 4 25736 1634 -86.553437 36.004321 41.793933
6014696 2 2 2 1 1 0 0 0 0 0 0 22500 2 2 10410 489 -86.719658 36.189207 28.166385
6014702 1 1 0 0 0 1 0 0 0 0 0 -1 1 3 7030 2099 -86.683067 36.436018 37.623064
6014712 4 3 2 1 1 0 0 0 0 2 0 -1 1 1 9041 2625 -86.22801 36.193011 99.552142
6014723 3 3 2 2 0 0 0 0 0 1 0 67500 1 1 11157 1558 -86.876206 36.4776 43.770387
6014736 2 1 1 0 1 0 0 1 0 0 0 15000 2 3 22690 978 -86.819668 36.143815 48.270624
6014790 4 4 3 3 0 0 1 0 0 0 0 -1 2 1 20540 1779 -86.525876 35.84026 186.505201
6014800 2 2 0 0 0 0 2 0 0 0 0 87500 1 1 3506 2776 -86.495769 36.145246 37.194337
6014862 1 1 1 1 0 0 0 0 0 0 0 5000 1 2 1931 2088 -86.597293 36.496373 31.271732
6014883 4 3 2 2 0 0 0 0 0 1 1 55000 1 1 5851 579 -86.867586 36.229708 53.55241
6014884 2 1 0 0 0 0 2 0 0 0 0 40000 1 3 31022 1892 -86.368024 35.873287 39.283898
6014979 3 4 2 2 0 0 0 0 0 1 0 87500 1 1 1164 2262 -86.617926 36.286655 27.656752
6014981 2 2 2 2 0 0 0 0 0 0 0 55000 1 1 25833 1842 -86.427422 35.906812 94.813693
6015002 4 2 2 1 1 0 0 0 0 2 0 67500 2 1 8696 2771 -86.496973 36.167817 49.83204
6015007 2 2 0 0 0 2 0 0 0 0 0 40000 1 2 30813 1908 -86.353578 35.852305 38.178395
6015049 1 1 1 1 0 0 0 0 0 0 0 87500 1 1 24517 1057 -86.728553 36.112337 33.485045
6015096 2 2 2 2 0 0 0 0 0 0 0 87500 2 3 31454 1896 -86.376914 35.864703 33.491023
6015120 2 1 1 1 0 0 0 0 0 1 0 5000 1 1 24014 546 -86.818908 36.22448 48.270624
6015199 1 2 1 0 1 0 0 0 0 0 0 27500 1 1 27992 478 -86.741181 36.201643 28.269941
6015208 2 2 1 1 0 0 1 0 0 0 0 67500 1 3 21633 1093 -86.785079 36.117128 28.166385
6015299 2 2 0 0 0 2 0 0 0 0 0 40000 1 1 24371 1047 -86.737653 36.116523 166.749227
6015338 1 1 1 0 1 0 0 0 0 0 0 -1 1 1 12892 1390 -87.062217 35.608496 64.380723
6015354 2 0 1 1 0 0 1 0 0 0 0 15000 1 1 22317 938 -86.777374 36.137583 40.752751
6015363 4 2 1 1 0 0 1 0 0 1 1 40000 1 1 29640 2005 -86.478007 35.898876 496.764224
6015414 4 0 0 0 0 0 1 0 0 1 2 5000 2 3 6144 649 -86.818027 36.189542 62.560803
6015447 1 0 0 0 0 1 0 0 0 0 0 5000 2 3 31463 1894 -86.387464 35.862993 37.361886
6015457 1 2 0 0 0 1 0 0 0 0 0 22500 1 1 24639 470 -86.729404 36.201538 21.137344
6015584 2 2 2 0 2 0 0 0 0 0 0 87500 1 1 6386 13 -86.766196 36.047397 154.138983
6015608 2 3 2 2 0 0 0 0 0 0 0 125000 1 1 19697 2510 -86.825869 35.931107 39.370542
6015610 4 3 2 2 0 0 0 0 0 2 0 125000 1 1 2842 2654 -86.379155 36.242045 160.278949
6015711 5 3 2 1 1 0 1 0 0 1 1 67500 1 1 27993 478 -86.741933 36.200256 85.805637
6015752 2 2 2 2 0 0 0 0 0 0 0 175000 2 1 4828 161 -86.789353 36.179125 28.166385
6015763 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 4558 363 -86.658033 36.251898 154.138983
6015819 4 2 1 1 0 0 1 0 0 2 0 175000 1 1 31015 1892 -86.369161 35.879828 71.965201
6015839 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 4797 229 -86.778194 36.165489 33.485045
6015847 5 2 2 2 0 0 0 0 1 2 0 67500 1 1 1057 2250 -86.640325 36.298022 59.523032
6015862 2 2 2 2 0 0 0 0 0 0 0 175000 1 1 11157 1558 -86.876622 36.481542 38.513922
6015865 6 4 2 1 1 0 0 1 0 2 1 67500 1 1 12557 1419 -87.152975 35.597457 165.161636
6015900 1 2 1 1 0 0 0 0 0 0 0 27500 1 1 11661 1431 -87.238071 35.484041 142.218876
6016079 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 5945 581 -86.887019 36.150902 33.485045
6016080 2 1 1 1 0 0 0 0 0 1 0 40000 1 1 4361 1615 -86.548027 36.027317 43.943943
6016083 2 2 2 1 0 0 0 1 0 0 0 67500 2 3 21588 854 -86.638211 36.040141 267.564734
6016093 3 3 2 2 0 0 0 0 0 1 0 125000 1 1 28370 1214 -86.959705 36.063283 406.326123
6016103 1 1 0 0 0 1 0 0 0 0 0 27500 1 3 26029 1832 -86.40565 35.796319 105.772175
6016156 1 2 0 0 0 1 0 0 0 0 0 22500 2 1 1525 301 -86.758403 36.34404 71.757412
6016194 2 1 1 1 0 1 0 0 0 0 0 67500 1 2 24031 290 -86.799654 36.2414 48.270624
6016205 2 2 2 0 0 0 0 2 0 0 0 27500 2 3 21627 1093 -86.783431 36.11135 267.564734
6016215 3 2 1 1 0 0 0 1 0 0 1 5000 2 3 13132 1348 -87.018236 35.603324 73.805143
6016312 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 25624 1682 -86.482262 35.985161 37.361886
6016335 1 1 1 0 1 0 0 0 0 0 0 -1 1 1 17156 2479 -86.886268 35.964119 42.645539
6016379 2 2 1 1 0 1 0 0 0 0 0 40000 1 1 25067 874 -86.715285 36.111234 40.752751
6016477 2 3 2 2 0 0 0 0 0 0 0 40000 2 2 28001 475 -86.739921 36.19526 30.894782
6016504 2 1 2 2 0 0 0 0 0 0 0 40000 2 2 23742 795 -86.651603 36.091123 33.362385
6016515 2 2 2 1 0 0 0 1 0 0 0 27500 1 1 5265 528 -86.738456 36.167744 28.166385
6016621 2 2 0 0 0 0 2 0 0 0 0 40000 1 1 15009 1283 -87.029773 35.754831 56.308003
6016646 2 3 2 2 0 0 0 0 0 0 0 55000 1 1 365 2278 -86.49013 36.327395 249.110062
6016686 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 23932 466 -86.764331 36.200643 33.485045
6016691 2 2 2 2 0 0 0 0 0 0 0 175000 1 2 22695 976 -86.821532 36.144753 28.166385
6016741 2 3 2 2 0 0 0 0 0 0 0 125000 1 1 18033 2442 -87.157107 35.983765 233.699164
6016763 5 1 1 0 1 0 1 0 0 1 2 27500 2 1 10916 1549 -86.868306 36.505714 101.138933
6016770 1 1 0 0 0 0 1 0 0 0 0 15000 2 2 31918 1964 -86.377483 35.837283 37.361886
6016783 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 29408 1602 -87.120297 36.481831 155.630823
6016786 3 2 2 1 1 0 0 0 0 0 1 55000 1 1 28148 1221 -86.967293 36.07203 370.442419
6016836 2 0 0 0 0 2 0 0 0 0 0 5000 1 1 16049 1328 -87.023856 35.621853 38.359917
6016853 5 2 2 2 0 0 2 0 0 1 0 40000 1 1 24013 546 -86.817448 36.221398 78.227921
6016920 1 2 0 0 0 1 0 0 0 0 0 27500 1 1 5706 1620 -86.554908 36.039711 36.310471
6017025 2 2 0 0 0 0 2 0 0 0 0 15000 1 1 864 2146 -86.422328 36.392973 23.808105
6017102 1 0 0 0 0 1 0 0 0 0 0 -1 2 3 4865 158 -86.790458 36.183308 25.036661
6017163 3 3 1 1 0 1 1 0 0 0 0 67500 1 1 4066 2623 -86.195075 36.271623 144.025053
6017181 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 24822 502 -86.751483 36.185325 25.036661
6017183 1 2 0 0 0 0 1 0 0 0 0 15000 2 3 23559 851 -86.650629 36.051574 200.792823
6017216 1 1 0 0 0 1 0 0 0 0 0 15000 2 6 6146 649 -86.820884 36.1867 25.036661
6017304 3 2 2 2 0 0 0 0 0 1 0 67500 1 1 29302 1508 -87.024405 36.539084 180.441185
6017305 5 2 1 1 0 0 1 0 0 1 2 40000 3 1 16663 1787 -86.648219 35.76412 176.998871
6017343 3 1 1 1 0 0 0 0 0 1 1 67500 1 1 21106 1753 -86.618679 35.959941 204.939961
6017344 5 3 1 1 0 0 2 0 0 2 0 67500 1 1 5753 1626 -86.54956 36.035431 95.127959
6017391 2 1 0 0 0 2 0 0 0 0 0 40000 1 4 1523 301 -86.777858 36.389936 169.573971
6017415 2 2 2 2 0 0 0 0 0 0 0 40000 2 3 31713 1902 -86.368147 35.858195 33.491023
6017421 2 2 1 1 0 1 0 0 0 0 0 125000 1 1 10695 1490 -86.786902 36.480843 150.065711
6017422 1 1 1 1 0 0 0 0 0 0 0 15000 2 1 5901 281 -86.842202 36.2393 33.485045
6017573 1 0 0 0 0 1 0 0 0 0 0 15000 1 4 13132 1348 -87.026313 35.606633 51.434422
6017668 2 3 1 0 1 1 0 0 0 0 0 40000 1 1 18824 2557 -86.781546 35.857922 204.899384
6017721 2 4 0 0 0 2 0 0 0 0 0 87500 1 1 3324 2671 -86.576435 36.230395 74.566239
6017727 3 3 3 3 0 0 0 0 0 0 0 87500 1 1 5936 587 -86.871534 36.16131 53.812839
6017784 5 2 2 1 1 0 1 0 0 2 0 -1 1 1 13095 1376 -87.050046 35.601124 89.252164
6017796 1 3 0 0 0 0 1 0 0 0 0 67500 1 1 11291 1574 -86.886847 36.519988 21.693767
6017800 4 1 1 1 0 0 0 1 0 0 2 40000 3 1 22906 668 -86.81796 36.159414 83.671355
6017807 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 10516 403 -86.735998 36.238751 183.24506
6017819 2 2 2 2 0 0 0 0 0 0 0 175000 1 1 18796 2531 -86.835421 35.896958 21.917044
6017825 5 2 2 2 0 0 0 0 0 3 0 67500 1 1 2315 2037 -86.347007 36.621478 367.795839
6017832 2 2 0 0 0 2 0 0 0 0 0 40000 1 1 1114 2232 -86.605192 36.254341 23.808105
6017841 1 1 1 1 0 0 0 0 0 0 0 22500 1 1 28005 479 -86.748055 36.199395 33.485045
6017883 4 2 1 1 0 0 1 0 0 2 0 40000 1 1 10574 1583 -86.858936 36.465268 93.23201
6017899 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 1501 2237 -86.654429 36.31029 77.333599
6017933 2 4 2 2 0 0 0 0 0 0 0 40000 2 1 27979 417 -86.773076 36.258596 27.781438
6017956 1 1 0 0 0 0 1 0 0 0 0 15000 2 1 24912 891 -86.718461 36.131781 25.036661
6017968 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 31792 1913 -86.37627 35.860123 41.793933
6017984 1 1 1 1 0 0 0 0 0 0 0 55000 1 3 9664 400 -86.722186 36.268817 183.24506
6017987 2 2 1 1 0 0 1 0 0 0 0 87500 1 1 24950 890 -86.712883 36.12125 40.752751
6018024 1 4 1 1 0 0 0 0 0 0 0 40000 1 1 23991 416 -86.768745 36.247514 27.883579
6018113 4 3 2 1 1 0 0 0 0 2 0 125000 1 1 28984 1610 -86.93813 36.467641 134.248838
6018123 3 2 2 2 0 0 0 0 0 0 1 27500 2 2 3301 2660 -86.567791 36.223819 551.26131
6018219 6 1 0 0 0 0 1 1 0 3 1 27500 1 1 9174 736 -86.600856 36.212974 206.656834
6018248 2 2 2 1 1 0 0 0 0 0 0 87500 1 1 17313 2451 -86.888542 35.933134 42.679143
6018260 3 3 3 3 0 0 0 0 0 0 0 67500 1 1 24599 40 -86.711806 36.078544 53.812839
6018327 1 2 1 1 0 0 0 0 0 0 0 40000 1 1 8466 2695 -86.512404 36.206772 276.508094
6018331 5 3 2 1 0 0 1 0 1 2 0 -1 1 1 25812 1878 -86.408065 35.909281 211.191837
6018361 2 1 0 0 0 1 1 0 0 0 0 -1 3 1 29259 1533 -86.887357 36.50795 35.61732
6018437 2 2 1 1 0 1 0 0 0 0 0 87500 1 2 21649 1033 -86.786593 36.121205 40.752751
6018451 1 2 1 1 0 0 0 0 0 0 0 87500 1 1 5328 491 -86.724311 36.17849 28.269941
6018453 1 1 0 0 0 0 1 0 0 0 0 15000 1 1 6183 646 -86.814824 36.180627 25.036661
6018478 1 1 1 1 0 0 0 0 0 0 0 22500 2 3 31133 1903 -86.362146 35.855279 41.793933
6018511 3 2 2 2 0 0 1 0 0 0 0 40000 1 1 5996 584 -86.880958 36.147108 38.996259
6018548 2 2 2 1 1 0 0 0 0 0 0 175000 1 1 32473 2708 -86.321759 36.19437 45.690895
6018551 2 2 1 1 0 1 0 0 0 0 0 -1 1 1 8015 1501 -86.686348 36.548301 250.759803
6018584 2 2 1 1 0 1 0 0 0 0 0 67500 2 3 19035 2401 -86.836852 35.949405 57.476511
6018663 3 2 2 2 0 0 0 0 0 1 0 87500 1 1 17268 2480 -86.89374 35.97547 23.533598
6018747 1 1 1 1 0 0 0 0 0 0 0 15000 2 3 11195 1561 -86.884215 36.491388 54.62282
6018759 4 3 1 1 0 0 1 0 1 1 0 175000 1 1 28660 990 -86.829536 36.129579 424.019892
6018831 2 3 2 2 0 0 0 0 0 0 0 175000 1 1 5265 528 -86.740764 36.168969 30.894782
6018900 4 3 3 3 0 0 1 0 0 0 0 87500 1 1 25736 1634 -86.543243 36.002242 55.303238
6018907 1 0 0 0 0 1 0 0 0 0 0 -1 2 3 1086 2256 -86.621731 36.299485 60.220167
6018918 2 3 1 1 0 0 1 0 0 0 0 175000 1 1 16879 2532 -86.84511 35.879134 314.725454
6018956 2 2 2 1 1 0 0 0 0 0 0 87500 1 1 9749 806 -86.614493 36.084903 154.138983
6018972 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 15694 1294 -86.907877 35.709101 211.877055
6019035 2 4 1 0 1 1 0 0 0 0 0 87500 1 1 20102 2361 -86.797194 35.959285 420.181802
6019050 1 1 1 1 0 0 0 0 0 0 0 40000 2 1 22753 979 -86.813737 36.138388 318.089004
6019073 3 2 2 1 1 0 0 0 0 1 0 87500 1 1 14630 1329 -87.000334 35.642013 79.818923
6019078 4 2 1 1 0 1 0 0 0 2 0 125000 1 1 21651 1033 -86.780394 36.12384 70.64002
6019098 1 2 0 0 0 1 0 0 0 0 0 -1 1 1 11160 1558 -86.88288 36.481765 32.8328
6019145 2 2 1 1 0 0 1 0 0 0 0 87500 2 1 4756 702 -86.690699 36.171169 387.128097
6019167 1 1 0 0 0 0 1 0 0 0 0 175000 1 3 27317 958 -86.79651 36.137621 25.036661
6019279 2 2 2 2 0 0 0 0 0 0 0 15000 1 1 6960 1588 -86.827611 36.463385 183.364685
6019290 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 6947 1594 -86.796747 36.423137 162.113812
6019293 1 1 1 0 1 0 0 0 0 0 0 15000 2 3 23968 421 -86.768447 36.234756 33.485045
6019382 1 1 1 1 0 0 0 0 0 0 0 5000 2 3 14188 1333 -87.014774 35.651988 64.380723
6019421 3 3 2 1 1 0 0 0 1 0 0 87500 1 1 23395 837 -86.631575 36.126626 234.076796
6019470 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 22699 976 -86.821831 36.142524 33.485045
6019483 1 1 0 0 0 1 0 0 0 0 0 15000 2 3 1067 2250 -86.634135 36.299167 60.220167
6019512 2 2 1 0 1 0 1 0 0 0 0 55000 1 1 19572 2523 -86.856168 35.888489 57.476511
6019514 2 1 2 0 1 0 0 1 0 0 0 5000 2 3 9997 626 -86.817582 36.170057 33.362385
6019598 4 2 2 1 1 0 0 0 0 0 2 67500 1 1 25314 821 -86.584424 36.183306 463.791469
6019670 2 1 1 1 0 0 0 0 0 1 0 -1 2 3 11026 1556 -86.864343 36.47845 57.136455
6019856 2 2 0 0 0 2 0 0 0 0 0 87500 1 1 1875 2214 -86.602798 36.379098 147.111491
6019968 5 2 1 1 0 0 1 0 0 2 1 87500 1 1 1828 2222 -86.592674 36.350621 618.304219
6019987 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 11157 1558 -86.881965 36.479791 34.050388
6020043 2 2 1 0 1 0 1 0 0 0 0 40000 1 1 23763 436 -86.739384 36.208462 28.166385
6020049 2 2 1 1 0 1 0 0 0 0 0 67500 1 1 26687 560 -86.818114 36.208539 40.752751
6020055 2 2 0 0 0 2 0 0 0 0 0 40000 1 1 25560 1683 -86.484576 35.988084 38.178395
6020099 4 2 1 1 0 0 1 0 0 1 1 55000 1 1 26298 1982 -86.360883 35.831993 496.764224
6020143 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 30883 1893 -86.354289 35.884569 37.361886
6020151 1 1 0 0 0 1 0 0 0 0 0 27500 1 3 28551 1127 -86.8258 36.127162 137.011743
6020153 5 2 2 1 1 0 2 0 0 1 0 -1 1 1 18798 2531 -86.837936 35.890597 58.430146
6020166 1 2 1 0 0 0 0 1 0 0 0 125000 1 1 27741 46 -86.709317 36.069002 40.752751
6020168 1 2 1 1 0 0 0 0 0 0 0 55000 1 1 24136 461 -86.76477 36.195501 28.269941
6020223 3 2 2 1 1 0 0 1 0 0 0 125000 1 1 17136 2478 -86.895752 35.973693 23.533598
6020228 1 1 0 0 0 1 0 0 0 0 0 40000 1 2 17316 2451 -86.896071 35.929504 35.398008
6020233 2 3 2 2 0 0 0 0 0 0 0 175000 1 1 1184 2236 -86.62041 36.317573 26.094022
6020282 2 1 0 0 0 2 0 0 0 0 0 125000 1 1 15366 1293 -86.90184 35.74101 188.075583
6020322 2 1 0 0 0 2 0 0 0 0 0 15000 2 3 30027 2000 -86.503448 35.974396 111.213427
6020368 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 9262 254 -86.70616 36.158841 33.485045
6020372 2 2 2 2 0 0 0 0 0 0 0 -1 1 1 20177 106 -86.720206 36.013372 154.138983
