hhno hhsize hhvehs hhwkrs hhftw hhptw hhret hhoad hhuni hhhsc hh515 hhcu5 hhincome hownrent hrestype hhparcel hhtaz hhxco hhyco hhexpfac
4010596 2 3 2 0 2 0 0 0 0 0 0 55000 1 1 23717 794 -86.658022 36.087595 51.621166
4010780 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 27698 1067 -86.723864 36.103677 95.072171
4010837 3 2 1 1 0 0 0 1 0 0 1 87500 2 1 5237 526 -86.73699 36.174228 94.273893
4010905 3 1 1 1 0 0 1 1 0 0 0 -1 2 3 31453 1898 -86.364797 35.864652 91.595249
4010931 4 2 2 1 1 0 0 1 0 1 0 -1 1 1 20788 1677 -86.544626 35.949347 237.162281
4010969 2 2 2 2 0 0 0 0 0 0 0 40000 1 1 4939 159 -86.793399 36.184959 47.062368
4011038 3 2 2 1 1 0 0 1 0 0 0 -1 1 1 24582 1062 -86.720638 36.103243 110.719844
4011152 3 2 2 1 1 0 0 0 0 0 1 40000 1 1 21400 102 -86.68997 36.005769 110.719844
4011160 1 1 0 0 0 1 0 0 0 0 0 27500 2 3 26490 1162 -86.893434 36.084003 71.085157
4011169 3 3 2 1 1 0 0 1 0 0 0 87500 1 1 24597 40 -86.709615 36.080684 71.46932
4011193 4 2 1 0 1 0 1 0 0 0 2 125000 1 1 19569 2523 -86.861846 35.890596 56.567667
4011222 1 1 1 1 0 0 0 0 0 0 0 22500 1 3 28653 1128 -86.842565 36.127073 95.072171
4011274 2 1 0 0 0 2 0 0 0 0 0 125000 1 3 23025 983 -86.818564 36.128792 102.473354
4011317 3 2 2 2 0 0 1 0 0 0 0 87500 1 1 8674 2774 -86.466572 36.166087 64.884911
4011322 2 2 0 0 0 2 0 0 0 0 0 87500 1 1 3430 764 -86.584877 36.155188 86.513716
4011458 3 2 2 2 0 0 0 1 0 0 0 125000 1 1 18715 2305 -86.691651 35.960675 465.373052
4011462 1 1 1 1 0 0 0 0 0 0 0 40000 1 2 28494 508 -86.764838 36.182262 55.949159
4011497 2 3 0 0 0 0 2 0 0 0 0 87500 1 1 10302 1118 -86.816088 36.096706 94.894053
4011550 2 1 0 0 0 2 0 0 0 0 0 -1 1 2 22199 1121 -86.813095 36.119892 102.473354
4011554 3 3 1 1 0 0 1 0 0 1 0 125000 1 1 188 2289 -86.57231 36.305246 316.927216
4011622 4 4 2 1 0 0 1 1 1 0 0 67500 1 1 3504 2776 -86.491606 36.131288 27.094128
4011707 2 2 2 2 0 0 0 0 0 0 0 87500 1 2 24179 7 -86.743502 36.045408 79.971202
4011717 6 4 3 2 1 1 1 0 0 1 0 87500 1 1 1832 2222 -86.588412 36.349147 413.233524
4011729 3 2 2 2 0 0 0 0 0 0 1 67500 1 1 6698 2246 -86.634574 36.317156 48.532805
4011742 2 2 0 0 0 2 0 0 0 0 0 175000 1 1 31134 1903 -86.357678 35.863554 48.306616
4011747 2 1 0 0 0 0 0 1 0 0 1 5000 2 2 14610 1330 -87.007085 35.648052 40.805227
4011759 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 429 2111 -86.484948 36.358672 240.082753
4011838 2 3 2 1 1 0 0 0 0 0 0 15000 2 2 13934 1364 -87.050668 35.624814 31.807476
4011916 1 1 0 0 0 0 1 0 0 0 0 -1 1 1 13100 1385 -87.045807 35.59295 36.725298
4011979 2 1 0 0 0 0 2 0 0 0 0 40000 1 1 15695 1294 -86.899743 35.707012 105.869217
4012027 5 2 2 1 1 0 0 0 0 2 1 125000 1 1 21287 105 -86.738445 36.016313 222.108054
4012084 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 10229 2364 -86.820386 36.037878 51.903642
4012089 2 2 2 0 0 0 0 2 0 0 0 -1 2 3 22753 979 -86.809891 36.137855 79.971202
4012132 2 1 0 0 0 2 0 0 0 0 0 67500 1 1 24310 57 -86.718727 36.092486 60.304692
4012216 1 2 1 0 1 0 0 0 0 0 0 55000 1 1 4172 808 -86.584571 36.068142 80.265225
4012248 1 1 1 1 0 0 0 0 0 0 0 -1 1 3 23527 758 -86.612322 36.175432 95.072171
4012263 1 1 0 0 0 0 1 0 0 0 0 15000 2 3 9852 1138 -86.861869 36.144005 41.833007
4012313 3 2 2 1 1 0 0 0 0 0 1 87500 1 1 21683 1091 -86.776005 36.112499 110.719844
4012321 2 2 1 1 0 0 1 0 0 0 0 87500 1 1 27541 663 -86.811363 36.165122 68.09255
4012333 3 2 1 1 0 0 1 0 0 1 0 175000 1 1 25922 1876 -86.407031 35.895411 295.654074
4012376 1 1 0 0 0 1 0 0 0 0 0 5000 2 6 27224 955 -86.798481 36.135624 41.833007
4012377 2 2 2 0 2 0 0 0 0 0 0 -1 1 1 26135 1860 -86.396569 35.789296 140.742478
4012393 1 1 1 0 1 0 0 0 0 0 0 15000 2 3 10013 632 -86.834257 36.158299 55.949159
4012405 6 3 4 0 2 0 0 0 3 1 0 67500 3 1 4383 1617 -86.542382 36.043562 91.57985
4012448 1 1 1 1 0 0 0 0 0 0 0 87500 2 3 19039 2503 -86.836221 35.947895 62.530603
4012455 1 1 0 0 0 1 0 0 0 0 0 87500 1 1 11163 1558 -86.879186 36.481923 33.837109
4012464 4 2 2 1 1 0 0 0 0 0 2 87500 1 1 18769 2530 -86.833777 35.901563 42.004281
4012472 1 1 0 0 0 0 1 0 0 0 0 -1 1 1 24868 476 -86.733046 36.197094 41.833007
4012509 2 2 2 2 0 0 0 0 0 0 0 67500 1 1 20815 1769 -86.515494 35.899445 140.742478
4012551 5 4 4 3 0 0 0 1 0 1 0 125000 1 1 7073 2096 -86.636652 36.460697 63.943316
4012586 5 2 2 1 1 0 0 0 0 3 0 55000 1 1 5506 373 -86.663463 36.202527 130.708688
4012603 2 2 1 0 1 1 0 0 0 0 0 40000 1 1 31456 1896 -86.371037 35.865577 54.036979
4012651 3 3 2 2 0 0 0 0 0 0 1 -1 1 1 24738 124 -86.748471 36.178658 121.444961
4012714 1 2 1 1 0 0 0 0 0 0 0 40000 1 1 30971 1852 -86.347379 35.9093 170.691975
4012715 3 0 3 1 1 0 0 0 1 0 0 -1 1 1 29593 1660 -86.542675 35.979352 237.387009
4012737 4 3 2 2 0 0 0 1 0 1 0 87500 1 1 1773 2113 -86.501362 36.396202 362.540993
4012745 2 2 1 1 0 0 1 0 0 0 0 40000 1 4 7835 2157 -86.46351 36.395637 40.422902
4012780 4 3 3 2 0 0 0 0 1 1 0 87500 1 1 29282 1532 -86.890863 36.509419 46.823106
4012811 1 1 1 1 0 0 0 0 0 0 0 87500 1 1 25067 874 -86.714734 36.111902 55.949159
4012830 2 2 1 1 0 0 1 0 0 0 0 67500 1 1 3240 2663 -86.526285 36.26262 329.149798
4012886 1 1 1 1 0 0 0 0 0 0 0 5000 2 3 22691 978 -86.818011 36.144814 55.949159
4012902 2 2 1 1 0 1 0 0 0 0 0 175000 1 1 8683 2772 -86.495213 36.164674 44.931916
4012957 2 4 1 1 0 0 1 0 0 0 0 -1 1 1 1605 1591 -86.764916 36.411437 124.302807
4012966 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 23672 843 -86.649199 36.06638 71.085157
4013015 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 3524 2767 -86.520071 36.140063 41.020422
4013071 1 1 1 1 0 0 0 0 0 0 0 22500 1 1 31854 1934 -86.395448 35.86241 175.634574
4013095 1 1 1 1 0 0 0 0 0 0 0 27500 1 3 24311 57 -86.72653 36.085198 55.949159
4013105 2 3 2 2 0 0 0 0 0 0 0 55000 2 1 24421 1065 -86.729334 36.094442 87.717786
4013110 4 3 2 1 1 0 0 0 0 2 0 175000 1 1 20379 2329 -86.753705 36.022415 152.048291
4013233 2 2 1 1 0 0 1 0 0 0 0 40000 2 2 6557 490 -86.717434 36.189139 68.09255
4013243 5 3 3 2 1 0 0 2 0 0 0 87500 1 1 17825 2468 -86.905061 35.919288 79.033587
4013267 2 1 1 1 0 0 1 0 0 0 0 40000 1 1 26322 1991 -86.347378 35.821112 184.669767
4013304 3 4 3 1 2 0 0 0 0 0 0 40000 1 1 20319 2326 -86.786874 35.997978 609.25011
4013442 3 2 2 2 0 0 0 0 0 0 1 67500 1 1 23447 244 -86.719427 36.152683 65.157681
4013455 2 2 1 1 0 0 0 1 0 0 0 22500 2 1 5572 338 -86.708067 36.278504 115.706951
4013481 1 2 1 1 0 0 0 0 0 0 0 40000 1 1 32562 2731 -86.308848 36.207285 32.545732
4013484 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 1068 2257 -86.631234 36.298606 49.742836
4013491 3 0 0 0 0 0 2 0 0 1 0 5000 2 3 28313 628 -86.826587 36.158583 1896.746704
4013554 3 2 0 0 0 0 3 0 0 0 0 15000 2 1 791 2132 -86.350219 36.452451 265.751934
4013556 2 6 0 0 0 1 1 0 0 0 0 15000 1 1 23319 756 -86.662179 36.152984 85.331343
4013598 3 2 2 1 1 0 0 0 0 1 0 67500 1 1 6389 13 -86.760449 36.045538 110.719844
4013645 3 2 2 2 0 0 0 0 0 0 1 87500 1 2 25586 1686 -86.485649 36.01377 69.807541
4013696 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 8522 726 -86.595398 36.225383 95.072171
4013778 4 3 1 1 0 0 1 0 0 2 0 55000 1 1 25316 827 -86.60368 36.186652 219.992242
4013801 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 2704 2622 -86.264183 36.217634 41.122288
4013850 2 2 2 2 0 0 0 0 0 0 0 40000 1 1 24658 450 -86.722627 36.211149 47.062368
4013869 3 2 2 2 0 0 0 0 0 0 1 125000 1 3 29637 2005 -86.473805 35.892871 231.851639
4013888 2 2 0 0 0 2 0 0 0 0 0 40000 1 1 2574 2129 -86.244516 36.458996 203.42373
4014008 1 1 1 1 0 0 0 0 0 0 0 55000 1 3 22222 1013 -86.806964 36.125206 95.072171
4014157 2 1 1 1 0 0 1 0 0 0 0 40000 2 1 24143 559 -86.825934 36.212416 80.65394
4014185 1 1 0 0 0 0 1 0 0 0 0 15000 9 3 24448 45 -86.722262 36.078385 55.949159
4014240 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 17207 2421 -86.898343 35.975489 32.136679
4014243 1 1 0 0 0 1 0 0 0 0 0 -1 1 3 23553 1637 -86.56521 35.989119 47.273498
4014434 1 1 1 1 0 0 0 0 0 0 0 40000 2 2 11042 1559 -86.869484 36.487445 54.280683
4014462 2 3 1 0 0 0 1 1 0 0 0 87500 1 1 4346 1613 -86.527184 36.021981 53.216083
4014510 1 1 0 0 0 1 0 0 0 0 0 67500 1 1 21342 111 -86.734697 36.024512 71.085157
4014538 3 2 2 2 0 0 1 0 0 0 0 55000 1 1 9852 1138 -86.86154 36.1448 65.157681
4014579 6 4 2 2 0 1 0 0 3 0 0 125000 1 1 3520 2776 -86.497513 36.144649 42.036026
4014713 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 9855 1138 -86.870788 36.142595 55.949159
4014715 2 2 1 1 0 0 1 0 0 0 0 55000 1 1 30658 1875 -86.338639 35.794142 179.472904
4014737 4 1 2 1 1 0 0 0 0 1 1 40000 2 2 1087 2256 -86.621433 36.295131 121.396937
4014740 1 1 1 1 0 0 0 0 0 0 0 27500 2 3 24612 35 -86.719252 36.058163 95.072171
4014862 2 2 1 1 0 1 0 0 0 0 0 40000 1 1 3510 2776 -86.490249 36.137471 44.931916
4014879 1 2 0 0 0 1 0 0 0 0 0 -1 1 1 19069 2368 -86.797781 36.029603 46.87364
4014972 2 3 2 2 0 0 0 0 0 0 0 67500 1 1 15018 1283 -87.016102 35.777781 82.524539
4014975 3 2 1 1 0 0 0 0 1 1 0 40000 2 2 21628 1093 -86.787955 36.111384 160.19586
4015060 3 3 2 2 0 0 1 0 0 0 0 125000 1 1 10479 1609 -86.913961 36.40147 171.042835
4015094 1 1 1 1 0 0 0 0 0 0 0 -1 1 1 6653 2266 -86.616251 36.289114 63.878809
4015131 1 1 0 0 0 1 0 0 0 0 0 40000 1 3 26143 1834 -86.405686 35.796096 157.009368
4015170 2 1 0 0 0 1 1 0 0 0 0 125000 1 2 17440 2464 -86.925096 35.929585 39.778653
4015208 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 14581 1325 -87.023381 35.628706 36.725298
4015210 1 2 1 1 0 0 0 0 0 0 0 40000 2 1 11431 1423 -87.147022 35.519883 30.856071
4015265 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 19277 2491 -86.888521 35.914146 51.903642
4015269 4 3 2 1 1 0 0 0 1 1 0 67500 1 1 24442 61 -86.717036 36.089158 89.479118
4015277 6 2 2 2 0 0 0 0 0 3 1 125000 1 1 19833 2519 -86.843677 35.910158 70.326071
4015371 2 2 0 0 0 2 0 0 0 0 0 40000 1 1 26373 1973 -86.380213 35.831095 160.440661
4015381 3 3 2 2 0 0 0 0 1 0 0 87500 1 1 30023 2000 -86.494281 35.976298 228.329494
4015404 1 0 0 0 0 1 0 0 0 0 0 5000 2 3 22490 178 -86.781349 36.160309 950.354145
4015436 2 1 1 1 0 0 0 1 0 0 0 40000 2 3 31453 1898 -86.365623 35.862984 55.601687
4015451 2 1 1 1 0 0 0 1 0 0 0 -1 1 1 27815 49 -86.71838 36.072978 80.65394
4015456 1 0 1 1 0 0 0 0 0 0 0 -1 2 3 1207 2234 -86.626146 36.318122 63.878809
4015470 3 2 1 1 0 0 0 1 0 1 0 87500 1 1 27046 1208 -86.927009 36.063872 160.19586
4015618 2 4 1 1 0 0 1 0 0 0 0 175000 1 1 6060 1154 -86.903317 36.112875 114.125598
4015685 1 3 1 1 0 0 0 0 0 0 0 125000 1 4 31022 1892 -86.368033 35.873285 50.612422
4015695 3 2 2 1 1 0 0 0 0 1 0 175000 1 1 422 2111 -86.479764 36.354086 313.643133
4015748 2 2 1 1 0 0 1 0 0 0 0 22500 2 2 27982 453 -86.743827 36.203045 68.09255
4015760 2 2 2 0 1 0 0 0 1 0 0 125000 1 1 18473 2548 -86.771802 35.904654 282.165341
4015797 2 4 2 1 1 0 0 0 0 0 0 87500 1 1 2842 2654 -86.376529 36.242236 201.975805
4015799 2 3 2 2 0 0 0 0 0 0 0 67500 1 1 2455 2138 -86.430889 36.387611 34.499866
4015807 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 1181 2236 -86.616023 36.315898 63.878809
4015918 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 5725 1629 -86.573577 36.027811 52.881307
4015919 2 1 1 0 1 1 0 0 0 0 0 22500 1 1 1891 2095 -86.636292 36.437798 81.23353
4015924 4 1 1 1 0 0 0 0 0 3 0 -1 1 1 17135 2478 -86.894364 35.967501 62.637933
4015949 1 1 1 1 0 0 0 0 0 0 0 27500 2 2 532 2183 -86.471792 36.350457 412.816646
4015955 4 3 1 1 0 0 1 0 0 2 0 55000 1 1 30233 1746 -86.404267 35.733189 297.831864
4015968 2 4 0 0 0 0 1 0 1 0 0 87500 1 1 17378 2487 -86.858348 35.930398 53.301176
4016004 2 2 2 1 1 0 0 0 0 0 0 40000 2 1 24330 30 -86.73075 36.064765 79.971202
4016018 3 3 1 1 0 0 1 0 1 0 0 15000 1 1 7171 2161 -86.446941 36.417093 49.04098
4016056 2 3 2 2 0 0 0 0 0 0 0 125000 1 1 21281 2331 -86.758501 36.002307 260.291134
4016058 2 2 1 0 1 1 0 0 0 0 0 175000 1 1 19833 2519 -86.852706 35.913677 43.27885
4016059 1 2 1 1 0 0 0 0 0 0 0 87500 1 1 32478 2708 -86.3239 36.195784 32.545732
4016187 1 1 1 1 0 0 0 0 0 0 0 27500 3 2 22277 1029 -86.794753 36.12995 95.072171
4016201 1 1 0 0 0 0 1 0 0 0 0 5000 1 1 9283 155 -86.795255 36.168646 71.085157
4016214 2 2 2 1 1 0 0 0 0 0 0 87500 1 3 18989 2390 -86.834038 35.962485 282.165341
4016217 1 0 0 0 0 1 0 0 0 0 0 15000 2 1 24641 470 -86.731218 36.20186 950.354145
4016226 2 2 0 0 0 2 0 0 0 0 0 125000 1 1 6064 1154 -86.899279 36.111875 86.513716
4016267 1 0 1 1 0 0 0 0 0 0 0 22500 2 3 31454 1896 -86.376914 35.864703 52.881307
4016285 3 2 1 1 0 0 0 1 0 0 1 55000 1 1 21467 95 -86.710031 36.040123 160.19586
4016300 5 2 2 2 0 0 0 0 0 3 0 27500 2 1 32762 2737 -86.281645 36.203736 62.69577
4016404 2 1 1 1 0 0 1 0 0 0 0 -1 1 1 24396 1058 -86.734415 36.115409 80.65394
4016448 1 1 1 1 0 0 0 0 0 0 0 55000 2 3 29868 1823 -86.448178 35.837805 175.634574
4016456 2 2 1 1 0 1 0 0 0 0 0 175000 1 1 17931 2408 -86.958001 36.032352 379.995433
4016494 3 3 2 2 0 0 0 1 0 0 0 -1 1 1 3635 870 -86.546727 36.115642 69.795838
4016524 2 2 1 1 0 0 1 0 0 0 0 125000 1 1 11163 1558 -86.88003 36.483716 52.339691
4016543 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 8226 1487 -86.66709 36.485196 213.45121
4016547 1 1 1 1 0 0 0 0 0 0 0 87500 1 3 19866 2525 -86.839817 35.917571 62.530603
4016578 2 2 2 2 0 0 0 0 0 0 0 67500 1 1 17574 2467 -86.906836 35.906026 32.136679
4016590 2 3 2 2 0 0 0 0 0 0 0 67500 1 1 1891 2095 -86.634091 36.442356 34.499866
4016592 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 9180 734 -86.618341 36.190352 55.949159
4016607 2 5 1 1 0 0 1 0 0 0 0 55000 1 1 1880 2212 -86.626251 36.425887 27.98999
4016619 2 2 1 1 0 0 1 0 0 0 0 55000 1 1 32398 2639 -86.34599 36.20459 329.149798
4016705 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 21469 98 -86.671428 36.021448 79.971202
4016713 1 2 0 0 0 1 0 0 0 0 0 -1 1 1 1057 2250 -86.626573 36.288276 24.752707
4016735 2 2 2 2 0 0 0 0 0 0 0 -1 1 1 27024 1203 -86.925762 36.067865 79.971202
4016854 2 3 1 1 0 0 1 0 0 0 0 -1 1 1 8568 820 -86.589054 36.193194 126.915154
4016943 4 4 2 2 0 0 0 0 0 1 1 125000 1 1 1120 2233 -86.611287 36.263111 45.513691
4016944 2 1 1 1 0 0 1 0 0 0 0 15000 2 3 9916 1191 -86.926354 36.096542 137.052019
4017022 5 2 2 1 1 0 0 0 0 3 0 55000 1 1 32826 2764 -86.166169 36.154111 459.27933
4017039 2 0 0 0 0 0 2 0 0 0 0 -1 2 1 22956 667 -86.817049 36.160098 1369.990316
4017040 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 21760 1035 -86.790665 36.11775 41.833007
4017115 4 3 2 2 0 0 0 0 0 1 1 55000 2 1 30164 1654 -86.516426 35.959131 233.55946
4017140 2 3 2 1 1 0 0 0 0 0 0 -1 1 2 29746 1798 -86.41482 35.857895 41.732001
4017285 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 8690 2771 -86.499843 36.166576 41.122288
4017322 2 1 0 0 0 2 0 0 0 0 0 15000 1 1 6429 1251 -86.853989 36.059914 102.473354
4017373 1 1 1 1 0 0 0 0 0 0 0 -1 1 2 22135 1119 -86.818746 36.100428 95.072171
4017392 2 2 2 2 0 0 0 0 0 0 0 175000 1 2 21420 17 -86.74721 36.037189 79.971202
4017399 3 4 3 2 0 0 0 0 1 0 0 125000 1 1 4373 1616 -86.541852 36.050153 81.489528
4017421 1 1 0 0 0 1 0 0 0 0 0 55000 1 3 30794 1905 -86.350381 35.857064 47.273498
4017470 5 2 2 2 0 0 0 0 1 2 0 87500 1 1 17232 2483 -86.873774 35.960636 80.597705
4017498 2 3 2 0 2 0 0 0 0 0 0 87500 1 1 6561 490 -86.713142 36.194189 51.621166
4017519 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 23757 772 -86.627421 36.094962 47.062368
4017717 2 2 1 0 0 1 0 1 0 0 0 40000 1 1 10008 632 -86.839143 36.163003 68.09255
4017799 3 2 0 0 0 0 2 0 0 1 0 55000 1 1 1057 2250 -86.627947 36.289595 41.122172
4017801 3 2 2 2 0 0 0 0 0 1 0 175000 1 1 8070 2101 -86.665054 36.446156 48.532805
4017802 5 2 2 2 0 0 0 0 0 3 0 125000 1 1 17232 2483 -86.874857 35.959131 80.597705
4017833 1 1 0 0 0 0 1 0 0 0 0 5000 1 1 4684 710 -86.679425 36.203084 71.085157
4017855 2 3 1 1 0 0 1 0 0 0 0 40000 1 1 9089 1633 -86.567236 36.008055 53.216083
4017858 2 2 1 0 1 0 1 0 0 0 0 55000 1 1 1291 2209 -86.702678 36.345838 261.232904
4017881 1 1 1 0 1 0 0 0 0 0 0 5000 1 2 26945 1201 -86.894014 36.076779 95.072171
4017900 2 1 1 1 0 0 0 0 0 1 0 67500 2 3 21345 109 -86.720753 36.046549 137.052019
4017942 1 1 0 0 0 1 0 0 0 0 0 -1 2 3 14598 1324 -87.025281 35.634476 36.725298
4017947 3 2 2 2 0 0 0 0 0 0 1 -1 1 1 6042 1153 -86.890844 36.13192 110.719844
4017962 1 1 1 1 0 0 0 0 0 0 0 125000 1 1 5706 1620 -86.555218 36.039331 52.881307
4017967 1 1 1 1 0 0 0 0 0 0 0 -1 1 1 1605 1591 -86.769276 36.407082 213.45121
4017996 2 1 0 0 0 2 0 0 0 0 0 -1 1 1 6554 490 -86.71192 36.193007 60.304692
4018005 1 1 0 0 0 1 0 0 0 0 0 40000 1 3 9728 330 -86.689213 36.301233 71.085157
4018124 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 19860 2508 -86.857325 35.921238 62.530603
4018144 1 1 1 1 0 0 0 0 0 0 0 125000 1 3 23162 195 -86.797662 36.148422 55.949159
4018150 2 2 2 2 0 0 0 0 0 0 0 175000 1 1 23239 998 -86.808874 36.131488 79.971202
4018224 1 0 0 0 0 1 0 0 0 0 0 22500 2 1 31769 1920 -86.389376 35.847702 47.273498
4018237 2 2 1 0 1 0 1 0 0 0 0 125000 1 1 20105 2361 -86.802177 35.955993 379.995433
4018293 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 31067 1714 -86.209229 35.884293 175.634574
4018334 2 2 0 0 0 2 0 0 0 0 0 40000 1 1 17358 2452 -86.945774 35.950894 35.923689
4018407 2 2 0 0 0 2 0 0 0 0 0 40000 1 1 882 2146 -86.408862 36.402107 31.477572
4018429 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 23432 241 -86.695896 36.151549 41.833007
4018490 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 5983 589 -86.874962 36.152675 55.949159
4018525 3 3 3 3 0 0 0 0 0 0 0 40000 2 1 25484 1844 -86.428644 35.947585 227.201861
4018574 4 3 1 1 0 0 1 0 1 1 0 175000 1 1 17664 2366 -86.840386 36.022558 52.182391
4018712 1 1 1 1 0 0 0 0 0 0 0 15000 1 3 26011 1833 -86.402844 35.798193 175.634574
4018777 1 2 1 1 0 0 0 0 0 0 0 67500 2 3 31468 1886 -86.396237 35.876767 170.691975
4018783 3 4 3 2 0 0 0 1 0 0 0 40000 1 1 21358 101 -86.696555 36.013972 137.390913
4018788 1 1 1 1 0 0 0 0 0 0 0 40000 2 2 9920 1191 -86.933958 36.094215 95.072171
4018884 2 2 0 0 0 2 0 0 0 0 0 40000 1 1 15366 1293 -86.902593 35.741879 71.062915
4018925 4 1 2 2 0 0 0 0 0 1 1 67500 1 1 5229 526 -86.736697 36.168131 96.625921
4018937 2 3 1 1 0 0 1 0 0 0 0 87500 1 1 20732 1767 -86.539823 35.924809 176.746465
4018992 3 3 1 1 0 0 0 0 0 1 1 40000 1 1 32878 2720 -86.295831 36.21761 52.713245
4019029 2 2 1 0 1 0 0 1 0 0 0 15000 2 3 31712 1902 -86.367968 35.856387 54.036979
4019036 3 3 2 2 0 0 0 0 1 0 0 175000 1 1 18757 2533 -86.863207 35.887 429.296097
4019165 1 1 1 1 0 0 0 0 0 0 0 87500 2 3 19823 2519 -86.847539 35.907596 62.530603
4019193 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 17167 2479 -86.89283 35.963733 62.530603
4019202 1 1 0 0 0 1 0 0 0 0 0 -1 2 1 26408 580 -86.863888 36.213128 41.833007
4019300 1 1 0 0 0 0 0 1 0 0 0 15000 1 1 9459 543 -86.78878 36.23058 41.833007
4019301 3 3 3 3 0 0 0 0 0 0 0 125000 1 1 4373 1616 -86.545803 36.049243 68.407553
4019304 2 3 2 1 1 0 0 0 0 0 0 87500 1 1 17869 2436 -86.97517 35.945794 260.291134
4019431 2 2 2 2 0 0 0 0 0 0 0 175000 1 1 6367 1256 -86.82209 36.06733 79.971202
4019436 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 29279 1532 -86.890215 36.511352 33.837109
4019459 4 4 3 1 1 0 0 1 1 0 0 -1 1 1 91 2269 -86.581553 36.291688 317.200602
4019464 2 0 0 0 0 0 1 0 0 1 0 5000 2 3 23818 424 -86.763204 36.208403 2327.969827
4019496 1 1 1 0 1 0 0 0 0 0 0 15000 1 1 20763 1764 -86.547592 35.93285 175.634574
4019652 1 1 0 0 0 1 0 0 0 0 0 -1 3 3 17175 2482 -86.880956 35.964527 51.903642
4019664 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 6878 270 -86.856816 36.348956 71.085157
4019699 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 1859 2214 -86.601133 36.383964 412.816646
4019740 1 1 0 0 0 1 0 0 0 0 0 15000 1 3 24448 45 -86.723283 36.078367 41.833007
4019749 1 2 0 0 0 0 1 0 0 0 0 -1 1 1 10920 1568 -86.884054 36.518309 31.191764
4019761 1 1 0 0 0 0 1 0 0 0 0 55000 2 3 10517 403 -86.735304 36.241626 71.085157
4019805 2 2 0 0 0 0 1 1 0 0 0 -1 1 1 5523 370 -86.652922 36.224995 50.912581
4019841 2 3 2 2 0 0 0 0 0 0 0 87500 1 1 26573 711 -86.698187 36.236788 87.717786
4019975 3 3 1 1 0 0 1 0 0 1 0 125000 1 1 3240 2663 -86.526484 36.263225 76.261824
4019982 1 1 0 0 0 1 0 0 0 0 0 -1 2 6 27721 64 -86.717722 36.050306 71.085157
4019985 3 2 1 1 0 0 1 0 0 1 0 67500 1 1 9886 1148 -86.884139 36.116777 160.19586
4019995 2 2 0 0 0 1 1 0 0 0 0 87500 1 1 16360 2594 -86.897881 35.785103 315.415907
4020004 1 1 0 0 0 0 1 0 0 0 0 15000 1 2 4748 713 -86.688271 36.20581 95.072171
4020039 1 1 1 1 0 0 0 0 0 0 0 27500 2 1 9794 280 -86.847501 36.223573 237.563284
4020062 2 1 0 0 0 0 1 0 0 0 1 5000 1 1 2402 2173 -86.444266 36.380947 63.257068
4020081 2 3 1 0 1 0 1 0 0 0 0 67500 1 1 5497 367 -86.666519 36.241783 74.688482
4020128 1 1 0 0 0 1 0 0 0 0 0 27500 1 1 21651 1033 -86.780636 36.124391 41.833007
4020138 1 1 1 1 0 0 0 0 0 0 0 5000 2 3 27840 76 -86.690581 36.067683 55.949159
4020182 2 2 0 0 0 1 1 0 0 0 0 87500 1 1 11157 1558 -86.876678 36.480424 32.627148
4020243 2 2 1 1 0 0 1 0 0 0 0 40000 2 3 31713 1902 -86.36964 35.856608 54.036979
4020250 4 2 1 1 0 0 1 0 0 0 2 87500 1 1 23571 1642 -86.55947 35.995375 91.056612
4020351 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 21546 90 -86.684301 36.047671 55.949159
4020526 6 3 1 0 1 0 1 0 0 2 2 40000 1 1 3502 2776 -86.485405 36.119548 73.688839
4020648 1 1 0 0 0 1 0 0 0 0 0 55000 1 1 28189 553 -86.858821 36.213922 41.833007
4020675 5 2 2 1 1 0 0 0 0 3 0 87500 3 1 10459 523 -86.741043 36.183121 130.708688
