"hhno" "pno" "pptyp" "pagey" "pgend" "pwtyp" "pwpcl" "pwtaz" "pwautime" "pwaudist" "pstyp" "pspcl" "pstaz" "psautime" "psaudist" "puwmode" "puwarrp" "puwdepp" "ptpass" "ppaidprk" "pdiary" "pproxy" "psexpfac" "orig_psexpfac" "adjfac"
6003633 2 1 32 1 1 26491 1162 18.444324 9.486875 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3573589496342 28.166385 1.07778683525182
6003715 1 3 67 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 95.7245496921188 111.213837 0.86072517839771
6003715 2 3 66 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 95.7245496921188 111.213837 0.86072517839771
6003716 1 3 65 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 134.478950279282 162.113812 0.82953419341766
6003719 1 4 -1 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 294.574968139384 283.192257 1.04019428800761
6003719 2 4 -1 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 294.574968139384 283.192257 1.04019428800761
6003723 1 3 78 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 15.4913406520139 18.721745 0.827451749396964
6003729 1 2 35 2 2 31631 1801 22.4175 13.584807 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 37.2026649999891 55.577715 0.6693809740107
6003729 2 1 19 2 1 27715 55 29.191488 12.908846 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 59.1939433256441 55.577715 1.06506615692358
6003729 3 7 15 1 0 0 0 -1 -1 1 23553 1637 13.848362 5.223947 -1 -1 -1 -1 -1 -1 -1 53.4613459214978 55.577715 0.96192054533904
6003729 4 7 7 1 0 0 0 -1 -1 1 5724 1621 5.245462 1.142678 -1 -1 -1 -1 -1 -1 -1 53.4613459214978 55.577715 0.96192054533904
6003769 1 5 66 2 0 0 0 -1 -1 2 31733 1911 65.01107 48.971634 -1 -1 -1 -1 -1 -1 -1 24.4463447795067 34.524483 0.708087208127251
6003794 1 2 67 2 2 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 111.465688454106 154.138983 0.723150537811102
6003794 2 2 68 1 2 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 111.465688454106 154.138983 0.723150537811102
6003798 1 1 26 2 1 22648 209 36.708466 20.391605 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.1298579796017 44.975084 1.11461399337468
6003798 2 1 26 1 1 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.1298579796017 44.975084 1.11461399337468
6003810 1 2 65 2 2 15355 2588 15.637689 10.103058 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 38.8959067173484 68.473848 0.56804032274261
6003810 2 1 65 1 1 13392 1346 9.15869 4.014778 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 77.8949409914353 68.473848 1.13758673225777
6003810 3 3 82 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 47.3411686497233 68.473848 0.691375905290488
6003835 1 3 65 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.560520073343 51.434422 0.691375905290488
6004034 1 1 56 1 1 177 2296 31.437244 18.648666 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 201.803589312219 183.364685 1.10055864526051
6004034 2 1 59 2 1 9604 404 30.775915 18.74032 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 201.803589312219 183.364685 1.10055864526051
6004059 1 3 76 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.0456197918895 69.957105 0.858320535017701
6004059 2 3 78 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.0456197918895 69.957105 0.858320535017701
6004073 1 3 66 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.334141703953 29.515945 0.858320535017701
6004073 2 2 67 1 2 20334 2342 20.989401 9.649431 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 22.8441354478618 29.515945 0.773959141334008
6004238 1 1 55 2 1 1875 2214 19.277796 10.251937 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 40.9762187396214 36.762699 1.11461399337468
6004238 2 1 40 1 1 9729 327 29.439306 16.702734 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 40.9762187396214 36.762699 1.11461399337468
6004238 3 1 27 1 1 28243 259 54.766644 32.000328 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 40.9762187396214 36.762699 1.11461399337468
6004258 1 3 74 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.2728495925376 25.036661 0.849667996564623
6004281 1 1 54 2 1 22712 974 36.483059 18.139267 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.4561583862389 37.503252 1.05207298786353
6004281 2 1 57 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.4561583862389 37.503252 1.05207298786353
6004281 3 7 15 1 0 0 0 -1 -1 1 17304 2455 5.170808 1.081709 -1 -1 -1 -1 -1 -1 -1 35.7094315808465 37.503252 0.952168936732379
6004281 4 1 29 2 1 19026 2395 11.932182 4.950215 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 39.4561583862389 37.503252 1.05207298786353
6004322 1 4 60 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.0856378388751 25.036661 1.08183906148169
6004389 1 1 46 2 1 20343 2341 19.707169 8.490332 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 38.0299209006066 36.147607 1.05207298786353
6004389 2 5 19 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 42.8327541742314 36.147607 1.18494024166611
6004389 3 6 17 1 2 0 0 -1 -1 1 17229 2423 12.002785 5.650528 -1 -1 -1 -1 -1 -1 -1 50.4244809244801 36.147607 1.39496041672911
6004470 1 1 45 2 1 26785 658 10.113102 3.597754 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 90.1798849066812 83.671355 1.07778683525182
6004470 2 7 13 2 0 0 0 -1 -1 1 5059 551 4.593518 0.882011 -1 -1 -1 -1 -1 -1 -1 73.9725522326866 83.671355 0.884084549995474
6004470 3 7 10 2 0 0 0 -1 -1 1 5059 551 4.593518 0.882011 -1 -1 -1 -1 -1 -1 -1 73.9725522326866 83.671355 0.884084549995474
6004470 4 7 8 1 0 0 0 -1 -1 1 9726 292 14.532434 8.394888 -1 -1 -1 -1 -1 -1 -1 73.9725522326866 83.671355 0.884084549995474
6004477 1 1 42 2 1 27369 937 10.098965 3.353018 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 342.832140949562 318.089004 1.07778683525182
6004570 1 1 46 2 1 31654 1952 23.301498 13.538931 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 168.267203370934 157.98756 1.06506615692358
6004570 2 1 42 1 1 23346 240 53.983437 32.101257 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 168.267203370934 157.98756 1.06506615692358
6004570 3 5 18 2 2 29759 1796 20.811848 12.419549 1 31733 1911 25.97846 14.846821 -1 -1 -1 -1 -1 -1 -1 200.475249222161 157.98756 1.2689305994862
6004570 4 7 15 1 0 0 0 -1 -1 1 16681 1788 11.937481 6.155217 -1 -1 -1 -1 -1 -1 -1 151.971479871984 157.98756 0.96192054533904
6004570 5 2 44 2 2 5729 1629 35.595085 21.832645 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 105.753866794374 157.98756 0.6693809740107
6004570 6 1 42 1 1 29944 1994 31.182518 18.657606 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 168.267203370934 157.98756 1.06506615692358
6004580 1 1 -1 1 1 23723 848 8.337901 2.657823 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 197.499113292929 183.24506 1.07778683525182
6004598 1 4 63 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 43.9804993504064 38.178395 1.15197350099202
6004598 2 3 65 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.7021778626595 38.178395 0.725598283077629
6004608 1 1 24 2 1 6339 1262 15.65253 8.501837 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 288.377747882854 267.564734 1.07778683525182
6004608 2 1 28 1 1 23168 968 6.822859 1.36498 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 288.377747882854 267.564734 1.07778683525182
6004717 1 1 38 1 1 22513 222 22.674902 10.855626 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 342.832140949562 318.089004 1.07778683525182
6004734 1 3 69 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 47.939999989553 56.422038 0.849667996564623
6004734 2 1 59 2 1 21907 919 6.77798 1.942079 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.8109297744777 56.422038 1.07778683525182
6004734 3 7 5 2 0 0 0 -1 -1 1 22817 1003 6.592839 1.836718 -1 -1 -1 -1 -1 -1 -1 49.8818520750575 56.422038 0.884084549995474
6004772 1 4 44 1 0 17823 2468 3.900838 1.022541 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 86.3817051379437 83.043818 1.04019428800761
6004811 1 1 43 1 1 26812 634 15.200856 6.073858 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6004874 1 1 54 1 1 6079 1172 35.970798 21.644672 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 31.0529284457656 29.515945 1.05207298786353
6004874 2 6 16 1 0 0 0 -1 -1 1 17675 2382 22.120243 10.747778 -1 -1 -1 -1 -1 -1 -1 41.1735749373535 29.515945 1.39496041672911
6004883 1 3 89 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 31.1312701244739 37.623064 0.827451749396964
6004905 1 1 42 2 1 22715 974 37.224361 18.581156 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 143.200999169144 128.475867 1.11461399337468
6004905 2 7 10 2 0 0 0 -1 -1 1 6701 2246 3.515765 0.553608 -1 -1 -1 -1 -1 -1 -1 126.761520166298 128.475867 0.986656273479731
6004905 3 7 6 2 0 0 0 -1 -1 1 1088 2256 6.92502 2.257581 -1 -1 -1 -1 -1 -1 -1 126.761520166298 128.475867 0.986656273479731
6004913 1 3 77 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.0286505442874 24.499764 0.858320535017701
6004913 2 3 77 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.0286505442874 24.499764 0.858320535017701
6004943 1 1 44 2 1 30308 1820 8.853061 3.725334 1 30836 1858 13.700595 6.816018 -1 -1 -1 -1 -1 -1 -1 266.625281204267 250.336826 1.06506615692358
6004943 2 1 45 1 1 30036 2013 19.898067 13.269037 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 266.625281204267 250.336826 1.06506615692358
6004943 3 1 21 1 1 20571 1819 8.573814 3.889422 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 266.625281204267 250.336826 1.06506615692358
6004943 4 6 16 2 0 0 0 -1 -1 1 25995 1958 4.995176 1.216365 -1 -1 -1 -1 -1 -1 -1 303.882288378475 250.336826 1.21389366971712
6004943 5 7 13 1 0 0 0 -1 -1 1 26070 1837 7.394258 3.00698 -1 -1 -1 -1 -1 -1 -1 240.804136184364 250.336826 0.96192054533904
6004964 1 3 67 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.8445843615092 42.186577 0.849667996564623
6004964 2 3 76 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.8445843615092 42.186577 0.849667996564623
6004964 3 4 47 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 45.6390868688049 42.186577 1.08183906148169
6004994 1 5 21 1 0 0 0 -1 -1 1 31720 1910 6.813931 1.948529 -1 -1 -1 -1 -1 -1 -1 153.420230512232 120.905139 1.2689305994862
6004994 2 5 21 1 2 25992 1958 8.82342 3.391376 1 31720 1910 6.813931 1.948529 -1 -1 -1 -1 -1 -1 -1 153.420230512232 120.905139 1.2689305994862
6005015 1 1 49 1 1 6713 2195 20.658978 11.92819 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 53.8523811470628 48.314826 1.11461399337468
6005046 1 1 37 2 1 22176 1106 47.426533 27.58493 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 81.5146728333448 73.132648 1.11461399337468
6005046 2 1 42 1 1 22182 1113 47.293369 27.513367 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 81.5146728333448 73.132648 1.11461399337468
6005046 3 7 14 1 0 0 0 -1 -1 1 7070 2094 7.595132 2.875754 -1 -1 -1 -1 -1 -1 -1 72.1567859453849 73.132648 0.986656273479731
6005046 4 7 10 1 0 0 0 -1 -1 1 7049 2102 5.574127 1.90974 -1 -1 -1 -1 -1 -1 -1 72.1567859453849 73.132648 0.986656273479731
6005240 1 5 33 2 2 25049 908 3.4959 0.50936 2 26800 635 12.875341 5.250318 -1 -1 -1 -1 -1 -1 -1 72.0038825272497 44.700354 1.61081235569744
6005240 2 7 11 1 0 0 0 -1 -1 1 20175 106 22.684002 11.776483 -1 -1 -1 -1 -1 -1 -1 39.5188923507284 44.700354 0.884084549995474
6005295 1 1 55 2 1 22172 1120 47.120308 23.766842 2 1092 2229 3.695628 0.710836 -1 -1 -1 -1 -1 -1 -1 41.3791639589803 37.12421 1.11461399337468
6005295 2 2 54 1 2 1092 2229 3.695628 0.710836 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.0872260900129 37.12421 0.67576457761695
6005295 3 1 25 1 1 27400 957 42.413891 20.532707 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 41.3791639589803 37.12421 1.11461399337468
6005295 4 6 16 1 0 0 0 -1 -1 1 73 2292 10.115014 3.661321 -1 -1 -1 -1 -1 -1 -1 52.5547706701201 37.12421 1.41564684258925
6005327 1 1 24 2 1 23125 678 12.608168 5.29231 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 43.9227785280953 40.752751 1.07778683525182
6005327 2 5 23 1 0 0 0 -1 -1 1 23161 195 14.470984 5.652749 -1 -1 -1 -1 -1 -1 -1 65.6450348394614 40.752751 1.61081235569744
6005340 1 1 39 2 1 20766 1764 27.064432 19.267935 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.4689702431455 28.269941 1.07778683525182
6005373 1 1 47 2 1 18464 2318 33.067734 19.932663 2 26800 635 18.950964 8.420467 -1 -1 -1 -1 -1 -1 -1 36.0897406788146 33.485045 1.07778683525182
6005412 1 4 48 2 0 23330 699 20.256355 12.12056 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 72.2998529712252 66.830507 1.08183906148169
6005412 2 4 -1 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 72.2998529712252 66.830507 1.08183906148169
6005412 3 4 -1 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 72.2998529712252 66.830507 1.08183906148169
6005444 1 3 68 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.8899794725896 30.470701 0.849667996564623
6005444 2 4 39 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 32.9643945725291 30.470701 1.08183906148169
6005480 1 3 79 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 94.4259336312105 136.576836 0.691375905290488
6005480 2 3 79 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 94.4259336312105 136.576836 0.691375905290488
6005480 3 2 61 1 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 77.5811500006046 136.576836 0.56804032274261
6005507 1 1 39 2 1 16631 2562 30.68576 20.640465 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 44.5133036030317 41.793933 1.06506615692358
6005559 1 4 33 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 78.1443212752798 75.124736 1.04019428800761
6005559 2 1 35 1 1 19052 2367 20.178459 9.949833 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 79.0367054659788 75.124736 1.05207298786353
6005559 3 8 2 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 71.3881233313544 75.124736 0.950261220636495
6005559 4 8 0 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 71.3881233313544 75.124736 0.950261220636495
6005566 1 1 49 1 1 19052 2367 49.834057 33.869534 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.0907320801706 50.185828 1.13758673225777
6005566 2 1 46 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.0907320801706 50.185828 1.13758673225777
6005566 3 5 22 1 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.5359428360744 50.185828 0.708087208127251
6005566 4 6 17 1 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 82.8806013511888 50.185828 1.65147422398189
6005624 1 5 19 2 2 26812 634 25.382305 12.448481 1 26812 634 25.382305 12.448481 -1 -1 -1 -1 -1 -1 -1 77.7549175564256 48.270624 1.61081235569744
6005624 2 5 19 1 0 0 0 -1 -1 1 28017 498 24.783875 11.771646 -1 -1 -1 -1 -1 -1 -1 77.7549175564256 48.270624 1.61081235569744
6005736 1 1 22 2 1 22176 1106 25.266088 10.920227 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 182.221408380369 169.069989 1.07778683525182
6005736 2 1 26 1 1 10349 262 23.675072 11.447276 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 182.221408380369 169.069989 1.07778683525182
6005745 1 3 80 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.6660397513991 36.091791 0.849667996564623
6005745 2 3 80 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.6660397513991 36.091791 0.849667996564623
6005763 1 1 33 2 1 32913 2698 8.941275 3.287789 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 86.1315956099794 84.458604 1.01980842129452
6005763 2 7 8 1 0 0 0 -1 -1 1 32563 2731 4.887923 1.224926 -1 -1 -1 -1 -1 -1 -1 86.7199258612641 84.458604 1.02677432202484
6005766 1 1 34 1 1 32861 2739 15.740587 10.035168 2 21999 267 51.889721 39.539398 -1 -1 -1 -1 -1 -1 -1 296.303744886178 290.548439 1.01980842129452
6005773 1 4 64 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 49.1976778989166 42.7073 1.15197350099202
6005773 2 2 65 1 2 25719 1996 7.924695 3.278705 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 28.5874540713672 42.7073 0.6693809740107
6005863 1 3 77 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 21.2728495925376 25.036661 0.849667996564623
6005900 1 5 25 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 122.572828375274 96.595376 1.2689305994862
6005900 2 1 24 1 1 3509 2776 39.603268 26.43347 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 102.880465892908 96.595376 1.06506615692358
6005900 3 7 8 1 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 92.9170767591496 96.595376 0.96192054533904
6005900 4 8 2 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 116.684435051565 96.595376 1.20797122888745
6005900 5 8 1 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 116.684435051565 96.595376 1.20797122888745
6006008 1 1 29 2 1 22648 209 33.237736 18.99044 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 46.5959594974839 45.690895 1.01980842129452
6006008 2 1 28 1 1 22648 209 33.237736 18.99044 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 46.5959594974839 45.690895 1.01980842129452
6006019 1 1 52 1 1 23337 697 35.886791 18.705198 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.58265586001 54.064863 1.06506615692358
6006019 2 1 53 2 1 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.58265586001 54.064863 1.06506615692358
6006019 3 6 17 2 2 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 65.6289949498231 54.064863 1.21389366971712
6006036 1 4 48 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 47.5496170743293 35.61732 1.33501389420454
6006036 2 4 52 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 47.5496170743293 35.61732 1.33501389420454
6006138 1 1 53 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 166.128966676503 154.138983 1.07778683525182
6006138 2 1 46 2 1 9501 533 28.163221 15.828886 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 166.128966676503 154.138983 1.07778683525182
6006157 1 1 56 1 1 28588 1133 16.93815 6.560216 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 48.1774530722958 44.700354 1.07778683525182
6006157 2 4 51 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 48.3585890192591 44.700354 1.08183906148169
6006217 1 1 59 2 1 17386 2493 64.109909 44.157612 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 62.3880783888128 61.176273 1.01980842129452
6006303 1 2 63 2 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.3044507902715 44.546927 0.56804032274261
6006303 2 2 61 1 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.3044507902715 44.546927 0.56804032274261
6006315 1 1 69 2 1 24888 896 18.043854 9.966396 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 494.212306124956 458.543647 1.07778683525182
6006315 2 3 74 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 389.609861883926 458.543647 0.849667996564623
6006372 1 1 61 2 1 19082 2371 26.796431 15.018245 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.4689702431455 28.269941 1.07778683525182
6006455 1 1 38 1 1 23170 969 10.805647 3.407762 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 342.832140949562 318.089004 1.07778683525182
6006469 1 1 35 1 1 26781 658 51.199203 33.458466 1 26781 658 51.199203 33.458466 -1 -1 -1 -1 -1 -1 -1 79.0861644873672 77.550021 1.01980842129452
6006469 2 7 8 2 0 0 0 -1 -1 1 32878 2720 4.608395 0.980154 -1 -1 -1 -1 -1 -1 -1 79.6263702352868 77.550021 1.02677432202484
6006469 3 2 65 1 2 19035 2401 62.327156 43.690098 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 74.2925044326287 77.550021 0.957994639777451
6006505 1 1 67 1 1 19034 2404 10.186228 4.096038 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 23.0583299662164 21.917044 1.05207298786353
6006505 2 4 57 2 0 17702 2388 12.250088 5.524776 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 22.7979839788115 21.917044 1.04019428800761
6006515 1 4 46 1 0 23793 434 2.835351 0.880095 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 166.753572706461 154.138983 1.08183906148169
6006515 2 1 37 2 1 22402 166 16.011805 7.027584 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 166.128966676503 154.138983 1.07778683525182
6006521 1 5 23 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 65.6450348394614 40.752751 1.61081235569744
6006521 2 1 23 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 43.9227785280953 40.752751 1.07778683525182
6006560 1 4 -1 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 170.671764023552 136.28075 1.25235415877556
6006561 1 4 59 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 64.7526935803837 62.250576 1.04019428800761
6006589 1 1 42 2 1 23153 197 42.536129 18.764341 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 73.7930607544733 69.284955 1.06506615692358
6006589 2 3 66 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.2730443911108 69.284955 0.725598283077629
6006589 3 4 47 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 79.8144321774248 69.284955 1.15197350099202
6006624 1 1 60 2 1 21982 1079 8.559032 3.411176 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 166.128966676503 154.138983 1.07778683525182
6006624 2 2 64 1 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 111.465688454106 154.138983 0.723150537811102
6006769 1 1 41 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 52.6208502469227 48.823059 1.07778683525182
6006769 2 1 46 1 1 5094 558 33.045006 14.468584 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 52.6208502469227 48.823059 1.07778683525182
6006769 3 7 12 2 0 0 0 -1 -1 1 24424 1065 17.240944 6.44674 -1 -1 -1 -1 -1 -1 -1 43.1637121454175 48.823059 0.884084549995474
6006769 4 7 8 2 0 0 0 -1 -1 1 27718 55 14.616764 4.996929 -1 -1 -1 -1 -1 -1 -1 43.1637121454175 48.823059 0.884084549995474
6006826 1 4 59 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.8208057284478 35.398008 1.04019428800761
6006967 1 1 36 2 1 23168 968 37.914719 18.167068 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 61.6121521183824 55.276672 1.11461399337468
6006967 2 1 40 1 1 5679 326 13.237922 5.063728 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 61.6121521183824 55.276672 1.11461399337468
6006967 3 6 17 1 0 0 0 -1 -1 1 6701 2246 3.515765 0.553608 -1 -1 -1 -1 -1 -1 -1 78.2522461856414 55.276672 1.41564684258925
