hhno pno day beghom endhom hbtours wbtours uwtours wktours sctours estours pbtours shtours mltours sotours retours metours wkstops scstops esstops pbstops shstops mlstops sostops restops mestops wkathome pdexpfac
6127833 1 1 1 1 2 1 1 1 0 1 0 0 0 0 0 0 0 0 1 7 1 0 0 0 0 -1 169.691591
6128001 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 -1 47.844572
6128001 2 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 -1 47.844572
6128036 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 -1 43.770387
6128036 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 43.770387
6128036 3 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 43.770387
6128051 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 1 -1 350.960014
6128051 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 3 1 0 0 0 0 -1 350.960014
6128051 3 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -1 350.960014
6128058 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 318.089004
6128113 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 -1 233.344876
6128113 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 233.344876
6128113 3 1 1 1 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 -1 233.344876
6128113 4 1 1 1 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 -1 233.344876
6128113 5 1 1 1 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 0 0 -1 233.344876
6128113 6 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 233.344876
6128113 7 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 233.344876
6128113 8 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 233.344876
6128118 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 -1 103.410111
6128118 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 -1 103.410111
6128118 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 103.410111
6128118 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 103.410111
6128119 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 25.036661
6128161 1 1 1 1 2 0 1 1 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 -1 58.755267
6128161 2 1 1 1 2 0 1 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 -1 58.755267
6128161 3 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 58.755267
6128198 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 47.259034
6128198 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 47.259034
6128212 1 1 1 1 2 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 33.485045
6128220 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 28.166385
6128220 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 28.166385
6128268 1 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 64.380723
6128317 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 47.844572
6128317 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 47.844572
6128322 1 1 1 1 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 -1 36.091791
6128322 2 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 36.091791
6128330 1 1 1 1 3 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 196.146961
6128330 2 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 -1 196.146961
6128330 3 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 196.146961
6128371 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 -1 33.485045
6128419 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 26.618523
6128419 2 1 1 1 2 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 26.618523
6128430 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 -1 115.672948
6128571 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 40.752751
6128571 2 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 40.752751
6128578 1 1 1 1 2 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 -1 272.024361
6128578 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 272.024361
6128578 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 272.024361
6128595 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 169.691591
6128633 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 41.780253
6128633 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 41.780253
6128678 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 469.566607
6128678 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 -1 469.566607
6128678 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 469.566607
6128678 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 469.566607
6128678 5 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 469.566607
6128687 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 175.440437
6128687 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 175.440437
6128710 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 30.470701
6128710 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 30.470701
6128723 1 1 1 1 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 -1 84.734365
6128723 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 84.734365
6128723 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 84.734365
6128743 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 119.068424
6128743 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 119.068424
6128746 1 1 1 1 2 0 1 1 0 0 0 1 0 0 0 0 2 0 0 0 2 0 0 0 0 -1 94.813693
6128746 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 94.813693
6128758 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 126.242542
6128758 2 1 1 1 3 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 -1 126.242542
6128786 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 48.314826
6128820 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 48.270624
6128820 2 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 -1 48.270624
6128828 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 105.772175
6128839 1 1 1 1 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 44.700354
6128839 2 1 1 1 2 0 1 1 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 -1 44.700354
6128891 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 27.764023
6128918 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 -1 77.550021
6128918 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 77.550021
6128918 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 77.550021
6128927 1 1 1 1 4 0 2 2 0 1 0 0 0 1 0 0 0 0 0 2 0 2 0 0 0 -1 53.603665
6128927 2 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 53.603665
6128927 3 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 53.603665
6128927 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 -1 53.603665
6128941 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 3 2 0 0 1 -1 229.521213
6128969 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 21.917044
6128969 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 21.917044
6129057 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 21.917044
6129057 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 -1 21.917044
6129214 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 253.362059
6129214 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 253.362059
6129214 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 253.362059
6129317 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 44.975084
6129317 2 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 44.975084
6129333 1 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 84.994878
6129334 1 1 1 1 3 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 -1 48.270624
6129339 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 267.564734
6129339 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 267.564734
6129360 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 169.069989
6129360 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 169.069989
6129515 1 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 103.922804
6129515 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 103.922804
6129515 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 103.922804
6129515 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 103.922804
6129537 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 83.043818
6129547 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 21.917044
6129547 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 21.917044
6129580 1 1 1 1 3 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 -1 33.491023
6129580 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 -1 33.491023
6129581 1 1 1 1 3 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 -1 49.83204
6129581 2 1 1 1 3 0 0 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 -1 49.83204
6129581 3 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 -1 49.83204
6129581 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 49.83204
6129589 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 0 -1 289.822904
6129625 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 30.573918
6129625 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 30.573918
6129629 1 1 1 1 2 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 231.183156
6129629 2 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 231.183156
6129715 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 74.049043
6129715 2 1 1 1 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 74.049043
6129715 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 74.049043
6129729 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 43.214467
6129767 1 1 1 1 2 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 249.110062
6129767 2 1 1 1 2 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 249.110062
6129783 1 1 1 1 2 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 -1 33.491023
6129783 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.491023
6129793 1 1 1 1 2 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 77.333599
6129804 1 1 1 1 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 159.768622
6129804 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 159.768622
6129804 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 159.768622
6129804 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -1 159.768622
6129824 1 1 1 1 2 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 3 0 -1 77.411693
6129824 2 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 77.411693
6129824 3 1 0 0 2 0 0 1 0 0 0 0 1 0 0 0 3 0 0 1 0 1 0 3 0 -1 77.411693
6129824 4 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 -1 77.411693
6129824 5 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 1 0 -1 77.411693
6129828 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 188.917793
6129828 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 188.917793
6129863 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.485045
6129872 1 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 187.403479
6129934 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 2 0 0 -1 105.772175
6130065 1 1 1 1 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 21.137344
6130072 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 3 1 0 0 0 0 -1 48.270624
6130072 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 48.270624
6130076 1 1 1 1 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 21.917044
6130076 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 21.917044
6130147 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 121.141232
6130147 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 -1 121.141232
6130147 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 121.141232
6130147 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 121.141232
6130203 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 77.333599
6130206 1 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 409.16482
6130220 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 22.941312
6130274 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 -1 37.623064
6130314 1 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 1 -1 170.894055
6130314 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 6 0 0 1 0 0 1 0 0 -1 170.894055
6130330 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 -1 30.104233
6130330 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 30.104233
6130330 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 30.104233
6130330 4 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 -1 30.104233
6130356 1 1 1 1 2 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 40.752751
6130356 2 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 40.752751
6130363 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 21.170268
6130363 2 1 1 1 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 21.170268
6130376 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 21.137344
6130415 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 634.852043
6130415 2 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 634.852043
6130415 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 634.852043
6130421 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 4 3 1 1 0 0 -1 40.009455
6130421 2 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 4 3 1 1 0 0 -1 40.009455
6130473 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 183.24506
6130508 1 1 1 1 3 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 -1 338.675817
6130508 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 -1 338.675817
6130508 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 -1 338.675817
6130520 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 68.930674
6130548 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 197.510331
6130548 2 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 197.510331
6130550 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.485045
6130622 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 42.773716
6130622 2 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 42.773716
6130622 3 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 42.773716
6130627 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 -1 33.362385
6130627 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.362385
6130640 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 27.12883
6130640 2 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 27.12883
6130665 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 37.361886
6130702 1 1 1 1 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 -1 223.017177
6130702 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 223.017177
6130746 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 29.198546
6130746 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 29.198546
6130785 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -1 25.036661
6130835 1 1 1 1 4 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 1 0 -1 234.076796
6130835 2 1 1 1 2 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 234.076796
6130835 3 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 234.076796
6130947 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 32.683296
6130947 2 1 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 -1 32.683296
6130957 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 -1 33.485045
6130958 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 13.162745
6130958 2 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 13.162745
6131146 1 1 1 1 1 3 1 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 1 0 -1 33.485045
6131158 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 -1 183.24506
6131174 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 288.496806
6131220 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 -1 33.485045
6131258 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 33.485045
6131269 1 1 1 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 -1 64.380723
6131299 1 1 1 1 3 0 0 0 0 0 1 1 1 0 0 0 0 0 0 3 3 0 0 0 0 -1 25.036661
6131325 1 1 1 1 2 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 21.917044
6131325 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 -1 21.917044
6131328 1 1 1 1 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 154.138983
6131328 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 154.138983
6131354 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 -1 318.089004
6131510 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 -1 25.036661
6131527 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 77.333599
6131528 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 -1 154.138983
6131528 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 154.138983
6131606 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 71.965201
6131606 2 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 71.965201
6131606 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 71.965201
6131606 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 71.965201
6131619 1 1 1 1 2 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 28.646696
6131619 2 1 1 1 3 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 28.646696
6131619 3 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 28.646696
6131619 4 1 1 1 2 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 28.646696
6131663 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 154.138983
6131663 2 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 -1 154.138983
