hhno hhsize hhvehs hhwkrs hhftw hhptw hhret hhoad hhuni hhhsc hh515 hhcu5 hhincome hownrent hrestype hhparcel hhtaz hhxco hhyco hhexpfac adjfac orig_hhexpfac
4023968 2 2 0 0 0 2 0 0 0 0 0 125000 1 1 3529 2767 -86.521106 36.119963 41.7351112888077 1.24674360725019 33.475296
4024003 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 28051 457 -86.754586 36.198557 85.5711957683867 1.07002512940079 79.971202
4024034 2 1 0 0 0 1 1 0 0 0 0 15000 2 3 882 2146 -86.419718 36.394131 56.6186211592783 0.89505604589954 63.257068
4024129 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 9544 129 -86.748641 36.169818 50.3579164091076 1.07002512940079 47.062368
4024161 2 3 2 1 1 0 0 0 0 0 0 67500 1 2 17175 2482 -86.880956 35.964527 65.6226662568881 2.21358986601876 29.645359
4024167 4 3 2 2 0 0 0 0 1 1 0 125000 1 1 5506 373 -86.668053 36.209648 94.4398324192299 1.0554399119047 89.479118
4024179 3 2 3 1 1 0 0 1 0 0 0 15000 1 2 27141 1225 -86.949559 36.06824 163.319301538835 1.17247373912739 139.294635
4024271 4 2 1 1 0 0 1 0 0 1 1 55000 1 1 4373 1616 -86.542947 36.048793 76.5621666182933 0.840819408241252 91.056612
4024272 1 2 1 1 0 0 0 0 0 0 0 55000 1 1 26700 454 -86.731497 36.218303 40.7320032417201 0.862319467313901 47.235398
4024333 2 2 1 1 0 1 0 0 0 0 0 125000 1 1 27410 1019 -86.807372 36.127595 123.809345216346 1.07002512940079 115.706951
4024340 1 1 0 0 0 0 1 0 0 0 0 -1 1 1 24866 476 -86.737009 36.194699 111.335756163817 1.84622045932707 60.304692
4024392 2 1 1 1 0 0 0 0 0 1 0 40000 2 3 15795 2601 -86.911494 35.757472 425.64541203919 1.01158045267738 420.772674
4024444 2 2 1 1 0 0 0 1 0 0 0 67500 1 1 27269 996 -86.798728 36.129122 139.160451298684 1.20269741874612 115.706951
4024457 2 1 0 0 0 1 1 0 0 0 0 5000 2 1 30886 1893 -86.356284 35.878182 20.5606678487783 0.413650636161909 49.705394
4024509 6 3 2 1 0 0 0 1 0 3 1 87500 1 1 23045 606 -86.851797 36.140641 311.962694735864 1.0554399119047 295.575988
4024520 1 1 1 0 1 0 0 0 0 0 0 67500 1 1 30176 1993 -86.510426 35.989449 174.28679763092 0.99232624682951 175.634574
4024558 1 1 1 1 0 0 0 0 0 0 0 87500 1 1 3622 2778 -86.521513 36.112522 53.4238789264046 0.970297237501793 55.059292
4024570 1 1 1 1 0 0 0 0 0 0 0 22500 1 3 22695 976 -86.818839 36.146333 49.8543053515318 0.891064427823336 55.949159
4024609 2 2 0 0 0 2 0 0 0 0 0 125000 1 1 19049 2367 -86.806355 36.028347 34.5974354644902 0.963081365738641 35.923689
4024612 4 2 2 1 1 0 0 0 0 2 0 87500 1 1 21058 1758 -86.597814 35.9849 332.076807503242 1.40020919896297 237.162281
4024658 2 2 2 1 1 0 0 0 0 0 0 125000 1 2 4803 152 -86.782502 36.171563 85.5711957683867 1.07002512940079 79.971202
4024695 1 1 1 1 0 0 0 0 0 0 0 40000 1 3 17781 2492 -86.878756 35.920913 58.9782456513412 0.94319009927573 62.530603
4024722 2 2 1 1 0 1 0 0 0 0 0 40000 1 1 6664 2251 -86.626358 36.290663 36.1807628279046 0.89505604589954 40.422902
4024739 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 6657 2252 -86.623719 36.291137 43.9065427821477 0.882670678088151 49.742836
4024790 1 1 0 0 0 1 0 0 0 0 0 87500 1 1 3425 764 -86.572062 36.149514 110.661713977266 1.5567485343989 71.085157
4024791 3 2 2 1 1 0 0 0 0 1 0 125000 1 1 17438 2464 -86.929832 35.923866 48.8277010216254 0.921229230502961 53.00277
4024857 1 0 0 0 0 0 1 0 0 0 0 5000 2 3 4296 766 -86.606882 36.166725 2981.45928184399 1.84622045932707 1614.898842
4024931 2 1 1 1 0 0 1 0 0 0 0 -1 1 1 24893 896 -86.699677 36.127812 29.7196958095872 0.368484116331914 80.65394
4024942 2 2 2 2 0 0 0 0 0 0 0 55000 1 4 5695 1619 -86.566669 36.029843 50.9652015343385 1.20269741874612 42.375747
4024943 1 1 0 0 0 1 0 0 0 0 0 40000 1 1 9120 1640 -86.592698 36.003846 46.5017948990729 0.879361678770021 52.881307
4024955 1 1 0 0 0 0 1 0 0 0 0 5000 1 1 6479 527 -86.745207 36.168393 77.2329533985724 1.84622045932707 41.833007
4024979 1 1 0 0 0 1 0 0 0 0 0 175000 1 1 17828 2465 -86.905148 35.914135 127.135476613961 2.44945194046231 51.903642
4024986 4 2 1 1 0 0 1 0 1 1 0 87500 1 1 33087 2729 -86.317767 36.215177 51.7715616139158 1.05647037494845 49.004272
4025014 2 4 1 0 1 0 1 0 0 0 0 175000 1 1 13084 1377 -87.057709 35.608816 15.6363556093048 0.750002739265858 20.848398
4025038 2 1 0 0 0 2 0 0 0 0 0 40000 1 1 24951 890 -86.709757 36.121189 74.8261635875941 1.2408016873313 60.304692
4025045 2 2 2 2 0 0 0 0 0 0 0 175000 1 3 21786 1031 -86.779203 36.126991 50.3579164091076 1.07002512940079 47.062368
4025067 1 1 1 1 0 0 0 0 0 0 0 22500 2 3 4889 163 -86.79477 36.178124 49.8543053515318 0.891064427823336 55.949159
4025081 1 1 1 1 0 0 0 0 0 0 0 40000 1 2 856 2137 -86.415505 36.391599 56.3839516554935 0.882670678088151 63.878809
4025130 2 2 1 0 1 1 0 0 0 0 0 22500 1 1 20435 1782 -86.526104 35.808764 194.979477818096 1.08640064027769 179.472904
4025308 1 0 0 0 0 0 1 0 0 0 0 5000 2 1 28494 508 -86.764162 36.182513 1754.56326610528 1.84622045932707 950.354145
4025346 3 3 1 1 0 0 1 0 0 1 0 40000 1 1 4674 731 -86.627552 36.204266 206.019555813112 1.17247373912739 175.713578
4025429 2 1 0 0 0 2 0 0 0 0 0 40000 1 1 26294 1982 -86.367406 35.833449 53.9999718668546 1.08640064027769 49.705394
4025508 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 10095 596 -86.860687 36.163685 81.9825838530961 0.862319467313901 95.072171
4025558 2 2 2 2 0 0 0 0 0 0 0 67500 2 2 22828 987 -86.826135 36.138074 96.1811582194244 1.20269741874612 79.971202
4025590 1 1 1 1 0 0 0 0 0 0 0 175000 1 1 7055 2102 -86.657076 36.454844 79.0160618133692 1.2369683006045 63.878809
4025604 2 2 1 0 1 1 0 0 0 0 0 67500 1 1 17298 2486 -86.868252 35.931968 95.801623772946 2.21358986601876 43.27885
4025643 1 0 0 0 0 0 1 0 0 0 0 22500 2 3 24912 891 -86.718128 36.131366 846.826772443961 0.891064427823336 950.354145
4025651 2 1 1 0 0 0 0 1 0 1 0 40000 2 2 31019 1892 -86.367798 35.874351 60.4057083573194 1.08640064027769 55.601687
4025675 1 0 0 0 0 1 0 0 0 0 0 -1 2 3 26591 656 -86.799886 36.16786 1754.56326610528 1.84622045932707 950.354145
4025760 4 3 1 1 0 0 1 0 0 0 2 175000 1 1 1175 2261 -86.603815 36.27915 69.2041772298578 1.13372747255841 61.041281
4025764 1 1 1 0 1 0 0 0 0 0 0 87500 1 1 1057 2250 -86.629138 36.293124 79.0160618133692 1.2369683006045 63.878809
4025787 2 1 1 0 1 1 0 0 0 0 0 27500 2 3 6653 2266 -86.610526 36.288444 94.9861697025719 0.89505604589954 106.123153
4025829 1 1 0 0 0 0 0 1 0 0 0 -1 1 1 1096 2229 -86.621754 36.259741 83.0723132261796 1.30046747155508 63.878809
4025865 2 2 2 2 0 0 0 0 0 0 0 40000 2 3 10368 22 -86.749806 36.08 99.2284023795119 1.2408016873313 79.971202
4025897 1 1 0 0 0 0 1 0 0 0 0 15000 1 1 32991 2741 -86.29483 36.209928 53.7120268033372 1.30939722666279 41.020422
4025902 5 3 2 1 1 0 0 1 0 2 0 -1 1 1 6743 1596 -86.704688 36.419126 65.3154003923025 0.354733376649313 184.125331
4025923 1 1 1 1 0 0 0 0 0 0 0 87500 1 1 1092 2229 -86.622487 36.265436 79.0160618133692 1.2369683006045 63.878809
4025952 3 3 2 2 0 0 0 0 0 1 0 175000 1 1 6360 1255 -86.819871 36.061762 141.910081833904 1.16851354445166 121.444961
4025957 4 2 2 1 1 0 0 0 1 1 0 125000 1 1 17330 2451 -86.898576 35.933127 41.9177635179536 0.997940269896624 42.004281
4026001 2 2 0 0 0 1 1 0 0 0 0 15000 1 1 20967 1810 -86.455863 35.854454 174.302836836975 1.08640064027769 160.440661
4026027 2 1 0 0 0 2 0 0 0 0 0 55000 1 1 5998 584 -86.879832 36.146953 123.244438346057 1.20269741874612 102.473354
4026048 3 2 1 1 0 0 2 0 0 0 0 87500 1 1 27440 1006 -86.813862 36.132047 187.191032175082 1.16851354445166 160.19586
4026064 1 1 1 1 0 0 0 0 0 0 0 15000 1 1 5291 529 -86.740635 36.17351 49.8543053515318 0.891064427823336 55.949159
4026092 2 2 2 1 1 0 0 0 0 0 0 87500 1 1 17351 2452 -86.908621 35.952039 30.9502367016243 0.963081365738641 32.136679
4026148 3 3 0 0 0 0 2 0 0 1 0 67500 1 1 24606 50 -86.717524 36.074968 108.761053691044 1.40670301059651 77.316287
4026167 2 1 0 0 0 2 0 0 0 0 0 40000 1 1 5496 367 -86.670785 36.245982 74.8261635875941 1.2408016873313 60.304692
4026180 2 2 0 0 0 0 2 0 0 0 0 -1 1 1 5233 526 -86.725716 36.170218 18.760477419962 0.368484116331914 50.912581
4026186 2 2 0 0 0 1 1 0 0 0 0 67500 1 1 31963 1979 -86.373277 35.839883 46.3940566969128 0.960407922113873 48.306616
4026264 2 2 1 0 1 1 0 0 0 0 0 125000 1 1 9866 1143 -86.868373 36.132729 123.809345216346 1.07002512940079 115.706951
4026266 3 2 0 0 0 3 0 0 0 0 0 40000 1 1 1531 301 -86.815968 36.334116 140.436477452039 1.17247373912739 119.77793
4026272 1 0 0 0 0 0 1 0 0 0 0 15000 2 3 28724 515 -86.761002 36.180416 1132.58045860399 0.891064427823336 1271.042164
4026361 1 1 0 0 0 0 1 0 0 0 0 22500 1 1 23626 803 -86.632549 36.080399 37.2759044465846 0.891064427823336 41.833007
4026405 4 4 1 1 0 0 2 0 1 0 0 -1 1 1 6718 2196 -86.634573 36.360462 50.2148547156175 0.156899963445366 320.043763
4026456 2 3 2 0 2 0 0 0 0 0 0 67500 1 1 25815 1878 -86.392375 35.906982 133.116770522696 0.960407922113873 138.604407
4026470 4 2 2 1 1 0 0 0 1 1 0 -1 1 1 11157 1558 -86.870025 36.478821 24.0323402288877 0.354733376649313 67.747615
4026518 2 4 2 1 1 0 0 0 0 0 0 55000 1 1 27980 453 -86.739662 36.205485 55.8282195474295 1.20269741874612 46.419173
4026558 3 3 2 2 0 0 1 0 0 0 0 175000 1 1 19693 2510 -86.829679 35.929707 45.0424474967441 0.921229230502961 48.893854
4026651 1 1 0 0 0 1 0 0 0 0 0 5000 1 1 7486 2042 -86.470251 36.616211 418.052120188876 1.30046747155508 321.462958
4026652 4 2 2 2 0 0 0 0 0 2 0 67500 2 1 17223 2454 -86.880951 35.943441 96.2922842843878 2.2924397702317 42.004281
4026688 2 4 0 0 0 0 2 0 0 0 0 87500 1 1 6939 1592 -86.773349 36.411901 77.6865620544533 1.00257533568761 77.487007
4026784 2 1 0 0 0 2 0 0 0 0 0 22500 1 1 4203 809 -86.600478 36.072871 127.149110549697 1.2408016873313 102.473354
4026789 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 23395 837 -86.63667 36.127151 84.7154296540373 0.891064427823336 95.072171
4026810 6 5 2 2 0 0 3 0 0 1 0 22500 1 2 30884 1893 -86.352922 35.879889 129.751948333794 1.18349405610592 109.634643
4026863 2 2 0 0 0 1 1 0 0 0 0 -1 1 1 27761 75 -86.698683 36.063777 18.760477419962 0.368484116331914 50.912581
4026865 4 3 3 3 0 0 0 0 0 1 0 87500 1 1 29791 1812 -86.451921 35.849398 325.417014893561 1.40020919896297 232.405997
4026908 1 1 1 0 1 0 0 0 0 0 0 67500 2 3 19041 2503 -86.838039 35.946915 76.5970418718248 0.969102182889863 79.03918
4026972 2 1 1 1 0 0 1 0 0 0 0 15000 1 4 32571 2710 -86.311109 36.184526 90.8378428883082 1.19502036303471 76.013636
4026994 5 0 2 1 1 0 0 0 0 2 1 40000 3 1 7399 2247 -86.637247 36.324939 191.305077247534 1.20964301851109 158.150028
4027003 3 2 2 2 0 0 0 0 0 0 1 67500 1 1 31752 1924 -86.374613 35.850309 78.5323143343648 1.12498324979481 69.807541
4027041 2 1 0 0 0 2 0 0 0 0 0 -1 2 3 19823 2519 -86.847429 35.906612 15.1877667969122 0.381806965583078 39.778653
4027050 2 1 0 0 0 2 0 0 0 0 0 -1 1 1 32135 1658 -86.521564 35.965621 68.2881030683427 0.413650636161909 165.086421
4027164 4 2 2 1 1 0 0 0 0 2 0 125000 1 1 17136 2478 -86.898638 35.971065 41.9177635179536 0.997940269896624 42.004281
4027228 1 1 0 0 0 1 0 0 0 0 0 -1 1 1 8325 2726 -86.304104 36.220734 58.8897644893337 1.43562064011271 41.020422
4027229 3 2 1 1 0 2 0 0 0 0 0 55000 1 1 17140 2478 -86.888763 35.968607 173.900041588108 2.43627556553778 71.379463
4027360 1 0 1 0 1 0 0 0 0 0 0 5000 2 3 31133 1903 -86.363244 35.8572 98.960704232131 1.87137402318991 52.881307
4027375 4 3 1 1 0 3 0 0 0 0 0 87500 1 1 31997 1965 -86.375776 35.840579 125.561431369107 1.40020919896297 89.673337
4027383 3 3 1 1 0 0 1 0 1 0 0 125000 1 1 3331 2670 -86.578937 36.23113 502.441996515338 0.899373499839118 558.657773
4027405 4 2 1 1 0 0 1 0 0 1 1 55000 1 1 26011 1833 -86.410159 35.79895 254.285761344931 0.840819408241252 302.426132
4027423 3 3 3 1 1 0 0 1 0 0 0 -1 1 1 1119 2233 -86.616162 36.26642 14.9399315954561 0.307372372357043 48.605317
4027452 1 2 0 0 0 1 0 0 0 0 0 40000 1 1 25024 880 -86.701009 36.11266 53.4763860156755 0.891064427823336 60.014051
4027467 2 1 2 2 0 0 0 0 0 0 0 175000 2 3 23018 983 -86.822119 36.131567 101.356962985074 1.07002512940079 94.723909
4027472 3 2 2 1 1 0 1 0 0 0 0 40000 2 3 23246 998 -86.806295 36.12958 129.816109490281 1.17247373912739 110.719844
4027516 2 2 1 1 0 0 1 0 0 0 0 55000 1 1 29615 1672 -86.545256 35.978765 135.170190849137 0.960407922113873 140.742478
4027601 4 2 2 2 0 0 0 0 0 2 0 125000 1 1 9176 736 -86.603593 36.209747 86.0996079727306 1.0554399119047 81.576987
4027637 1 1 1 1 0 0 0 0 0 0 0 -1 1 1 5807 578 -86.932352 36.209428 175.524187212841 1.84622045932707 95.072171
4027666 4 1 2 2 0 0 1 0 0 1 0 22500 2 1 9370 644 -86.809288 36.18077 296.801523218261 1.80764284903942 164.192569
4027670 2 2 0 0 0 1 1 0 0 0 0 40000 1 1 19290 2501 -86.879736 35.911854 36.3397015804613 1.01158045267738 35.923689
4027820 1 1 0 0 0 1 0 0 0 0 0 55000 1 2 17175 2482 -86.880956 35.964527 50.299932762134 0.969102182889863 51.903642
4027851 2 2 1 1 0 0 1 0 0 0 0 55000 1 1 24202 21 -86.74256 36.079278 139.160451298684 1.20269741874612 115.706951
4027886 1 1 1 1 0 0 0 0 0 0 0 15000 2 3 23659 776 -86.633405 36.090406 49.8543053515318 0.891064427823336 55.949159
4027902 4 3 2 2 0 0 0 0 0 0 2 175000 1 1 17659 2412 -86.901097 36.044774 339.513058380138 0.997940269896624 340.213807
4027947 4 2 1 1 0 0 1 0 0 1 1 125000 1 2 17756 2507 -86.849588 35.923443 56.4511528734024 0.997940269896624 56.567667
4028066 1 2 0 0 0 1 0 0 0 0 0 22500 1 1 29362 1506 -87.048371 36.573945 118.883813177161 0.96923585400813 122.657259
4028067 2 4 2 2 0 0 0 0 0 0 0 175000 1 1 12557 1419 -87.141185 35.61362 40.5685451701664 0.750002739265858 54.091196
4028091 4 2 1 1 0 0 1 0 0 0 2 40000 2 2 25989 1958 -86.402445 35.809468 357.919529633104 1.18349405610592 302.426132
4028100 1 1 1 1 0 0 0 0 0 0 0 55000 2 2 21642 1034 -86.78282 36.121099 48.2460489855407 0.862319467313901 55.949159
4028127 2 3 2 2 0 0 0 0 0 0 0 15000 2 2 31141 1903 -86.361039 35.86131 45.337672606469 1.08640064027769 41.732001
4028165 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 23258 748 -86.646717 36.161472 84.7154296540373 0.891064427823336 95.072171
4028187 2 1 2 1 0 0 0 1 0 0 0 125000 2 3 26508 1192 -86.927369 36.074365 101.356962985074 1.07002512940079 94.723909
4028201 1 1 1 1 0 0 0 0 0 0 0 67500 2 3 26957 1202 -86.915877 36.063568 81.9825838530961 0.862319467313901 95.072171
4028256 1 1 1 1 0 0 0 0 0 0 0 40000 1 2 21465 95 -86.703093 36.037439 84.7154296540373 0.891064427823336 95.072171
4028259 2 1 0 0 0 2 0 0 0 0 0 -1 1 1 32958 2711 -86.301345 36.2009 13.0394995143322 0.230250149272491 56.631883
4028294 3 4 2 2 0 1 0 0 0 0 0 22500 1 1 28151 568 -86.842559 36.179841 128.041929263076 1.17247373912739 109.20665
4028296 4 4 4 3 1 0 0 0 0 0 0 40000 2 1 23758 772 -86.627366 36.094007 182.98387871242 1.80764284903942 101.227894
4028387 4 2 1 1 0 0 0 1 0 1 1 -1 1 9 17438 2464 -86.911151 35.924248 6.85771839098843 0.121230355690441 56.567667
6000019 4 3 3 2 0 0 0 1 1 0 0 175000 1 1 17943 1210 -86.965558 36.032589 389.137285392906 1.0554399119047 368.696769
6000034 3 2 1 1 0 1 0 0 0 1 0 40000 1 1 10988 1466 -86.744682 36.617301 338.033878930555 1.36987939919446 246.76178
6000071 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 18925 2550 -86.809363 35.908041 243.985732073302 0.963081365738641 253.338649
6000078 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 6479 527 -86.744715 36.169898 28.874806167382 0.862319467313901 33.485045
6000100 4 3 2 2 0 0 0 0 0 2 0 87500 1 1 8466 2695 -86.510089 36.210707 433.025244785215 1.05647037494845 409.879212
6000231 1 1 0 0 0 0 1 0 0 0 0 5000 1 1 16125 1268 -87.170108 35.806316 118.030072585582 1.56331443523479 75.499893
6000244 4 1 2 2 0 0 0 0 0 2 0 22500 2 3 21545 90 -86.674764 36.052176 104.535452705309 1.80764284903942 57.829705
6000309 1 1 1 0 1 0 0 0 0 0 0 67500 1 1 6668 2265 -86.619005 36.289879 42.1727104167982 0.872873068337206 48.314826
6000312 4 3 2 2 0 0 0 0 1 1 0 55000 2 3 14322 1368 -87.036897 35.617323 71.9890532776673 0.940218593806659 76.566294
6000408 1 3 1 1 0 0 0 0 0 0 0 27500 1 1 26630 654 -86.805207 36.173796 27.6304554717843 0.891064427823336 31.00837
6000418 3 1 2 2 0 0 0 0 0 0 1 -1 1 1 6662 2251 -86.626407 36.289417 36.2927159235504 0.307372372357043 118.074099
6000426 5 2 1 1 0 0 1 0 0 2 1 67500 1 1 6761 2100 -86.681878 36.423267 74.2989687802421 1.14717803303363 64.766729
6000478 2 2 0 0 0 2 0 0 0 0 0 87500 2 3 19041 2503 -86.838006 35.946921 23.5952661733944 0.963081365738641 24.499764
6000491 2 1 2 2 0 0 0 0 0 0 0 67500 1 1 7079 2098 -86.642881 36.469741 51.2627045574568 0.907840372280928 56.46665
6000498 1 2 1 1 0 0 0 0 0 0 0 55000 1 1 6479 527 -86.744792 36.169352 24.3777204641154 0.862319467313901 28.269941
6000665 3 3 1 1 0 0 1 0 0 0 1 67500 2 1 6699 2246 -86.635221 36.321337 49.8409270636844 0.839490061444247 59.370479
6000685 2 2 1 1 0 1 0 0 0 0 0 -1 1 1 27752 42 -86.702327 36.073233 15.0167414403295 0.368484116331914 40.752751
6000731 1 1 0 0 0 1 0 0 0 0 0 55000 1 1 1057 2250 -86.639728 36.296629 32.8401593139271 0.872873068337206 37.623064
6000737 5 3 1 1 0 0 2 0 1 0 1 175000 2 1 30583 1868 -86.352448 35.77711 377.088901357871 1.40020919896297 269.308973
6000741 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 5704 1619 -86.558148 36.03936 36.0397220415129 0.862319467313901 41.793933
6000800 3 1 1 1 0 0 0 0 0 2 0 87500 1 1 6405 2372 -86.817069 36.037395 49.6582168098008 0.921229230502961 53.9043
6000807 3 1 1 1 0 0 1 0 0 1 0 27500 2 2 20811 1769 -86.496848 35.881695 699.259262667566 1.39935032995697 499.702789
6000827 2 4 0 0 0 1 1 0 0 0 0 40000 1 1 8071 2101 -86.675863 36.443342 16.0552557850926 0.89505604589954 17.93771
6000967 2 2 2 2 0 0 0 0 0 0 0 125000 2 2 22690 978 -86.819617 36.142976 30.1387397543775 1.07002512940079 28.166385
6000998 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 22785 986 -86.826081 36.143607 286.300989121438 1.07002512940079 267.564734
6001044 3 2 2 2 0 0 0 0 0 0 1 125000 1 1 18604 2545 -86.775571 35.925144 384.916674146869 0.921229230502961 417.829419
6001087 2 3 2 1 1 0 0 0 0 0 0 22500 1 1 11519 1462 -87.054593 35.499286 74.7332682724365 1.14288823093053 65.389831
6001101 2 2 0 0 0 0 2 0 0 0 0 -1 1 1 12193 1435 -87.089381 35.578704 61.0028017451239 0.483219054200635 126.242542
6001148 2 2 2 2 0 0 0 0 0 0 0 175000 2 1 20988 2006 -86.481872 35.869727 128.423308193149 1.35448060432736 94.813693
6001252 4 3 2 2 0 0 0 0 0 0 2 125000 1 1 7092 2091 -86.630449 36.491009 48.1048661420689 1.13372747255841 42.430714
6001330 2 2 0 0 0 0 2 0 0 0 0 67500 1 1 15049 1285 -87.004576 35.718637 197.195687785748 1.62781642988201 121.141232
6001379 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 23650 778 -86.64275 36.081607 30.1387397543775 1.07002512940079 28.166385
6001430 3 3 2 2 0 0 0 0 0 1 0 87500 1 1 31131 1903 -86.354495 35.864402 46.5923403067998 0.857529918989667 54.333195
6001521 1 0 0 0 0 1 0 0 0 0 0 5000 2 3 9646 376 -86.686729 36.254307 46.2231957714361 1.84622045932707 25.036661
6001527 3 2 0 0 0 0 2 1 0 0 0 40000 2 4 31146 1897 -86.366146 35.8662 88.0094088701496 1.39935032995697 62.893049
6001561 3 2 2 2 0 0 0 1 0 0 0 55000 1 1 6299 595 -86.861098 36.161097 300.197277325067 1.40670301059651 213.404873
6001571 1 0 1 1 0 0 0 0 0 0 0 5000 2 3 26376 1966 -86.371319 35.829281 78.2120805431397 1.87137402318991 41.793933
6001581 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 30884 1893 -86.353621 35.879215 32.8546107949742 0.879361678770021 37.361886
6001615 2 1 0 0 0 0 2 0 0 0 0 -1 1 1 23566 1631 -86.564603 35.996955 16.2498093986195 0.413650636161909 39.283898
6001693 1 1 0 0 0 1 0 0 0 0 0 5000 2 3 29239 1528 -86.90027 36.504448 36.4735616174472 1.07116434671602 34.050388
6001789 1 0 0 0 0 0 1 0 0 0 0 5000 2 3 31133 1903 -86.36388 35.855498 69.9180629177829 1.87137402318991 37.361886
6001820 2 2 2 1 0 0 0 1 0 0 0 40000 1 2 20961 1810 -86.463003 35.860671 251.157528699816 1.08640064027769 231.183156
6002013 1 2 1 1 0 0 0 0 0 0 0 40000 1 1 1181 2236 -86.6175 36.317427 21.2212655363699 0.882670678088151 24.04211
6002064 5 2 2 1 1 0 0 0 0 2 1 40000 1 1 9576 448 -86.727708 36.215814 141.408141990871 1.80764284903942 78.227921
6002102 1 2 1 1 0 0 0 0 0 0 0 40000 1 1 27766 48 -86.707779 36.058321 137.852738031929 0.891064427823336 154.705691
6002124 3 4 1 1 0 0 1 0 0 1 0 125000 1 1 17825 2468 -86.905665 35.918049 55.2310180061746 0.921229230502961 59.95361
6002187 1 1 0 0 0 1 0 0 0 0 0 55000 1 1 10161 10 -86.765075 36.055856 118.147893239509 0.862319467313901 137.011743
6002197 1 1 0 0 0 1 0 0 0 0 0 22500 1 1 6926 1592 -86.771672 36.408596 94.0314292280662 0.96923585400813 97.016045
6002198 2 1 1 1 0 1 0 0 0 0 0 22500 1 1 4622 356 -86.652915 36.258178 327.768094141807 1.2408016873313 264.158324
6002279 3 2 1 1 0 0 1 0 0 0 1 67500 1 1 11183 1560 -86.872294 36.484473 85.6468902925432 0.988906437285423 86.607678
6002311 1 0 0 0 0 1 0 0 0 0 0 22500 1 1 1092 2229 -86.623044 36.261386 33.2087754126339 0.882670678088151 37.623064
6002428 1 1 1 1 0 0 0 0 0 0 0 87500 1 1 10420 481 -86.719209 36.208018 52.1277947280313 1.5567485343989 33.485045
6002435 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 15141 1286 -86.9975 35.694324 128.17100937425 0.750002739265858 170.894055
6002444 2 1 1 1 0 0 0 0 1 0 0 87500 2 3 20306 2518 -86.825294 35.924957 31.4766733485203 0.963081365738641 32.683296
6002446 2 2 0 0 0 0 2 0 0 0 0 -1 1 1 1073 2230 -86.629036 36.27064 10.7466619311532 0.451386699241844 23.808105
6002456 2 2 1 1 0 1 0 0 0 0 0 125000 1 1 6444 1249 -86.815929 36.085279 238.633983678024 1.07002512940079 223.017177
6002495 5 2 2 2 0 0 0 0 0 3 0 175000 1 1 19242 1215 -86.979147 36.063882 784.319593382287 1.0554399119047 743.121029
6002556 1 2 1 1 0 0 0 0 0 0 0 40000 1 1 1337 307 -86.724748 36.335692 137.852738031929 0.891064427823336 154.705691
6002568 2 3 0 0 0 1 1 0 0 0 0 -1 1 1 30628 1728 -86.255756 35.720493 28.4981962556182 0.413650636161909 68.894361
6002587 3 1 1 0 1 1 1 0 0 0 0 5000 1 1 27361 936 -86.782582 36.136486 29.1544126391869 0.436244073970393 66.830507
6002597 1 1 0 0 0 1 0 0 0 0 0 22500 1 1 19300 2501 -86.87812 35.90963 25.5876438609344 0.94319009927573 27.12883
6002605 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 1153 2228 -86.620551 36.277914 41.6633759317161 1.48275798011187 28.098568
6002650 4 6 4 2 1 0 0 1 0 0 0 40000 2 1 27656 1061 -86.716716 36.112386 109.514131330562 1.80764284903942 60.583943
6002674 1 3 0 0 0 0 1 0 0 0 0 55000 1 1 6582 485 -86.702557 36.208111 109.409246924489 0.862319467313901 126.877858
6002685 2 2 1 0 1 0 1 0 0 0 0 40000 1 1 6046 1153 -86.889479 36.128842 276.720089525462 1.2408016873313 223.017177
6002719 3 3 2 2 0 0 0 0 0 1 0 87500 1 1 20944 1793 -86.45674 35.872317 131.903757464342 0.857529918989667 153.818257
6002723 1 1 1 1 0 0 0 0 0 0 0 22500 1 1 8303 2728 -86.266568 36.228973 239.517050140089 1.30939722666279 182.921611
6002778 1 2 0 0 0 1 0 0 0 0 0 15000 1 1 1073 2230 -86.625944 36.275528 16.5251353541434 0.882670678088151 18.721745
6002780 4 2 2 0 2 0 2 0 0 0 0 15000 2 1 31761 1912 -86.373861 35.852186 66.7905355795938 1.18349405610592 56.435041
6002788 4 2 0 0 0 0 2 0 0 0 2 40000 1 1 11231 1554 -86.851399 36.493616 87.5016516524629 0.938536578289613 93.23201
6002814 4 2 1 1 0 0 1 0 0 1 1 175000 1 1 10254 2414 -86.835754 36.031577 638.892848078266 0.997940269896624 640.211511
6002856 2 2 1 1 0 0 1 0 0 0 0 27500 2 3 23368 747 -86.631958 36.161787 480.349195970954 1.2408016873313 387.128097
