hhno pno pptyp pagey pgend pwtyp pwpcl pwtaz pwautime pwaudist pstyp pspcl pstaz psautime psaudist puwmode puwarrp puwdepp ptpass ppaidprk pdiary pproxy psexpfac
6125422 2 1 57 1 1 23168 968 23.642435 14.356975 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 165.983085
6125456 1 1 31 1 1 23308 750 22.786064 11.976477 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6125456 2 1 31 2 1 20082 2357 34.646137 22.595097 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6125469 1 1 61 2 1 28658 993 17.029568 8.326479 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 183.245060
6125473 1 1 57 2 1 22982 666 35.205116 17.543869 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 56.466650
6125473 2 1 58 2 1 22648 209 33.701553 15.724833 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 56.466650
6125556 1 1 38 2 1 27399 957 51.225342 29.643976 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 170.894055
6125556 2 1 47 1 1 21842 1010 51.187984 29.285767 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 170.894055
6125610 1 1 59 1 1 16000 1786 26.368977 18.206734 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 118.319379
6125656 1 1 63 2 1 23168 968 10.971260 2.899714 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 183.245060
6125687 1 2 52 2 2 22690 978 30.567553 14.190630 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6125687 2 1 53 1 1 9128 1643 32.337975 16.348486 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6125701 1 1 43 2 1 23408 257 34.412479 23.723850 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 77.550021
6125701 2 1 54 1 1 22537 246 38.330006 26.586489 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 77.550021
6125701 3 3 77 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 77.550021
6125717 1 2 62 2 2 12260 1456 4.027362 3.152333 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 60.463179
6125717 2 3 73 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 60.463179
6125780 1 1 32 2 1 19034 2404 33.377174 21.461384 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 370.442419
6125780 2 5 49 1 2 24046 285 11.949648 6.211909 1 26812 634 16.443579 7.576876 -1 -1 -1 -1 -1 -1 -1 370.442419
6125780 3 7 11 1 0 0 0 -1.000000 -1.000000 1 24776 496 8.200651 3.178204 -1 -1 -1 -1 -1 -1 -1 370.442419
6125804 1 1 27 2 1 22586 218 26.040146 10.354650 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6125804 2 1 25 2 1 10213 2380 26.023232 11.520836 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6125817 1 3 72 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.470701
6125817 2 3 67 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.470701
6125829 1 1 54 1 1 28017 498 24.413254 12.247273 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 169.069989
6125829 2 1 59 2 1 23417 701 10.946799 4.293122 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 169.069989
6125836 1 4 44 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 25.036661
6125840 1 1 54 1 1 68 2291 48.750072 26.323380 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 43.552692
6125840 2 1 47 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 43.552692
6125840 3 2 22 2 2 22584 218 35.089058 20.237108 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 43.552692
6125881 1 1 60 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 223.017177
6125881 2 4 63 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 223.017177
6125890 1 3 82 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 37.361886
6126031 1 2 44 2 2 23168 968 29.585318 14.957881 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 331.126554
6126031 2 1 45 1 1 23168 968 29.585318 14.957881 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 331.126554
6126031 3 7 9 2 0 0 0 -1.000000 -1.000000 1 18660 2352 3.703360 0.849527 -1 -1 -1 -1 -1 -1 -1 331.126554
6126031 4 7 7 2 0 0 0 -1.000000 -1.000000 1 18660 2352 3.703360 0.849527 -1 -1 -1 -1 -1 -1 -1 331.126554
6126049 1 1 31 1 1 23118 665 28.566671 12.302900 2 4983 637 28.271357 12.270310 -1 -1 -1 -1 -1 -1 -1 33.485045
6126076 1 3 83 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 69.957105
6126076 2 3 87 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 69.957105
6126099 1 5 27 1 2 23145 966 9.049147 1.972172 1 23145 966 9.049147 1.972172 -1 -1 -1 -1 -1 -1 -1 28.166385
6126099 2 5 25 1 2 23145 966 9.049147 1.972172 1 23145 966 9.049147 1.972172 -1 -1 -1 -1 -1 -1 -1 28.166385
6126159 1 1 37 2 1 23187 199 15.408388 6.011822 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.485045
6126181 1 3 97 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 37.623064
6126234 1 1 61 1 1 28551 1127 14.087701 5.216747 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.485045
6126250 1 3 80 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 283.192257
6126250 2 3 81 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 283.192257
6126253 1 2 37 2 2 23432 241 44.568996 22.849079 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 24.268958
6126253 2 1 37 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 24.268958
6126322 1 1 26 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6126322 2 1 29 1 1 5631 315 25.868326 17.913639 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6126327 1 2 55 1 2 22757 1004 14.158157 5.306135 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.485045
6126333 1 1 38 1 1 22648 209 8.790359 2.394899 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 31.008370
6126352 1 4 63 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 219.969229
6126352 2 1 64 1 1 22495 179 21.901972 11.059490 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 219.969229
6126363 1 2 53 2 2 19876 2526 40.492851 31.087629 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 42.860150
6126363 2 1 32 2 1 19876 2526 40.492851 31.087629 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 42.860150
6126386 1 2 49 2 2 28752 517 41.461536 23.077473 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 93.373343
6126386 2 1 47 1 1 31733 1911 20.055475 12.949522 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 93.373343
6126440 1 4 22 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 634.852043
6126440 2 1 27 1 1 8656 2683 19.310970 10.967096 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 634.852043
6126440 3 8 1 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 634.852043
6126498 1 3 94 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 84.994878
6126504 1 2 37 1 2 23142 200 10.817853 3.064748 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6126504 2 1 36 1 1 26779 658 9.656521 3.164019 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6126508 1 3 79 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 24.499764
6126508 2 3 70 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 24.499764
6126545 1 1 46 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.485045
6126576 1 1 38 2 1 31733 1911 7.595102 2.441025 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 41.793933
6126602 1 3 69 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 108.083727
6126602 2 3 67 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 108.083727
6126667 1 1 38 1 1 5013 639 55.598614 33.791149 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 262.684195
6126667 2 1 38 2 1 20088 2357 30.691233 17.371313 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 262.684195
6126667 3 8 2 1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 262.684195
6126676 1 3 69 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 70.481008
6126676 2 1 72 1 1 -1 -1 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 70.481008
6126710 1 3 75 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 22.600478
6126710 2 3 83 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 22.600478
6126800 1 4 25 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 40.752751
6126800 2 1 30 1 1 23166 968 7.189822 1.496109 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 40.752751
6126822 1 1 30 1 1 20282 2402 7.834641 2.708975 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 74.024993
6126822 2 4 36 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 74.024993
6126822 3 7 8 2 0 0 0 -1.000000 -1.000000 1 18770 2530 6.890514 2.111556 -1 -1 -1 -1 -1 -1 -1 74.024993
6126822 4 7 5 1 0 0 0 -1.000000 -1.000000 1 18770 2530 6.890514 2.111556 -1 -1 -1 -1 -1 -1 -1 74.024993
6126822 5 8 2 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 74.024993
6126834 1 5 24 1 2 23556 855 18.264942 10.657516 1 22122 1090 17.940117 7.929965 -1 -1 -1 -1 -1 -1 -1 56.422038
6126834 2 5 23 2 0 0 0 -1.000000 -1.000000 1 22122 1090 17.940117 7.929965 -1 -1 -1 -1 -1 -1 -1 56.422038
6126834 3 8 2 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 56.422038
6126940 1 1 46 1 1 23541 853 33.065216 18.072298 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6126940 2 4 36 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6126940 3 4 18 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6126940 4 7 13 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6126940 5 7 12 1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6126940 6 7 10 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6126940 7 8 4 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6126949 1 3 65 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 182.901751
6126949 2 3 69 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 182.901751
6126964 1 1 63 1 1 23417 701 21.844484 10.097013 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 182.921611
6126974 1 1 52 2 1 24329 30 9.166290 3.216122 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 40.752751
6126974 2 4 58 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 40.752751
6126976 1 3 74 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 137.011743
6127002 1 4 60 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 87.843843
6127002 2 3 71 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 87.843843
6127002 3 4 -1 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 87.843843
6127055 1 1 61 1 1 5018 647 25.896927 13.640497 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 154.138983
6127055 2 1 61 2 1 22649 209 21.492706 10.461179 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 154.138983
6127061 1 1 49 1 1 22176 1106 9.390321 3.327005 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 267.181495
6127061 2 1 49 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 267.181495
6127061 3 7 15 1 0 0 0 -1.000000 -1.000000 1 28601 992 4.941754 0.976540 -1 -1 -1 -1 -1 -1 -1 267.181495
6127061 4 7 12 2 0 0 0 -1.000000 -1.000000 1 27096 1114 8.540857 3.255332 -1 -1 -1 -1 -1 -1 -1 267.181495
6127069 1 1 44 2 1 49 2290 41.367054 28.257202 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.158585
6127069 2 1 46 1 1 7473 2072 17.699068 10.648751 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.158585
6127069 3 5 24 1 2 1208 2234 40.630337 28.939016 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.158585
6127107 1 1 42 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 381.039571
6127107 2 1 48 1 1 4968 636 36.605152 18.862038 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 381.039571
6127107 3 7 13 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 381.039571
6127107 4 7 11 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 381.039571
6127198 1 1 34 2 1 26785 658 5.418147 1.063936 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6127198 2 2 44 1 2 22584 218 10.134762 3.136150 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6127198 3 7 15 2 0 0 0 -1.000000 -1.000000 1 23118 665 5.385988 1.135358 -1 -1 -1 -1 -1 -1 -1 38.996259
6127223 1 1 65 2 1 32559 2731 4.932523 1.215603 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 72.093499
6127223 2 1 69 1 1 22931 674 46.257133 30.417572 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 72.093499
6127223 3 7 7 2 0 0 0 -1.000000 -1.000000 1 32563 2731 4.932523 1.215603 -1 -1 -1 -1 -1 -1 -1 72.093499
6127229 1 1 51 1 1 27413 971 15.309951 6.488330 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 154.138983
6127229 2 1 41 2 1 27413 971 15.309951 6.488330 1 23168 968 15.751397 6.277462 -1 -1 -1 -1 -1 -1 -1 154.138983
6127262 1 1 59 2 1 23187 199 28.153490 15.669797 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 182.921611
6127277 1 1 36 2 1 5631 315 26.009092 16.704254 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 318.089004
6127304 1 3 86 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 137.011743
6127369 1 1 59 2 1 23493 243 13.916091 5.658665 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 53.552410
6127369 2 3 65 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 53.552410
6127369 3 1 30 2 1 23198 973 14.930394 5.650481 1 5029 550 4.807982 0.948261 -1 -1 -1 -1 -1 -1 -1 53.552410
6127369 4 8 2 1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 53.552410
6127390 1 3 74 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 34.050388
6127392 1 1 59 2 1 20262 2405 48.123535 29.721004 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 51.927675
6127392 2 1 56 1 1 13399 1353 6.635898 2.087120 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 51.927675
6127420 1 1 34 1 1 22660 226 37.593441 21.667665 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 75.841246
6127420 2 1 34 2 1 1320 313 24.923929 16.345819 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 75.841246
6127469 1 3 65 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.573918
6127469 2 2 64 2 2 -1 -1 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.573918
6127505 1 1 32 2 1 23161 195 6.786541 1.298987 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.362385
6127505 2 5 32 2 0 23168 968 6.020047 0.957416 1 23161 195 6.786541 1.298987 -1 -1 -1 -1 -1 -1 -1 33.362385
6127525 1 4 49 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.054262
6127525 2 8 2 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.054262
6127528 1 1 42 1 1 1313 313 15.782121 6.899221 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 35.736928
6127548 1 4 23 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 387.128097
6127548 2 1 24 1 1 27401 957 3.334653 0.167327 1 23166 968 6.722631 1.299168 -1 -1 -1 -1 -1 -1 -1 387.128097
6127563 1 4 55 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 27.656752
6127563 2 1 63 1 1 2081 2058 19.974979 11.785580 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 27.656752
6127563 3 1 25 1 1 7682 1474 16.999920 12.730615 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 27.656752
6127613 1 4 56 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 27.227791
6127613 2 1 55 1 1 20399 2355 13.160185 5.702898 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 27.227791
6127651 1 2 54 2 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 42.773716
6127651 2 4 51 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 42.773716
6127651 3 1 74 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 42.773716
6127663 1 5 64 2 0 0 0 -1.000000 -1.000000 2 27400 957 37.079163 21.534859 -1 -1 -1 -1 -1 -1 -1 136.280750
6127669 1 1 43 1 1 25852 1851 12.421379 6.031013 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 41.793933
6127686 1 1 33 1 1 24928 895 12.961524 5.693681 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6127686 2 1 33 2 1 23168 968 9.750452 2.906415 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6127686 3 8 1 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6127695 1 3 76 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 25.036661
6127700 1 1 55 2 1 23168 968 35.121376 16.772142 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 42.679143
6127700 2 1 56 1 1 22691 978 33.347260 16.552116 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 42.679143
6127708 1 1 34 1 1 19035 2401 27.605255 14.597671 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.463302
6127708 2 1 32 2 1 26463 1147 26.060577 12.235796 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.463302
6127708 3 8 3 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.463302
6127786 1 1 63 1 1 23007 965 49.482002 23.930725 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 56.768877
6127786 2 4 60 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 56.768877
6127786 3 2 41 1 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 56.768877
6127816 1 3 70 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.178395
6127816 2 3 70 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.178395
6127833 1 1 51 1 1 12206 1437 59.708054 43.380917 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 169.691591
6128001 1 3 85 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 47.844572
6128001 2 3 86 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 47.844572
6128036 1 1 56 1 1 10644 1538 5.441219 1.701982 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 43.770387
6128036 2 1 55 2 1 26437 1144 43.352413 29.164909 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 43.770387
6128036 3 1 24 1 1 11334 1573 11.543502 5.972528 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 43.770387
6128051 1 2 66 1 2 1201 2254 6.751280 2.289301 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 350.960014
6128051 2 2 54 2 2 172 2296 2.874239 0.988014 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 350.960014
6128051 3 1 20 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 350.960014
6128058 1 1 26 2 1 23168 968 6.788817 1.361630 1 23168 968 6.788817 1.361630 -1 -1 -1 -1 -1 -1 -1 318.089004
6128113 1 4 41 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 233.344876
6128113 2 1 45 1 1 24655 470 3.468413 0.482183 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 233.344876
6128113 3 7 15 1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 233.344876
6128113 4 7 11 1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 233.344876
6128113 5 7 6 1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 233.344876
6128113 6 8 4 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 233.344876
6128113 7 8 2 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 233.344876
6128113 8 8 1 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 233.344876
