hhno pno pptyp pagey pgend pwtyp pwpcl pwtaz pwautime pwaudist pstyp pspcl pstaz psautime psaudist puwmode puwarrp puwdepp ptpass ppaidprk pdiary pproxy psexpfac
6026673 2 1 29 1 1 23184 198 11.945099 3.788486 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6026710 1 1 59 1 1 21813 926 5.044637 1.024817 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 48.270624
6026713 1 1 30 2 1 8096 1486 16.540413 8.408966 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 210.638429
6026713 2 1 35 1 1 1850 2213 11.471586 5.643533 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 210.638429
6026713 3 8 4 2 0 0 0 -1.000000 -1.000000 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 210.638429
6026721 1 4 64 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 60.220167
6026740 1 1 41 2 1 23142 200 29.112143 12.310436 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 318.089004
6026764 1 1 54 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 41.793933
6026767 1 4 35 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6026767 2 1 34 1 1 22648 209 30.172506 15.222683 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6026767 3 7 6 1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6026767 4 8 4 2 0 0 0 -1.000000 -1.000000 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6026767 5 8 1 2 0 0 0 -1.000000 -1.000000 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 227.588490
6026838 1 1 59 1 1 20087 2357 13.783739 5.824603 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 44.518511
6026838 2 1 56 2 1 6372 1260 27.605892 15.602475 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 44.518511
6026838 3 5 22 2 0 0 0 -1.000000 -1.000000 1 31733 1911 44.192970 29.585028 -1 -1 -1 -1 -1 -1 -1 44.518511
6026841 1 1 46 1 1 24492 906 16.025867 7.295297 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 293.062607
6026841 2 1 46 2 1 9226 718 14.912706 6.714713 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 293.062607
6026841 3 6 16 1 0 0 0 -1.000000 -1.000000 1 22622 671 21.252083 9.858116 -1 -1 -1 -1 -1 -1 -1 293.062607
6026841 4 7 9 2 0 0 0 -1.000000 -1.000000 1 9231 707 10.979424 4.103331 -1 -1 -1 -1 -1 -1 -1 293.062607
6026928 1 5 20 1 2 31805 1921 5.040761 1.102597 1 31720 1910 7.907688 2.569335 -1 -1 -1 -1 -1 -1 -1 42.707300
6026928 2 5 20 2 0 0 0 -1.000000 -1.000000 1 31720 1910 7.907688 2.569335 -1 -1 -1 -1 -1 -1 -1 42.707300
6026934 1 3 72 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 166.749227
6026934 2 3 76 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 166.749227
6026937 1 4 59 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 61.887480
6026937 2 1 60 1 1 10272 1247 42.615517 23.201323 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 61.887480
6026937 3 5 23 1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 61.887480
6026999 1 1 25 2 1 4795 223 11.648365 3.797328 1 21996 267 18.819542 8.335868 -1 -1 -1 -1 -1 -1 -1 33.485045
6027050 1 1 55 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 20.217977
6027050 2 1 53 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 20.217977
6027067 1 1 60 2 1 23413 698 21.505447 9.136945 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 154.138983
6027067 2 1 32 1 1 9120 1640 11.693707 5.766264 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 154.138983
6027127 1 4 53 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 42.707300
6027127 2 1 56 1 1 4968 636 46.314140 20.755419 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 42.707300
6027137 1 1 29 1 1 23168 968 18.419209 6.862705 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 48.823059
6027137 2 1 28 2 1 23168 968 18.419209 6.862705 1 23168 968 18.419209 6.862705 -1 -1 -1 -1 -1 -1 -1 48.823059
6027137 3 8 3 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 48.823059
6027137 4 8 1 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 48.823059
6027183 1 2 46 2 2 23541 853 22.725126 12.850264 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 153.058606
6027183 2 1 45 1 1 25036 902 38.253582 21.403675 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 153.058606
6027183 3 6 17 1 0 19354 1761 8.490129 4.407409 1 23553 1637 13.342337 6.884100 -1 -1 -1 -1 -1 -1 -1 153.058606
6027211 1 4 54 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 291.877990
6027211 2 6 16 1 2 127 2286 9.582720 4.286282 1 1693 2106 5.467122 1.867012 -1 -1 -1 -1 -1 -1 -1 291.877990
6027215 1 1 -1 2 1 4968 636 28.555403 15.164062 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 219.969229
6027215 2 4 -1 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 219.969229
6027353 1 4 43 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 25.036661
6027369 1 1 61 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.485045
6027374 1 1 44 2 1 7862 2141 6.121004 1.902398 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 37.124210
6027374 2 1 43 1 1 6854 2249 26.201548 14.855721 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 37.124210
6027374 3 5 20 1 2 856 2137 2.893775 0.943266 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 37.124210
6027374 4 6 17 2 2 856 2137 2.893775 0.943266 1 571 2171 9.890551 3.616046 -1 -1 -1 -1 -1 -1 -1 37.124210
6027417 1 2 31 2 2 17144 2478 7.349711 2.561135 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 93.396595
6027417 2 2 30 1 2 17203 2481 5.852053 1.600488 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 93.396595
6027417 3 7 5 2 0 0 0 -1.000000 -1.000000 1 17203 2481 5.852053 1.600488 -1 -1 -1 -1 -1 -1 -1 93.396595
6027417 4 8 3 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 93.396595
6027417 5 8 3 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 93.396595
6027417 6 8 1 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 93.396595
6027431 1 1 33 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 117.311552
6027431 2 1 31 2 1 -1 -1 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 117.311552
6027431 3 7 5 1 0 0 0 -1.000000 -1.000000 1 10675 1564 25.148615 14.736250 -1 -1 -1 -1 -1 -1 -1 117.311552
6027431 4 8 1 1 0 0 0 -1.000000 -1.000000 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 117.311552
6027475 1 3 76 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 137.011743
6027485 1 1 23 1 1 22668 982 13.004973 5.355691 1 23168 968 13.827622 5.360305 -1 -1 -1 -1 -1 -1 -1 30.894782
6027485 2 1 22 2 1 9878 1148 6.380922 2.028205 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.894782
6027536 1 2 37 2 2 20094 2357 17.549995 8.749785 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 438.535219
6027536 2 1 38 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 438.535219
6027536 3 7 9 2 0 0 0 -1.000000 -1.000000 1 20139 2333 6.207575 2.055698 -1 -1 -1 -1 -1 -1 -1 438.535219
6027536 4 7 6 1 0 0 0 -1.000000 -1.000000 1 20139 2333 6.207575 2.055698 -1 -1 -1 -1 -1 -1 -1 438.535219
6027539 1 1 31 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 213.404873
6027539 2 2 35 2 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 213.404873
6027539 3 8 1 2 0 0 0 -1.000000 -1.000000 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 213.404873
6027575 1 3 84 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 137.011743
6027577 1 1 36 2 1 17972 1207 25.672134 14.571373 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 33.485045
6027608 1 1 64 1 1 873 2146 26.579706 16.251221 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 31.271732
6027723 1 4 57 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 25.036661
6027832 1 1 43 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 26.992497
6027832 2 1 49 2 1 23007 965 32.620636 18.795849 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 26.992497
6027866 1 3 73 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 45.577711
6027943 1 1 66 2 1 17732 2504 18.404095 9.402326 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 152.147893
6027943 2 1 68 1 1 19317 2472 16.294518 9.626970 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 152.147893
6027956 1 2 38 2 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 20.217977
6027956 2 1 49 1 1 19052 2367 5.939319 1.719549 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 20.217977
6028006 1 1 48 2 1 23198 973 43.616699 28.421686 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 208.390699
6028006 2 2 63 1 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 208.390699
6028006 3 7 14 1 0 0 0 -1.000000 -1.000000 1 10672 1564 22.213078 14.884058 -1 -1 -1 -1 -1 -1 -1 208.390699
6028091 1 1 24 2 1 19687 2511 34.428024 18.453938 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6028091 2 1 30 1 1 9129 1643 15.504847 7.706867 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6028091 3 8 4 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6028100 1 1 -1 -1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 49.832040
6028100 2 1 -1 -1 1 22648 209 30.811874 18.599812 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 49.832040
6028100 3 5 -1 -1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 49.832040
6028100 4 5 -1 -1 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 49.832040
6028119 1 4 41 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 60.146284
6028119 2 1 46 1 1 20102 2361 65.098602 42.093349 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 60.146284
6028119 3 7 15 1 0 0 0 -1.000000 -1.000000 1 7070 2094 4.827489 1.411842 -1 -1 -1 -1 -1 -1 -1 60.146284
6028119 4 7 6 1 0 0 0 -1.000000 -1.000000 1 1892 2095 6.712729 2.665006 -1 -1 -1 -1 -1 -1 -1 60.146284
6028119 5 8 3 2 0 0 0 -1.000000 -1.000000 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 60.146284
6028179 1 1 32 2 1 22584 218 11.188727 3.393397 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6028179 2 1 33 1 1 22623 671 11.782701 4.110470 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6028339 1 2 49 2 2 30912 1848 5.072819 1.385182 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 88.426431
6028339 2 1 52 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 88.426431
6028339 3 5 23 1 2 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 88.426431
6028339 4 1 20 1 1 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 88.426431
6028339 5 7 14 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 88.426431
6028340 1 2 52 1 2 23351 240 14.254621 5.720490 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 318.089004
6028388 1 1 30 1 1 22715 974 5.843001 1.367850 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 316.923803
6028388 2 1 30 2 1 22715 974 5.843001 1.367850 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 316.923803
6028397 1 4 48 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 36.091791
6028397 2 3 81 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 36.091791
6028434 1 2 26 2 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6028434 2 1 28 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6028434 3 8 0 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.996259
6028462 1 4 59 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 35.617320
6028462 2 4 53 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 35.617320
6028482 1 1 43 2 1 29134 1507 3.260410 2.622195 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 180.441185
6028482 2 1 42 1 1 29338 1506 5.371502 2.673333 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 180.441185
6028482 3 8 3 1 0 0 0 -1.000000 -1.000000 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 180.441185
6028512 1 1 28 2 1 18651 2362 28.526733 18.976238 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6028512 2 1 25 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6028583 1 3 68 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 289.454435
6028583 2 3 66 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 289.454435
6028608 1 1 29 2 1 23375 832 3.975943 1.005911 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 267.564734
6028608 2 1 30 1 1 27899 787 17.620571 8.505028 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 267.564734
6028657 1 1 30 1 1 75 2292 33.284348 20.467693 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 154.138983
6028657 2 1 29 2 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 154.138983
6028720 1 2 75 1 2 33004 2733 3.631778 0.625186 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 53.702331
6028720 2 3 73 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 53.702331
6028759 1 4 63 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 149.439945
6028777 1 1 33 2 1 21996 267 16.747711 6.823258 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 733.660236
6028777 2 4 33 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 733.660236
6028777 3 7 9 2 0 0 0 -1.000000 -1.000000 1 10181 6 8.615528 2.637011 -1 -1 -1 -1 -1 -1 -1 733.660236
6028777 4 7 7 2 0 0 0 -1.000000 -1.000000 1 10181 6 8.615528 2.637011 -1 -1 -1 -1 -1 -1 -1 733.660236
6028777 5 7 5 2 0 0 0 -1.000000 -1.000000 1 10181 6 8.615528 2.637011 -1 -1 -1 -1 -1 -1 -1 733.660236
6028780 1 4 54 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 39.630947
6028780 2 1 47 1 1 22648 209 75.383492 53.339153 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 39.630947
6028833 1 3 79 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 308.766485
6028833 2 3 78 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 308.766485
6028833 3 2 50 1 2 28241 259 15.125259 7.059377 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 308.766485
6028896 1 1 39 1 1 3512 2776 3.783206 1.790725 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 54.448551
6028896 2 4 36 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 54.448551
6028896 3 7 7 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 54.448551
6028896 4 8 4 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 54.448551
6028902 1 3 74 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 23.808105
6028930 1 5 39 2 0 22735 673 26.326099 12.180222 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 318.089004
6028959 1 2 64 2 2 27385 1001 7.647545 2.451875 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6028959 2 1 66 1 1 4810 152 12.721900 4.366901 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6028961 1 3 82 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 111.213427
6028961 2 3 80 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 111.213427
6028996 1 1 63 2 1 20398 2355 14.258906 6.441764 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 29.515945
6028996 2 3 65 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 29.515945
6029035 1 3 86 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 409.164820
6029037 1 3 76 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 25.036661
6029094 1 1 46 2 1 23168 968 26.198862 11.468275 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 318.089004
6029104 1 1 28 2 1 9510 121 55.138561 35.140873 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 170.894055
6029104 2 1 28 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 170.894055
6029130 1 1 -1 1 1 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 170.894055
6029130 2 2 -1 2 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 170.894055
6029157 1 1 28 2 1 26215 1828 16.671560 7.817626 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 41.793933
6029245 1 1 23 2 1 5609 320 24.563616 11.759895 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6029245 2 1 23 1 1 5043 551 29.077055 14.465061 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6029300 1 4 53 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 188.917793
6029300 2 1 64 1 1 5908 571 77.242020 56.087597 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 188.917793
6029342 1 1 29 1 1 28588 1133 11.329749 4.278583 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6029342 2 5 24 2 0 0 0 -1.000000 -1.000000 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 28.166385
6029350 1 2 52 2 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 55.577715
6029350 2 1 53 1 1 -1 -1 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 55.577715
6029350 3 3 86 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 55.577715
6029350 4 3 81 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 55.577715
6029351 1 1 28 1 1 -1 -1 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 38.482243
6029352 1 4 50 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 50.706002
6029352 2 1 53 1 1 19662 2403 11.122082 4.605756 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 50.706002
6029352 3 3 93 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 50.706002
6029352 4 1 20 1 1 17164 2479 7.247459 2.310570 2 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 50.706002
6029352 5 6 16 1 0 0 0 -1.000000 -1.000000 1 17304 2455 4.388496 0.686783 -1 -1 -1 -1 -1 -1 -1 50.706002
6029372 1 3 67 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 257.903099
6029446 1 1 53 2 1 1286 2209 18.480862 11.356050 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 461.243936
6029473 1 2 25 2 2 22858 607 4.565155 0.778984 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 318.089004
6029554 1 3 72 1 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.470701
6029554 2 3 70 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.470701
6029556 1 1 28 2 1 496 2178 7.732327 2.337614 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 98.343743
6029556 2 7 8 2 0 0 0 -1.000000 -1.000000 1 646 2172 9.308706 3.151930 -1 -1 -1 -1 -1 -1 -1 98.343743
6029559 1 2 -1 -1 2 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 183.245060
6029585 1 3 82 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 37.623064
6029609 1 1 60 1 1 -1 -1 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 514.588522
6029609 2 4 59 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 514.588522
6029609 3 1 26 2 1 20205 2310 25.467913 13.854355 1 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 514.588522
6029649 1 3 66 2 0 0 0 -1.000000 -1.000000 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.573918
6029649 2 2 68 1 2 1176 2261 7.853186 2.512657 0 0 0 -1.000000 -1.000000 -1 -1 -1 -1 -1 -1 -1 30.573918
