hhno pno day tour jtindex parent subtrs pdpurp tlvorig tardest tlvdest tarorig toadtyp tdadtyp topcl totaz tdpcl tdtaz tmodetp tpathtp tautotime tautocost tautodist tripsh1 tripsh2 phtindx1 phtindx2 fhtindx1 fhtindx2 toexpfac
6030454 1 1 1 -1 0 0 1 715 816 1730 2045 1 2 32530 2702 1204 2234 4 0 44.351288 -1.000000 28.176582 2 4 -1 -1 -1 -1 77.550021
6030454 2 1 1 -1 0 0 2 902 1008 1632 1730 1 4 32530 2702 0 0 3 0 -1.000000 -1.000000 -1.000000 1 1 -1 -1 -1 -1 77.550021
6030454 2 1 2 -1 0 0 4 1815 1830 2030 2045 1 4 32530 2702 2662 2613 3 0 10.239713 -1.000000 5.632114 1 1 -1 -1 -1 -1 77.550021
6030454 3 1 1 -1 0 0 2 715 805 1735 2045 1 4 32530 2702 1204 2234 4 0 44.351288 -1.000000 28.176582 1 3 -1 -1 -1 -1 77.550021
6030508 1 1 1 -1 0 0 3 745 800 805 820 1 4 25664 1687 30082 1995 5 0 10.145967 -1.000000 4.236727 1 1 -1 -1 -1 -1 56.435041
6030508 1 1 2 -1 0 0 4 1800 1815 1945 2005 1 4 25664 1687 31939 1679 5 0 13.410001 -1.000000 6.723647 1 1 -1 -1 -1 -1 56.435041
6030508 1 1 3 -1 0 0 5 1230 1245 1315 1325 1 4 25664 1687 30060 2009 5 0 11.003057 -1.000000 4.768031 1 1 -1 -1 -1 -1 56.435041
6030508 2 1 1 -1 0 0 1 515 550 1430 1530 1 2 25664 1687 23308 750 4 0 33.160339 -1.000000 19.012352 1 2 -1 -1 -1 -1 56.435041
6030508 2 1 2 -1 0 0 4 1800 1815 1945 2005 1 4 25664 1687 31939 1679 5 0 13.410001 -1.000000 6.723647 1 1 -1 -1 -1 -1 56.435041
6030508 3 1 1 -1 0 0 2 745 800 1515 1530 1 3 25664 1687 30082 1995 5 0 10.145967 -1.000000 4.236727 1 1 -1 -1 -1 -1 56.435041
6030508 3 1 2 -1 0 0 4 1800 1815 1945 2005 1 4 25664 1687 31939 1679 5 0 13.410001 -1.000000 6.723647 1 1 -1 -1 -1 -1 56.435041
6030587 1 1 1 -1 0 0 5 1315 1415 1455 1605 1 4 871 2146 9617 380 3 0 38.325966 -1.000000 21.292965 2 2 -1 -1 -1 -1 23.808105
6030587 2 1 1 -1 0 0 5 1400 1415 1430 1445 1 4 871 2146 7859 2141 3 0 6.795720 -1.000000 1.989756 1 2 -1 -1 -1 -1 23.808105
6030631 1 1 1 -1 0 0 8 855 1023 1127 1149 1 4 11043 1559 29109 1531 3 0 6.067570 -1.000000 1.765003 3 2 -1 -1 -1 -1 31.388369
6030679 1 1 1 -1 0 0 3 834 836 841 843 1 4 1088 2256 1088 2256 5 0 3.382516 -1.000000 0.385072 1 1 -1 -1 -1 -1 71.781911
6030679 1 1 2 -1 0 0 4 915 957 1315 1421 1 4 1088 2256 24195 23 3 0 43.502396 -1.000000 21.242987 2 2 -1 -1 -1 -1 71.781911
6030679 2 1 1 -1 0 0 1 451 858 1521 1553 1 4 1088 2256 22135 1119 3 0 41.826744 -1.000000 21.078535 3 1 -1 -1 -1 -1 71.781911
6030679 3 1 1 -1 0 0 2 710 740 1510 1525 1 4 1088 2256 73 2292 8 0 6.206428 -1.000000 1.708233 1 1 -1 -1 -1 -1 71.781911
6030679 4 1 1 -1 0 0 2 834 837 1555 1600 1 4 1088 2256 1088 2256 8 0 3.382516 -1.000000 0.385072 1 1 -1 -1 -1 -1 71.781911
6030679 5 1 1 -1 0 0 2 834 837 1555 1600 1 4 1088 2256 1088 2256 8 0 3.382516 -1.000000 0.385072 1 1 -1 -1 -1 -1 71.781911
6030688 1 1 1 -1 0 0 1 800 827 1757 1832 1 4 27140 1225 23213 952 3 0 22.223562 -1.000000 10.915321 1 2 -1 -1 -1 -1 267.564734
6030688 2 1 1 -1 0 0 1 642 656 1607 1624 1 4 27140 1225 10266 2414 3 0 14.829090 -1.000000 6.566511 1 1 -1 -1 -1 -1 267.564734
6030717 1 1 1 -1 0 0 3 1730 1830 1852 2307 1 2 5109 541 565 2169 5 0 33.744102 -1.000000 25.335964 2 3 -1 -1 -1 -1 33.485045
6030717 1 1 2 -1 0 0 4 1115 1135 1230 1248 1 4 5109 541 9687 336 3 0 16.738016 -1.000000 10.167744 1 1 -1 -1 -1 -1 33.485045
6030771 1 1 1 -1 0 0 5 1815 1824 1910 1919 1 4 2459 2138 7857 2141 3 0 4.930108 -1.000000 0.935399 1 1 -1 -1 -1 -1 48.314826
6030771 1 1 2 -1 0 0 8 1030 1045 1210 1230 1 4 2459 2138 2501 2160 3 0 8.464216 -1.000000 3.106919 1 1 -1 -1 -1 -1 48.314826
6030872 1 1 1 -1 0 0 1 630 634 1600 1604 1 2 2230 2027 2246 2028 3 0 10.661717 -1.000000 6.077976 1 1 -1 -1 -1 -1 298.539765
6030872 1 1 2 -1 0 0 7 1930 2139 2340 5 1 4 2230 2027 0 0 3 0 -1.000000 -1.000000 -1.000000 3 1 -1 -1 -1 -1 298.539765
6030931 1 1 1 -1 0 0 5 1415 1445 1500 1515 1 4 23916 467 27192 452 3 0 6.545301 -1.000000 1.891938 2 1 -1 -1 -1 -1 25.036661
6030938 1 1 1 -1 0 0 1 706 809 1404 1510 1 4 19697 2510 31733 1911 4 0 42.595161 -1.000000 29.074003 1 1 -1 -1 -1 -1 21.917044
6030938 1 1 2 -1 0 0 6 1803 1812 1908 1934 1 4 19697 2510 19687 2511 4 0 5.445051 -1.000000 1.270699 1 2 -1 -1 -1 -1 21.917044
6030938 2 1 1 -1 0 0 1 706 809 1404 1510 1 4 19697 2510 31733 1911 4 0 42.595161 -1.000000 29.074003 1 1 -1 -1 -1 -1 21.917044
6030938 2 1 2 -1 0 0 6 1803 1812 1908 1934 1 4 19697 2510 19687 2511 4 0 5.445051 -1.000000 1.270699 1 2 -1 -1 -1 -1 21.917044
6030997 1 1 1 -1 0 0 4 630 633 650 652 1 4 19925 2509 19927 2509 1 0 3.659278 -1.000000 0.675877 1 1 -1 -1 -1 -1 47.962006
6030997 1 1 2 -1 0 0 4 730 733 750 752 1 4 19925 2509 19927 2509 1 0 3.659278 -1.000000 0.675877 1 1 -1 -1 -1 -1 47.962006
6030997 1 1 3 -1 0 0 7 800 809 840 849 1 4 19925 2509 19927 2509 1 0 3.659278 -1.000000 0.675877 1 1 -1 -1 -1 -1 47.962006
6030997 2 1 1 -1 0 0 7 800 809 840 849 1 4 19925 2509 19927 2509 1 0 3.659278 -1.000000 0.675877 1 1 -1 -1 -1 -1 47.962006
6030997 2 1 2 -1 0 0 7 1600 1602 1630 1632 1 4 19925 2509 19928 2509 1 0 3.659278 -1.000000 0.675877 1 1 -1 -1 -1 -1 47.962006
6030997 2 1 3 -1 0 0 7 2000 2002 2100 2102 1 4 19925 2509 19927 2509 1 0 3.659278 -1.000000 0.675877 1 1 -1 -1 -1 -1 47.962006
6030997 2 1 4 -1 0 0 9 945 955 1030 1040 1 4 19925 2509 20085 2357 3 0 10.989283 -1.000000 4.583301 1 1 -1 -1 -1 -1 47.962006
6030997 3 1 1 -1 0 0 2 630 715 1415 1502 1 3 19925 2509 17410 2456 8 0 9.129293 -1.000000 2.758376 2 1 -1 -1 -1 -1 47.962006
6030997 4 1 1 -1 0 0 2 730 800 1445 1603 1 3 19925 2509 19300 2501 8 0 10.297370 -1.000000 3.331872 2 1 -1 -1 -1 -1 47.962006
6030997 5 1 1 -1 0 0 2 730 800 1445 1602 1 3 19925 2509 19300 2501 8 0 10.297370 -1.000000 3.331872 2 1 -1 -1 -1 -1 47.962006
6030997 6 1 1 -1 0 0 2 730 800 1445 1602 1 3 19925 2509 19300 2501 8 0 10.297370 -1.000000 3.331872 2 1 -1 -1 -1 -1 47.962006
6031089 1 1 1 -1 0 0 1 812 838 1815 2002 1 2 5521 370 23497 245 3 0 29.431721 -1.000000 13.852205 1 3 -1 -1 -1 -1 33.485045
6031089 1 1 2 -1 0 0 7 2016 2017 2024 2025 1 4 5521 370 5521 370 1 0 3.743387 -1.000000 1.866829 1 1 -1 -1 -1 -1 33.485045
6031139 1 1 1 -1 0 0 1 515 525 1500 1515 1 4 25561 1683 30221 1659 3 0 9.316612 -1.000000 3.709027 1 1 -1 -1 -1 -1 33.491023
6031139 2 1 1 -1 0 0 1 700 730 1630 1700 1 2 25561 1683 9129 1643 3 0 16.716583 -1.000000 8.229342 1 1 -1 -1 -1 -1 33.491023
6031141 1 1 1 -1 0 0 1 1725 1730 2313 2317 1 4 5609 320 5679 326 3 0 5.605382 -1.000000 1.368670 1 1 -1 -1 -1 -1 387.128097
6031141 1 1 2 -1 0 0 4 1220 1233 1242 1256 1 4 5609 320 5611 320 3 0 4.048010 -1.000000 1.135924 2 2 -1 -1 -1 -1 387.128097
6031141 2 1 1 -1 0 0 2 600 622 1133 1146 1 4 5609 320 9646 376 3 0 13.126760 -1.000000 5.511186 1 1 -1 -1 -1 -1 387.128097
6031141 2 1 2 -1 0 0 2 1226 1242 2245 2258 1 4 5609 320 9646 376 3 0 13.126760 -1.000000 5.511186 1 1 -1 -1 -1 -1 387.128097
6031220 1 1 1 -1 0 0 7 1805 1830 1945 2010 1 4 1295 2209 10769 1482 4 0 21.264812 -1.000000 14.615079 1 1 -1 -1 -1 -1 227.287254
6031220 1 1 2 -1 0 0 9 900 930 1014 1200 1 4 1295 2209 23123 678 3 0 28.046448 -1.000000 15.889537 1 3 -1 -1 -1 -1 227.287254
6031220 2 1 1 -1 0 0 3 1000 1210 1215 1300 1 4 1295 2209 22586 218 4 0 27.293108 -1.000000 14.757321 3 1 -1 -1 -1 -1 227.287254
6031220 2 1 2 -1 0 0 7 1805 1830 1945 2010 1 4 1295 2209 10769 1482 4 0 21.264812 -1.000000 14.615079 1 1 -1 -1 -1 -1 227.287254
6031220 2 1 3 -1 0 0 8 750 812 850 905 1 4 1295 2209 9687 336 3 0 11.036102 -1.000000 4.383149 1 1 -1 -1 -1 -1 227.287254
6031234 1 1 1 -1 0 0 1 730 808 1423 1525 1 4 13836 1275 14451 1311 4 0 30.705553 -1.000000 21.297991 1 2 -1 -1 -1 -1 54.839134
6031234 1 1 2 -1 0 0 8 1540 1708 1648 1730 1 4 13836 1275 14194 1333 5 0 16.954212 -1.000000 10.151770 3 1 -1 -1 -1 -1 54.839134
6031234 2 1 1 -1 0 0 4 730 808 1423 1525 1 4 13836 1275 14451 1311 4 0 30.705553 -1.000000 21.297991 1 2 -1 -1 -1 -1 54.839134
6031234 2 1 2 -1 0 0 4 1540 1610 1630 1730 1 4 13836 1275 13104 1385 5 0 20.219608 -1.000000 12.844773 1 3 -1 -1 -1 -1 54.839134
6031234 3 1 1 -1 0 0 2 700 720 1500 1730 1 3 13836 1275 16074 1271 8 0 7.303713 -1.000000 3.595866 1 4 -1 -1 -1 -1 54.839134
6031234 4 1 1 -1 0 0 2 700 720 1500 1730 1 3 13836 1275 16074 1271 8 0 7.303713 -1.000000 3.595866 1 4 -1 -1 -1 -1 54.839134
6031243 1 1 1 -1 0 0 2 1445 1550 1635 1655 1 4 5109 541 27370 937 4 0 15.455611 -1.000000 6.507689 5 1 -1 -1 -1 -1 36.091791
6031243 1 1 2 -1 0 0 3 730 738 745 755 1 4 5109 541 9438 554 4 0 6.926580 -1.000000 3.011822 2 1 -1 -1 -1 -1 36.091791
6031243 2 1 1 -1 0 0 2 730 738 1515 1655 1 3 5109 541 9438 554 4 0 6.926580 -1.000000 3.011822 2 4 -1 -1 -1 -1 36.091791
6031280 1 1 1 -1 0 1 1 925 950 1730 1810 1 2 21420 17 23218 952 3 0 23.455120 -1.000000 10.083295 1 1 -1 -1 -1 -1 318.089004
6031280 1 1 2 -1 1 1 6 1205 1215 1250 1330 2 4 23218 952 22366 164 5 0 8.299118 -1.000000 1.993214 1 2 -1 -1 -1 -1 318.089004
6031424 1 1 1 -1 0 0 5 1100 1115 1215 1335 1 4 11401 1428 13094 1376 4 0 21.567299 -1.000000 13.272606 1 3 -1 -1 -1 -1 70.481008
6031425 1 1 1 -1 0 0 1 600 638 1715 1815 1 2 32475 2708 32889 2724 3 0 7.540812 -1.000000 3.162280 3 2 -1 -1 -1 -1 61.176273
6031543 1 1 1 -1 0 0 1 745 845 1700 1730 1 2 13278 1403 13820 1275 3 0 16.992151 -1.000000 10.881658 3 1 -1 -1 -1 -1 135.558447
6031543 2 1 1 -1 0 0 1 600 1300 1600 1615 1 4 13278 1403 13564 1374 3 0 5.518190 -1.000000 1.270110 4 1 -1 -1 -1 -1 135.558447
6031644 1 1 1 -1 0 0 1 642 759 1351 1514 1 2 4375 1616 24195 23 4 0 35.352024 -1.000000 16.158583 2 2 -1 -1 -1 -1 72.390905
6031644 2 1 1 -1 0 0 2 715 742 1500 1535 1 3 4375 1616 5695 1619 8 0 8.202490 -1.000000 2.902871 1 1 -1 -1 -1 -1 72.390905
6031644 3 1 1 -1 0 0 2 642 711 1415 1514 1 4 4375 1616 3839 2788 8 0 31.308167 -1.000000 17.180248 1 1 -1 -1 -1 -1 72.390905
6031648 1 1 1 -1 0 0 5 1830 1840 1930 1940 1 4 5095 548 28200 557 3 0 6.876929 -1.000000 2.614611 1 1 -1 -1 -1 -1 21.137344
6031648 1 1 2 -1 0 0 8 1500 1615 1800 1815 1 4 5095 548 26672 563 4 0 8.619139 -1.000000 3.686821 2 1 -1 -1 -1 -1 21.137344
6031683 2 1 1 -1 0 0 1 600 640 1730 1815 1 2 32410 2638 22648 209 3 0 42.027927 -1.000000 27.264145 1 1 -1 -1 -1 -1 146.959438
6031687 1 1 1 -1 0 0 1 536 619 1812 1912 1 2 31789 1916 22649 209 3 0 54.927834 -1.000000 32.222427 1 1 -1 -1 -1 -1 41.793933
6031735 1 1 1 -1 0 0 9 910 1015 1145 1250 1 4 13125 1348 27413 971 0 0 66.670052 -1.000000 42.208439 1 1 -1 -1 -1 -1 34.524483
6031780 1 1 1 -1 0 0 4 1645 1650 1915 1920 1 4 27224 955 27273 956 1 0 3.590711 -1.000000 0.291183 1 1 -1 -1 -1 -1 25.036661
6031780 1 1 2 -1 0 0 5 930 1235 1330 1345 1 4 27224 955 19069 2368 3 0 16.125114 -1.000000 8.539786 5 1 -1 -1 -1 -1 25.036661
6031835 1 1 1 -1 0 1 1 745 816 1721 1737 1 2 24658 450 22506 215 4 0 15.363499 -1.000000 5.697825 2 1 -1 -1 -1 -1 70.640020
6031835 1 1 2 -1 1 1 6 1245 1246 1300 1301 2 4 22506 215 22505 215 1 0 5.152827 -1.000000 0.149515 1 1 -1 -1 -1 -1 70.640020
6031835 2 1 1 -1 0 0 3 1440 1445 1500 1503 1 4 24658 450 5359 447 5 0 4.554438 -1.000000 0.855284 1 1 -1 -1 -1 -1 70.640020
6031835 3 1 1 -1 0 0 2 745 751 1500 1503 1 3 24658 450 5359 447 5 0 4.554438 -1.000000 0.855284 1 1 -1 -1 -1 -1 70.640020
6031894 1 1 1 -1 0 1 1 610 700 1530 1620 1 2 25530 1841 9590 438 3 0 56.076874 -1.000000 32.255814 1 1 -1 -1 -1 -1 159.768622
6031894 1 1 2 -1 1 1 5 1240 1250 1300 1310 2 4 9590 438 24754 520 3 0 8.803525 -1.000000 3.199703 1 1 -1 -1 -1 -1 159.768622
6031894 1 1 3 -1 0 0 4 1645 1653 1725 1740 1 4 25530 1841 25828 1842 4 0 4.440461 -1.000000 1.242369 1 1 -1 -1 -1 -1 159.768622
6031894 2 1 1 -1 0 0 1 659 715 1415 1551 1 4 25530 1841 31768 1920 4 0 14.130477 -1.000000 7.321218 2 3 -1 -1 -1 -1 159.768622
6031894 2 1 2 -1 0 0 4 1800 1810 1830 1840 1 4 25530 1841 25804 1838 3 0 6.228964 -1.000000 2.592351 1 1 -1 -1 -1 -1 159.768622
6031894 3 1 1 -1 0 0 2 659 704 1510 1542 1 3 25530 1841 25810 1878 8 0 6.130810 -1.000000 2.211771 1 1 -1 -1 -1 -1 159.768622
6031894 4 1 1 -1 0 0 2 640 700 1432 1551 1 4 25530 1841 4020 1692 8 0 12.857102 -1.000000 7.691019 1 2 -1 -1 -1 -1 159.768622
6031894 4 1 2 -1 0 0 7 1645 1653 1725 1740 1 4 25530 1841 25828 1842 4 0 4.440461 -1.000000 1.242369 1 1 -1 -1 -1 -1 159.768622
6031895 1 1 1 -1 0 0 8 845 900 1018 1152 1 4 26478 1156 24193 1246 3 0 8.166945 -1.000000 3.007553 1 3 -1 -1 -1 -1 137.011743
6031922 1 1 1 -1 0 0 3 636 706 709 736 1 4 17736 2504 17018 2561 4 0 17.193096 -1.000000 10.120793 1 1 -1 -1 -1 -1 52.828072
6031922 1 1 2 -1 0 0 3 1400 1420 1440 1520 1 4 17736 2504 17018 2561 4 0 17.193096 -1.000000 10.120793 1 2 -1 -1 -1 -1 52.828072
6031922 1 1 3 -1 0 0 3 1540 1550 1551 1600 1 4 17736 2504 19876 2526 4 0 6.962930 -1.000000 2.320103 1 1 -1 -1 -1 -1 52.828072
6031922 1 1 4 -1 0 0 3 1900 1910 1932 2015 1 4 17736 2504 19876 2526 4 0 6.962930 -1.000000 2.320103 1 4 -1 -1 -1 -1 52.828072
6031922 1 1 5 -1 0 0 4 930 940 1000 1013 1 4 17736 2504 19695 2510 3 0 5.695375 -1.000000 1.400041 1 2 -1 -1 -1 -1 52.828072
6031922 1 1 6 -1 0 0 4 1015 1047 1200 1220 1 4 17736 2504 19695 2510 3 0 5.695375 -1.000000 1.400041 2 2 -1 -1 -1 -1 52.828072
6031922 2 1 1 -1 0 0 1 1540 1550 1936 2015 1 4 17736 2504 19876 2526 4 0 6.962930 -1.000000 2.320103 1 2 -1 -1 -1 -1 52.828072
6031922 2 1 2 -1 0 0 2 636 706 1440 1520 1 3 17736 2504 17018 2561 4 0 17.193096 -1.000000 10.120793 1 2 -1 -1 -1 -1 52.828072
6031936 1 1 1 -1 0 5 1 824 909 1653 1807 1 2 4387 1622 27399 957 3 0 41.149006 -1.000000 18.584934 2 2 -1 -1 -1 -1 42.707300
6031936 1 1 2 -1 1 1 1 939 948 955 1004 2 4 27399 957 23168 968 1 0 6.794199 -1.000000 1.338930 1 1 -1 -1 -1 -1 42.707300
6031936 1 1 3 -1 1 2 1 1048 1110 1120 1146 2 4 27399 957 27698 1067 4 0 13.606911 -1.000000 5.521191 1 1 -1 -1 -1 -1 42.707300
6031936 1 1 4 -1 1 3 6 1200 1204 1237 1240 2 4 27399 957 27316 958 1 0 3.334653 -1.000000 0.167327 1 1 -1 -1 -1 -1 42.707300
6031936 1 1 5 -1 1 4 1 1344 1354 1404 1415 2 4 27399 957 23168 968 1 0 6.794199 -1.000000 1.338930 1 1 -1 -1 -1 -1 42.707300
6031936 1 1 6 -1 1 5 1 1440 1450 1452 1500 2 4 27399 957 23168 968 1 0 6.794199 -1.000000 1.338930 1 1 -1 -1 -1 -1 42.707300
6031985 2 1 1 -1 0 0 9 1245 1300 1400 1415 1 4 9173 736 25265 825 3 0 6.752084 -1.000000 2.057618 1 1 -1 -1 -1 -1 30.470701
6031995 1 1 1 -1 0 0 1 710 730 1550 1603 1 2 20338 2342 10259 2414 3 0 13.373530 -1.000000 6.654384 1 1 -1 -1 -1 -1 492.938877
6032047 1 1 1 -1 0 0 4 1000 1025 1230 1255 1 4 7079 2098 1198 2254 3 0 23.730572 -1.000000 13.280191 1 1 -1 -1 -1 -1 37.623064
6032147 1 1 1 -1 0 1 1 740 755 1715 1730 1 2 20114 2345 10224 2379 3 0 13.702161 -1.000000 6.208242 1 1 -1 -1 -1 -1 363.710810
6032147 1 1 2 -1 1 1 4 1150 1200 1205 1215 2 4 10224 2379 20341 2341 3 0 13.939083 -1.000000 7.154597 1 1 -1 -1 -1 -1 363.710810
6032147 1 1 3 -1 0 0 6 1930 1940 2030 2040 1 4 20114 2345 20345 2341 4 0 4.608705 -1.000000 1.301895 1 1 -1 -1 -1 -1 363.710810
6032147 2 1 1 -1 0 0 6 1930 1940 2030 2040 1 4 20114 2345 20345 2341 4 0 4.608705 -1.000000 1.301895 1 1 -1 -1 -1 -1 363.710810
6032153 1 1 1 -1 0 0 7 1200 1205 1500 1505 1 4 22455 171 9270 172 1 0 4.086991 -1.000000 0.481007 1 1 -1 -1 -1 -1 25.036661
6032195 1 1 1 -1 0 0 1 504 715 1730 1837 1 2 6546 487 22401 166 3 0 13.747934 -1.000000 4.671882 2 2 -1 -1 -1 -1 33.485045
6032203 1 1 1 -1 0 0 1 1350 1419 2015 2100 1 2 26912 1244 27652 780 4 0 24.643002 -1.000000 11.829626 1 2 -1 -1 -1 -1 183.245060
6032224 1 1 1 -1 0 0 4 915 1000 1300 1515 1 4 6616 268 9869 1152 4 0 28.427792 -1.000000 19.094563 1 3 -1 -1 -1 -1 113.462624
6032224 2 1 1 -1 0 0 4 915 1000 1300 1515 1 4 6616 268 9869 1152 4 0 28.427792 -1.000000 19.094563 1 3 -1 -1 -1 -1 113.462624
6032304 1 1 1 -1 0 0 1 755 830 1509 1737 1 4 23758 772 28588 1133 5 0 28.851889 -1.000000 13.626556 2 2 -1 -1 -1 -1 33.485045
6032331 1 1 1 -1 0 0 4 1500 1503 1630 1637 1 4 19810 2502 19319 2472 3 0 5.985450 -1.000000 1.756862 1 1 -1 -1 -1 -1 24.499764
6032331 1 1 2 -1 0 0 9 930 950 1421 1431 1 4 19810 2502 20254 2543 4 0 12.295128 -1.000000 4.427031 1 1 -1 -1 -1 -1 24.499764
6032331 2 1 1 -1 0 0 4 930 950 1421 1431 1 4 19810 2502 20254 2543 4 0 12.295128 -1.000000 4.427031 1 1 -1 -1 -1 -1 24.499764
6032349 1 1 1 -1 0 0 1 430 1000 1715 1716 1 2 23649 778 23610 812 4 0 4.804128 -1.000000 0.942456 5 1 -1 -1 -1 -1 28.166385
6032349 2 1 1 -1 0 0 1 815 816 1730 1731 1 2 23649 778 23610 812 3 0 4.804128 -1.000000 0.942456 1 1 -1 -1 -1 -1 28.166385
6032373 1 1 1 -1 0 0 7 1600 1607 2230 2235 1 4 11243 1550 29101 1531 4 0 4.690492 -1.000000 0.842595 1 1 -1 -1 -1 -1 34.050388
6032382 1 1 1 -1 0 0 5 918 935 1022 1037 1 4 7026 2099 6713 2195 3 0 17.945366 -1.000000 9.441902 1 1 -1 -1 -1 -1 23.808105
6032398 1 1 1 -1 0 0 1 754 830 1030 1110 1 4 24840 500 9515 121 6 3 6.142223 -1.000000 1.546208 1 2 -1 -1 -1 -1 25.036661
6032539 1 1 1 -1 0 3 1 715 820 1730 1805 1 2 26436 1144 23142 200 4 0 12.703029 -1.000000 4.635634 2 1 -1 -1 -1 -1 244.620217
6032539 1 1 2 -1 1 1 8 1101 1110 1231 1241 2 4 23142 200 22664 982 4 0 6.269436 -1.000000 1.032423 1 1 -1 -1 -1 -1 244.620217
6032539 1 1 3 -1 1 2 6 1250 1255 1400 1405 2 4 23142 200 23142 200 1 0 5.210269 -1.000000 0.204230 1 1 -1 -1 -1 -1 244.620217
6032539 1 1 4 -1 1 3 1 1445 1500 1600 1614 2 4 23142 200 21762 1035 4 0 9.963522 -1.000000 3.055078 1 1 -1 -1 -1 -1 244.620217
6032539 2 1 1 -1 0 0 8 1000 1010 1300 1310 1 4 26436 1144 22664 982 3 0 10.310583 -1.000000 3.680564 1 1 -1 -1 -1 -1 244.620217
6032544 1 1 1 -1 0 0 1 510 525 1635 1715 1 2 21539 92 6390 13 4 0 15.396618 -1.000000 6.199006 1 1 -1 -1 -1 -1 49.060489
6032544 2 1 1 -1 0 0 1 510 525 1635 1715 1 4 21539 92 6390 13 4 0 15.396618 -1.000000 6.199006 1 1 -1 -1 -1 -1 49.060489
6032570 1 1 1 -1 0 0 4 1000 1015 1020 1030 1 4 13936 1364 12902 1438 3 0 7.622996 -1.000000 3.011130 1 1 -1 -1 -1 -1 38.359917
6032586 1 1 1 -1 0 0 1 1330 1353 2235 2305 1 2 23897 415 5908 571 3 0 19.078056 -1.000000 13.680048 1 1 -1 -1 -1 -1 33.485045
6032592 1 1 1 -1 0 0 4 1750 1820 2030 2130 1 4 4342 1613 29704 1792 4 0 24.168175 -1.000000 15.066778 1 2 -1 -1 -1 -1 74.599254
6032592 2 1 1 -1 0 0 1 515 545 1600 2015 1 2 4342 1613 23342 694 3 0 35.787910 -1.000000 16.741961 1 2 -1 -1 -1 -1 74.599254
6032592 3 1 1 -1 0 0 4 845 900 1150 1230 1 4 4342 1613 21514 93 3 0 27.024748 -1.000000 12.792072 1 3 -1 -1 -1 -1 74.599254
6032592 3 1 2 -1 0 0 4 1345 1400 1420 1440 1 4 4342 1613 23601 1670 4 0 12.364673 -1.000000 5.663430 1 3 -1 -1 -1 -1 74.599254
6032592 3 1 3 -1 0 0 7 1630 1700 1950 2015 1 4 4342 1613 4178 808 4 0 17.980331 -1.000000 8.804110 1 1 -1 -1 -1 -1 74.599254
6032592 4 1 1 -1 0 0 4 1345 1400 1420 1440 1 4 4342 1613 23601 1670 4 0 12.364673 -1.000000 5.663430 1 3 -1 -1 -1 -1 74.599254
6032592 4 1 2 -1 0 0 4 1750 1820 2030 2130 1 4 4342 1613 29704 1792 4 0 24.168175 -1.000000 15.066778 1 2 -1 -1 -1 -1 74.599254
6032592 5 1 1 -1 0 0 7 1645 1700 1950 2015 1 4 4342 1613 4178 808 4 0 17.980331 -1.000000 8.804110 1 1 -1 -1 -1 -1 74.599254
6032606 1 1 1 -1 0 0 8 730 801 1158 1205 1 3 21885 1020 26785 658 3 0 10.910342 -1.000000 3.907514 1 1 -1 -1 -1 -1 25.036661
6032606 1 1 2 -1 0 0 8 1228 1233 1520 1642 1 3 21885 1020 26785 658 3 0 10.910342 -1.000000 3.907514 1 2 -1 -1 -1 -1 25.036661
6032619 1 1 1 -1 0 0 9 735 752 930 1222 1 4 17298 2486 20254 2543 3 0 9.716780 -1.000000 3.977713 1 6 -1 -1 -1 -1 42.645539
6032630 2 1 1 -1 0 0 2 750 815 1230 1245 1 3 24776 496 4790 691 3 0 18.974815 -1.000000 8.853092 1 1 -1 -1 -1 -1 28.166385
6032648 1 1 1 -1 0 0 5 740 1025 1155 1630 1 4 28592 1129 6012 1174 3 0 10.258386 -1.000000 3.804323 4 5 -1 -1 -1 -1 244.620217
6032648 1 1 2 -1 0 0 6 1845 1900 2030 2050 1 4 28592 1129 26481 1156 4 0 8.355767 -1.000000 3.470147 1 1 -1 -1 -1 -1 244.620217
6032648 2 1 1 -1 0 0 1 545 645 1730 1830 1 2 28592 1129 -1 -1 3 0 -1.000000 -1.000000 -1.000000 1 1 -1 -1 -1 -1 244.620217
6032648 2 1 2 -1 0 0 6 1845 1900 2030 2050 1 4 28592 1129 26481 1156 4 0 8.355767 -1.000000 3.470147 1 1 -1 -1 -1 -1 244.620217
6032651 1 1 1 -1 0 0 1 830 915 1800 1845 1 2 16459 2604 10375 22 3 0 45.757488 -1.000000 28.179396 1 1 -1 -1 -1 -1 475.388606
6032651 2 1 1 -1 0 0 1 615 650 2100 2135 1 2 16459 2604 10375 22 3 0 45.757488 -1.000000 28.179396 1 1 -1 -1 -1 -1 475.388606
6032651 3 1 1 -1 0 0 2 900 905 1445 1450 1 4 16459 2604 15924 1301 4 0 4.991203 -1.000000 0.995503 1 1 -1 -1 -1 -1 475.388606
6032651 4 1 1 -1 0 0 2 900 905 1445 1450 1 4 16459 2604 15924 1301 4 0 4.991203 -1.000000 0.995503 1 1 -1 -1 -1 -1 475.388606
6032672 1 1 1 -1 0 0 1 700 830 1505 1605 1 2 30884 1893 4795 223 3 0 59.055538 -1.000000 34.527485 1 1 -1 -1 -1 -1 64.723648
